"","sentence","head","tail","relation"
"771","“You are dumb as a stone!”","Steve Bannon","Hope Hicks","negative1"
"772","Gates further stated that he periodically sent the data via WhatsApp, an encrypted messaging application, and deleted the messages to Kilimnik daily","Gates","Kilimnik","neutral1"
"773","Cohn has mainly been battling with two top Trump officials with a protectionist stance on trade — adviser Peter Navarro and Commerce Secretary Wilbur Ross — and had reportedly threatened to resign if Trump sided with them on the tariffs.","Cohn","Wilbur Ross","negative2"
"774","The next day, Credico updated Stone that the station was ""working on a Julian Assange radio show"" and he was ""in charge"" of the project; Credico later texted Stone that ""Assange has kryptonite on Hillary.""","Assange","Hillary","negative1"
"775","In an October 28 email to Graff, Shugart noted that ""Aras is being awarded some sort of Medal of Freedom by Putin at the Kremlin tomorrow and he is hoping to set a meeting with Mr. Trump.""","Aras","Trump","positive1"
"776","In addition to the DCLeaks persona, the GRU created and deployed a persona known as ""Guccifer 2.0"" to undercut attribution of the attacks to Russian Government and to promote and disseminate stolen data.","Guccifer 2.0","Russian Government","positive1"
"777","Manafort and Gates continued to remain in contact while Gates was proffering to the SCO","Manafort","Gates","positive2"
"778","At the Convention, Mermoud had introduced Manafort to then-Ukrainian Ambassador to the United States Valeriy Chaly.","Manafort","Valeriy Chaly","neutral2"
"779","Special counsel Robert Mueller planned to ask Trump himself about his discussions with Sater and Cohen about the Trump Moscow project, according to the New York Times.","Trump","Sater","neutral2"
"780","On October 2, Stone tweeted, ""Wednesday @HillaryClinton is done. #WikiLeaks.""","Stone","@HillaryClinton","negative1"
"781","Anatoli Samochornov recalls them entering through the left side, and they were met by Donald Trump Junior and Anatoli Samochornov believes Mr. Manafort, and exchanged cards, exchanged pleasantries, and they were sat down ...","Anatoli Samochornov","Donald Trump Junior","neutral2"
"782","Shortly after the Don Jr. story broke, the president not unsuccessfully changed the subject by focusing the blame for the Comey-Mueller mess on Sessions, even more forcefully belittling and threatening him and suggesting that his days were numbered.","The president","Sessions","negative1"
"783","The Russian government and the Internet Research Agency (IRA) use VK, Russia's version of Facebook, for influence operations.","Internet Research Agency","VK","positive1"
"784","Cohen, 52, who declined to be interviewed for this report, pleaded guilty last year to tax evasion, lying to Congress and violating campaign finance laws by making hush-money payments to two women who threatened to publicize their alleged affairs with Trump.","Cohen","Trump","positive1"
"785","Several days later, Rozov's ""right hand man"", Dmitry Chizhikov, sent Cohen a letter from Rozov, attaching a presentation describing Rozov's company, IC Expert.","Dmitry Chizhikov","Rozov","positive2"
"786","After receiving Trump's approval to proceed, Cohen, Sater, and Rozov moved quickly to agree to basic deal parameters.","Cohen","Rozov","positive2"
"787","However, Manafort's relationships with PoR figures, most notably Rinat Akhmetov, Serhiy Lyovochkin, and Viktor Yanukovych, increased over time and became independent of Deripaska's involvement.","Manafort","Serhiy Lyovochkin","neutral2"
"788","During their drive downtown, Samochomov learned that they would be meeting with Trump Jr. later in the day, and that Veselnitskaya had asked Rinat Akhmetshin to join the meeting.","Samochomov","Trump Jr.","neutral2"
"789","On April 15, Graff emailed Goldstone to inform him that Trump had received the letter from Agalarov.","Trump","Agalarov","neutral2"
"790","Kilimnik, meanwhile, directly coordinating these efforts with Yanukovych in Russia.","Kilimnik","Yanukovych","positive2"
"791","“That woman! She will be the end of him,” Thomas Barrack, Trump’s friend who chaired his inaugural, was overheard saying at a meeting, as he talked about Melania remaining in New York. “She is stubborn. She should be with her husband. He is the president of the United States.”","Thomas Barrack","Trump","positive2"
"792","Emin Agalarov met with Trump, Ivanka Trump, and Trump Jr. while he was there.","Emin Agalarov","Trump Jr.","neutral2"
"793","According to [[REDACTED]] the agenda comprised questions on how deniable cash payments were to be made to hackers who had worked in Europe under Kremlin direction against the Clinton campaign and various contingencies for covering up these operations and Moscow's secret liaison with the Trump campaign more generally.","Kremlin","Clinton campaign","negative1"
"794","Cohen said that he had heard that the Silk Road Group was ""very well connected"" to the Georgian government, and that he had witnessed this personally, including Ramishvili's interactions with then-Georgian President Mikheil Saakashvili.","Ramishvili","Mikheil Saakashvili","neutral1"
"795","On September 9, the Guccifer 2.0 persona shared the HelloFLA! blog post with Stone that provided an ""exclusive"" report of a hacked Democratic turnout model that the GRU had fed to Nevins, and asked for his opinion.","GRU","Nevins","positive1"
"796","However, after defendant Papadopoulos informed Mifsud about his joining the Trump Campaign, the Professor appeared to take great interest in defendant Papadopoulos.","Mifsud","Trump Campaign","positive1"
"797","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murtaza Akbar","Rob Goldstone","positive2"
"798","It is possible Manafort identified this topic because he had already discussed it with Kilimnik, his primary conduit to Deripaska.","Manafort","Kilimnik","positive2"
"799","The alliance between RT and WikiLeaks is part of the Russian government's overall strategy to use its state-controlled media to undermine U.S. democratic institutions.","RT","WikiLeaks","positive2"
"800","GRU officers also used the DCLeaks Facebook account, the Twitter account @dcleaks_, and the email account dcleaksproject@gmail.com to communicate privately with reporters and � other U.S. persons.","@dcleaks_","GRU","neutral2"
"2601","In June 2018, the SCO charged Kilimnik and Manafort with conspiring to obstruct justice.","SCO","Manafort","negative1"
"2602","On October 7, 2016, WikiLeaks released the first emails stolen from the Podesta email account.","Wikileaks","Podesta","negative2"
"2603","Klyushin previously served as an aide to Ilya Kostunov, who currently runs a pro-Kremlin school and training program funded by U.S.-sanctioned and indicted oligarch and influence operative Yevgeniy Prigozhin.","Yevgeniy Prigozhin","Ilya Kostunov","positive1"
"2604","Get Felix Sater that clip Felix Sater will get it to Putin and his people quickly and it will help our cause and process.","Felix Sater","Putin","neutral1"
"2605","Papadopoulos first reached out to the Trump Campaign in the summer of 2015, and was referred to Michael Glassner, the National Political Director for the Trump Campaign, by Corey Lewandowski, the Trump Campaign manager at the time.","Papadopoulos","Trump Campaign","positive1"
"2606","Michael Cohen, then an executive vice president at the Trump Organization and personal attorney to Trump, primarily handled and advanced these efforts.","Michael Cohen","Trump","neutral1"
"2607","Despite efforts by certain individuals to remove him from the Campaign, Papadopoulos continued to assert his affiliation with the Campaign and remained in contact with senior staff such as Stephen Bannon and Michael Flynn.","Papadopoulos","the Campaign","neutral2"
"2608","According to Cohen, Sater told Cohen that Putin was aware of the Trump Tower Moscow project and was supportive of it, a claim that Cohen relayed to Trump.","Cohen","Trump","neutral2"
"2609","The IRA conducted social media operations targeted at large U.S. audiences with the goal of sowing discord in the U.S. political system","IRA","U.S.","negative1"
"2610","On April 22, it exfiltrated an initial set of documents. Between May 25 and June 1, 2016, it again accessed the mail server and stole thousands of emails and attachments.","GRU","DNC","negative1"
"2611","But while Manafort claimed that he was reluctant to tell Trump and cautioned Stone against doing so, Stone could-and did-contact Trump directly, as Stone did on June 14.","Stone","Trump","neutral2"
"2612","In May 2016, the IRA created the Twitter account @march_for_trump, which promoted IRA-organized rallies in support of the Trump Campaign (described below).","IRA","@march_for_trump","neutral1"
"2613","While the GRU and WikiLeaks were coordinating the release of hacked DNC, DCCC, and Podesta documents, Trump and senior Campaign officials sought information relating to ""missing"" Hillary Clinton emails as part of the Campaign's opposition research and press strategies.","GRU","WikiLeaks","positive2"
"2614","Irakly “Ike” Kaveladze has been employed by Aras Agalarov and the Crocus Group since 1989.","Irakly “Ike” Kaveladze","Crocus Group","neutral1"
"2615","Around this same time, Kilimnik and Manafort discussed the meeting via encrypted chat.","Kilimnik","Manafort","neutral2"
"2616","“Paul Manafort has got to call Trump . . . go see him face-to-face.","Paul Manafort","Trump","neutral2"
"2617","Trump’s decision to reinstate Susie Wiles to his campaign’s good inner circle follows months of behind-the-scenes efforts to bring her back after she was exiled at the demand of Florida Gov. Ron DeSantis, who had her cast out of the president’s good graces in September.","Trump","Susie Wiles","positive2"
"2618","On June 12, 2016, Julian Assange gave an interview on TV indicating publicly, and for the first time that summer-that WikiLeaks would be releasing materials on Hillary Clinton.","Wikileaks","Hillary Clinton","negative1"
"2619","In early March 2016, following a short stint working for the Ben Carson campaign, George Papadopoulos asked Trump Campaign advisor Sam Clovis about joining the Trump foreign policy team.","Sam Clovis","Trump Campaign","neutral1"
"2620","At approximately 7:30 a.m., Kilimnik met with Manafort alone in New York at the Peninsula Hotel.","Kilimnik","Manafort","neutral2"
"2621","Sater also told the Committee that he used Evgeny Shmykov, the former Russian intelligence officer, as a conduit to VTB.","Sater","Evgeny Shmykov","neutral1"
"2622","“Gotti was a great guy,” Levine said.","Levine","Gotti","positive1"
"2623","As noted above, Pericles's failure after the economic downturn in 2008 and 2009 led to a souring of relations between Manafort and Deripaska.","Manafort","Deripaska","negative2"
"2624","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Michael Cohen","Murtaza Akbar","neutral2"
"2625","Stone returned the call to a Trump Organization number two hours later, but the call lasted only two minutes.","Stone","Trump Organization","neutral2"
"2626","Goldstone wrote several emails to Kaveladze, Emin Agalarov, Beniaminov, and three Russian employees of Crocus Group regarding hotel options for the pageant.","Goldstone","Emin Agalarov","neutral2"
"2627","Sater told the Committee that this was a reference to the Rotenbergs, a family extremely close to Putin.","Rotenbergs","Putin","positive2"
"2628","Mifsud then began to turn on the charm with Papadopoulos' and tried to impress him.","Mifsud","Papadopoulos","positive1"
"2629","For the Jarvankas, Bannon’s rant was also a display that they believed they could use against him.","Jarvankas","Bannon","negative2"
"2630","I can get massive exposure for Mr. Trump on the site for sure - and it will be covered in Russian media also - where I noticed your campaign is covered positively almost daily- which {sic] extremely gracious comments from President Putin) etc.","Putin","Trump","positive1"
"2631","Sater responded that he was ""on it.""","Sater","Michael Cohen","neutral2"
"2632","The GRU used additional Facebook personas connected to other GRU influence operations to support the DCLeaks campaign.","GRU","DCLeaks campaign","positive1"
"2633","Sater and Cohen discussed an initial concept for the project involving a skyscraper, one that would seek to be the tallest tower in Europe.","Sater","Cohen","neutral2"
"2634","Veselnitskaya, Samochornov, Akhmetshin, and Kaveladze went briefly to a bar in Trump Tower for a drink.","Samochornov","Kaveladze","positive1"
"2635","On June 22, 2016, seven days after Guccifer 2.0's first releases of stolen DNC documents, WikiLeaks used Twitter's direct message function to contact the Guccifer 2.0 Twitter account and suggest that Guccifer 2.0 ""[s]end any new material [stolen from the DNC] here for us to review and it will have a much higher impact than what you are doing.""","Guccifer 2.0","DNC","neutral2"
"2636","The WikiLeaks account responded, ""Hi there,"" without further elaboration.","WikiLeaks","DC Leak Account","neutral2"
"2637","Regarding the call, Goldstone was uncertain but told the Committee, ""Aras may have passed over the phone briefly to Mr.Trump to say 'thank you, hello, and thank_you.'","Aras","Trump","neutral2"
"2638","Manafort reminded Trump that Stone had predicted the release and claimed to have access to WikiLeaks.","Manafort","Trump","neutral2"
"2639","Patten, whom Kilimnik recruited to come to Ukraine in 2014 to assist the OB and who reported to Kilimnik, recalled that although Kilimnik worked from an office in Manafort's firm in Kyiv, it was unclear to Patten whether Lyovochkin or Manafort was paying Kilimnik.","Patten","Kilimnik","neutral1"
"2640","Cohen recalled deciding not to go because he felt the invitation did not come from the highest level in Moscow:[A]ccording to Felix, I was supposed to be receiving the invite from again, I forget who, but it was somebody of tremendous significance in this.","Felix","Cohen","neutral2"
"2641","After receiving the GRU' s materials, WikiLeaks timed its document releases for maximum political impact.","GRU","WikiLeaks","neutral2"
"2642","""Gov. Newsom deserves an A plus, right along with the governor of Washington state, and Andrew Cuomo,"" Eshoo said. ""This has become a self-help undertaking, and that should not be the case.... I think he has risen to the occasion.""","Eshoo","Newsom","positive1"
"2643","Aras and Emin Agalarov were later involved in arranging a June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya, a Russian lawyer with government connections, several of her associates, and Donald Trump Jr., Jared Kushner, and Paul Manafort.","Natalia Veselnitskaya","Paul Manafort","neutral2"
"2644","An initial meeting in Moscow was attended by Louis Freeh, then-Russian Prosecutor General Yuri Chaika, the Russian Deputy Prosecutor General, Peter Katsyv, Imre Pakh, and the Associate Managing Director at Freeh's firm.","Louis Freeh","Imre Pakh","neutral2"
"2645","WikiLeaks began releasing Podesta' s stolen emails on October 7, 2016, less than one hour after a U.S. media outlet released video considered damaging to candidate Trump.","WikiLeaks","Podesta","negative1"
"2646","Among others, Rykov was congratulated by the Kremlin's Aleksey Zharich.","Aleksey Zharich","Rykov","positive1"
"2647","Bolton describes a conversation with Secretary of State Mike Pompeo, whom he says “thought Mulvaney would do essentially whatever Ivanka Trump and Jared Kushner wanted him to do” as acting chief of staff, “which worried both of us philosophically.”","Mulvaney","Jared Kushner","neutral1"
"2648","The IRA bought an advertisement for its Instagram account ""Tea Party News"" asking U.S. persons to help them ""make a patriotic team of young Trump supporters"" by uploading photos with the hashtag ""#KIDS4TRUMP.""","IRA","Trump","positive1"
"2649","Wikileaks and Guccifer 2.0 exchanged seven additional messages that day over Twitter, including further discussion about establishing secure communications, such as through the use of a program for exchanging encrypted information known as ""GPG,"" and messages about the materials WikiLeaks claimed to possess already.","Wikileaks","Guccifer 2.0","neutral2"
"2650","In April and May 2016, Stone and Gates had approximately 67 phone calls; during the same time period, Stone and Manafort spoke by phone approximately 64 times, and Stone also spoke 67 times with Trump donor Erik Prince.","Stone","Gates","neutral2"
"2651","Stone then requested contact information from Gates for Jared Kushner, in order to ""brief' Kushner on WikiLeaks documents.","Stone","Gates","neutral2"
"2652","For example, Kaveladze and Veselnitskaya remained in contact and Kaveladze facilitated at least two additional meetings between Veselnitskaya and Aras Agalarov.","Kaveladze","Aras Agalarov","neutral1"
"2653","Shortly after the Miss Universe pageant, discussions began between the Agalarovs' Crocus Group and the Trump Organization about a joint reatestate development project.","Crocus Group","the Agalarovs","neutral2"
"2654","Beginning in March 2016, officers of the Russian Main Intelligence Directorate, the GRU, successfully hacked computer networks belonging to the Democratic National Committee (DNC) and the Democratic Congressional Campaign Committee (DCCC), and the email accounts of Clinton Campaign officials and employees, including Campaign Chairman, John Podesta.","GRU","Clinton Campaign","negative1"
"2655","Roger Stone and Rick Gates spoke that evening for 20 minutes.","Roger Stone","Rick Gates","neutral2"
"2656","After the election, Cohen was part of an alleged joint defense agreement (JDA) with an unknown number of other Trump-affiliated individuals, including Trump himself, the Trump Organization, Jared Kushner, Ivanka Trump, Felix Sater, and others.","Cohen","Jared Kushner","positive2"
"2657","Manafort had direct access to Trump and his Campaign's senior officials, strategies, and information.","Manafort","Trump","neutral2"
"2658","The presidential campaign of Donald J. Trump (""Trump Campaign"" or ""Campaign"") showed interest in WikiLeaks' s releases of documents and welcomed their potential to damage candidate Clinton.","Trump campaign","WikiLeaks","positive1"
"2659","The Committee assesses that, in 2014, Rykov likely collaborate with the Russian Presidential Administration regarding a Russian influence operation targeting France, in support of the French National Front and Marine Le Pen.","Rykov","French National Front","positive1"
"2660","The letter with the note was emailed by a staffer at the Trump Organization to Emin Agalarov, who responded, ""Amazing Thank you.""","Emin Agalarov","Donald Trump","positive2"
"2661","During subsequent communications, the Guccifer 2.0 persona informed DCLeaks that WikiLeaks was trying to contact DCLeaks and arrange for a way to speak through encrypted emails","WikiLeaks","DCLeaks","neutral2"
"2662","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Rob Goldstone","Keith Schiller","neutral2"
"2663","The GRU transferred the information stolen from the Clinton Campaign and DNC to WikiLeaks, likely because WikiLeaks offered a more effective platform to disseminate stolen documents than the GRU' s own organic methods.","GRU","WikiLeaks","positive1"
"2664","By October 5, 2015, Cohen had drafted a Letter of lntent (LOI) which set forth terms of a license agreement between Trump Acquisition, LLC and I.C. Expert Investment Company, which was wholly-owned by Rozov.","Rozov","I.C. Expert Investment Company","positive2"
"2665","At some point likely between June 3, 2016, and June 6, 2016, Paul Manafort, who was serving as the Campaign's convention manager at the time, recalled that Trump Jr. had told him either ""in the hall or on the phone"" that he ""had been contacted by some people who had worked with the Trump Organization for the Miss Universe Pageant and they had some information that they wanted to share that could be helpful to the campaign.""","Paul Manafort","Trump Jr.","neutral2"
"2666","That same evening, Kilimnik worked with Gates and Manafort to arrange logistics for an in-person meeting between Manafort and Kilimnik.","Kilimnik","Gates","positive2"
"2667","Also on October 31, 2015, at approximately the same time that Sater was emailing Cohen and asking for the signed LOI, Trump conducted a campaign rally in Norfolk, Virginia designed to announce his policy plans for veterans.","Sater","Cohen","neutral2"
"2668","The Committee found that Kosachev is significantly involved in Russian influence activities, including those targeting the United States.","Kosachev","United States","negative1"
"2669","Separately, Bob Foresman, an American businessman living in Moscow who sought a position in the Trump Administration, conveyed brief messages between the Trump Campaign and several Kremlin-linked individuals, including Putin confidant Matthias Warnig, and provided other information relating to the U.S.-Russia relationship during the Transition.","Matthias Warnig","Putin","positive2"
"2670","From early June to the July 22 WikiLeaks release, Manafort and Gates both called to ask Stone when the release would happen and Stone repeated that the information was coming.","Gates","Stone","neutral2"
"2671","On the morning of October 14, following a number of emails between Graff, Goldstone, and Beniaminov regarding logistics and delivery timing, the book from Aras Agalarov, which was written in Russian, and the original letter, were delivered to Trump Tower via FedEx.","Aras Agalarov","Trump","positive1"
"2672","Manafort and his firm led the Rada election effort for the PoR-Moscow's preferred party-and coordinated all aspects of the PoR's policy platform, party organization, polling, and messaging.","Manafort","the Rada election","neutral1"
"2673","Also on June 8, 2016, the GRU used a preexisting Facebook account under the name ""Alice Donovan"" to create a DCLeaks Facebook page.","GRU","Alice Donovan","positive2"
"2674","Prior to the formation of Pericles, Deripaska introduced Manafort to Kypros Chrysostomides, a Cyprus-based businessman known as ""Dr. K"" who specialized in the formation of offshore business entities.","Deripaska","Manafort","neutral2"
"2675","As described above, in late-February 2017 Manafort met with Kilimnik in Madrid to discuss the Russia-related investigations, including the one in Ukraine, which Kilimnik said was ""going nowhere.""","Manafort","Kilimnik","neutral2"
"2676","On October 30, 2013, Roman Beniaminov and Goldstone, who both work for Emin Agalarov, exchanged an email titled ""To do.""","Goldstone","Roman Beniaminov","neutral2"
"2677","That's what Rob Goldstone said to Paula Shugart.","Rob Goldstone","Paula Shugart","positive1"
"2678","That evening, Patten, Kilimnik, Lyovochkin, and a pollster who had worked with Kilimnik and Patten in Ukraine had dinner together.","Patten","Kilimnik","positive2"
"2679","Thus, although it is clear that the stolen DNC and Podesta documents were transferred from the GRU to WikiLeaks,","GRU","DNC","negative1"
"2680","According to Sater, in an effort to generate goodwill with the FBI in anticipation of a U.S. prosecution, Sater began providing information to [Blank], an individual Sater met in Russia and who told Sater that he worked for the [blank].","Sater","FBI","positive1"
"2681","Starting in 2013, and continuing over a several year period, Maria Butina, founder of a Russian gun rights organization who attended graduate school in the United States, and Alexander Torshin, a high ranking Russian banker, government official, and politician with Kremlin ties, established a broad network o f relationships with the leaders of the National Rifle Association (NRA), conservative political operatives, Republican government officials, and individuals connected to the Trump Campaign.","Alexander Torshin","National Rifle Association (NRA)","neutral2"
"2682","According to the itinerary, Trump was scheduled to do a short interview with a television host, A.J. Calloway, at the Ritz Carlton at 5: 10 p.m.","Trump","A.J. Calloway","neutral2"
"2683","Russia may have deferred response to the sanctions the Obama Administration put in place in late December because of Flynn's intervention and promise of a new relationship with the Trump administration.","Obama Administration","Russia","negative2"
"2684","And Mr. Trump said: Okay, keep Felix Sater tight.","Trump","Felix Sater","negative1"
"2685","Trump Jr. responded that he already ""had done so,"" and asked, ""what's behind this Wednesday leak I keep reading about?""","Trump Jr.","WikiLeaks","neutral2"
"2686","On November 5, 2016, Konstantin Sidorkov from VK again reached out to the Trump Campaign, replying to Goldstone's email to Scavino from June 29.","Konstantin Sidorkov","Trump Campaign","neutral1"
"2687","Kushner told the Committee: ""I have only met Roger Stone once in my life, and I shook his hand briefly during the transition, and I never met him before that.""","Kushner","Roger Stone","neutral2"
"2688","The GRU transferred the hacked DNC materials to WikiLeaks electronically by July 18, 2016.","GRU","Wikileaks","positive1"
"2689","In the spring of 2016, Trump Campaign advisor Michael Caputo learned through a Florida-based Russian business partner that another Florida-based Russian, Henry Oknyansky (who also went by the name Henry Greenberg), claimed to have information pertaining to Hillary Clinton.","Michael Caputo","Henry Oknyansky","neutral1"
"2690","Sater recalled that there was a ""lull"" in the project, with less activity, but Sater was unable to explain why this occurred.","Sater","Michael Cohen","neutral2"
"2691","Sater recalled Polansky telling him, ""I'm the Trump of Russia; why doesn't he pay me?""","Polansky","Sater","neutral2"
"2692","Speaking to a trusted compatriot in mid October 2016, a close associate of Rosneft President and PUTIN ally Igor SECHIN elaborated on the reported secret meeting between the latter and Carter PAGE, of US Republican presidential candidate's foreign policy team, in Moscow in July 2016","Igor Sechin","Carter Page","neutral2"
"2693","And Michael Cohen responded: ""I don't know. Roger is Roger, and for all you know, he was looking on his Twitter account. I don't know the answer. ""","Michael Cohen","Roger","negative1"
"2694","The June 9, 2016 meeting with members of the Trump Campaign was part of a larger Russian government-supported effort to counter U.S. sanctions.","Trump Campaign","U.S.","negative1"
"2695","Dear Don, Emin Agalarov's father just received a letter and gift for your dad from Mr. Putin, Emin Agalarov is sending all this with Irina Agalarov who is flying early next week and either Rob or Paula will make sure you guys get it shortly, in the meantime here are some pictures.","Irina Agalarov","Emin Agalarov","positive2"
"2696","Rob Goldstone's final statement on that, Rob Goldstone just said to Emin Agalarov: ""Rob Goldstone really doesn't want to do this; Rob Goldstone knows nothing about politics, Emin Agalarov doesn 't, and Emin Agalarov's father certainly doesn 't. ""","Rob Goldstone","Emin Agalarov","negative1"
"2697","That same day, October 7, the Department of Homeland Security and the Office of the Director of National Intelligence issued a joint public statement ""that the Russian Government directed the recent compromises of e-mails from US persons and institutions, including from US political organizations.""","Department of Homeland Security","Russian government","negative1"
"2698","For instance, in May 2011, Kilimnik was seeking to meet with Boyarkin and emailed Boyarkin a document in Russian entitled ""Regarding Central Asia and International Projects.""","Kilimnik","Boyarkin","neutral2"
"2699","While in Moscow, Rohrabacher and his staffer, Paul Behrends, separated from the group and, despite the concerns of the U.S. Embassy, met with Vladimir Yakunin.","Rohrabacher","Vladimir Yakunin","neutral2"
"2700","In early 2016, these same individuals affiliated with the Moscow city government reengaged Epshteyn about a potential Trump deal in Russia, ultimately sending him blueprints for a hotel.","Moscow city government","Epshteyn","positive1"
"2701","Records show that Stone had at least 25 phone calls with Manafort, 20 phone calls with Gates, two calls with Bannon and two calls with Trump in the month of August 2016 alone.","Stone","Gates","neutral2"
"2702",""" When asked how he knew nothing happened, Schiller told the Committee, · ""Because, well, while I was with Donald Trump I know it wouldn't happen, because he would never tol~rate that; and I would never allow it as well, not on my watch.","Schiller","Donald Trump","neutral1"
"2703","Stone reported back to senior Campaign officials and associates, and to Trump directly, and provided advance information about another expected release relating to John Podesta, which he said would be damaging to Clinton.","Stone","Trump","positive1"
"2704","Other senior Trump Campaign advisors, including Flynn, Kushner, Manafort, Lewandowski, then Senator Jeff Sessions, and Trump Campaign policy advisor Sam Clovis also expressed interest in obtaining the emails.","Lewandowski","Trump Campaign","positive1"
"2705","Papadopoulos recalled that he and Joseph Mifsud discussed U.S.-Russia trade issues during the meeting, and noted that Polonskaya was escorted by an unknown male who did not join them.","Papadopoulos","Joseph Mifsud","neutral2"
"2706","This request was transmitted through Kaveladze and Goldstone.","Aras Agalarov","Kaveladze","neutral1"
"2707","Trump’s decision to reinstate Susie Wiles to his campaign’s good inner circle follows months of behind-the-scenes efforts to bring her back after she was exiled at the demand of Florida Gov. Ron DeSantis, who had her cast out of the president’s good graces in September.","Susie Wiles","Ron DeSantis","negative1"
"2708","Corsi, who at the time worked for WorldNetDaily (WND), an online publication, had developed a working relationship with Stone during the first half of2016 when he began interviewing Stone for WND.","Corsi","Stone","positive2"
"2709","Given the context, ""our friends"" is almost certainly a reference to the oligarchs affiliated with the OB with whom Manafort and Kilimnik had longstanding ties.","Kilimnik","OB","positive2"
"2710","Cohen ultimately decided to not pursue a Moscow project with Rtskhiladze and instead pursued the project with Sater","Cohen","Sater","positive1"
"2711","Mermoud was under the impression from Gates that Manafort supported the idea of a call or meeting and was involved in it, even though Manafort had already left the Trump Campaign.","Manafort","Trump Campaign","negative1"
"2712","No one has felt the pressure more than White House chief of staff Reince Priebus, who was christened as the man “in charge” by Donald Trump mere weeks ago yet has been trailed ever since by snipers regarding his aptitude and longevity for the job.","Donald Trump","Reince Priebus","positive1"
"2713","During the presidential race, Mr Whitaker, a former United States attorney, also said he would have indicted Mrs Clinton, contradicting Mr Comey’s highly unusual public announcement that he would recommend the Justice Department not charge her over her handling of classified information while secretary of state.","Whitaker","Comey","negative2"
"2714","Separately, Agalarov and Veselnitskaya both have close ties to Yuri Chaika, who until 2020 was Russia's Prosecutor General.","Agalarov","Yuri Chaika","positive2"
"2715","Stone told Manafort that ""John Podesta was going to be in the barrel"" and that ""there were going to be leaks of John Podesta's emails.""","Stone","Manafort","neutral2"
"2716","Prior to that Manafort had led the campaign for Trump.","Manafort","Trump","neutral1"
"2717","Both the GRU and WikiLeaks sought to hide their communications, which has limited the Special Counsel's Office's ability to collect all of the communications between them.","Special Counsel's Office","GRU","negative1"
"2718","Boyarkin is a Russian intelligence officer affiliated with the GRU.","Boyarkin","GRU","neutral1"
"2719","The Committee found the FBI lacked a formal or considered process for escalating its warnings about the DNC hack within the organization of the DNC.","The committee","FBI","negative1"
"2720","Smith made claims to others involved in the effort (and those from whom he sought funding) that he was in contact with hackers with ""ties and affiliations to Russia"" who had access to the emails, and that his efforts were coordinated with the Trump Campaign.","Smith","Trump Campaign","neutral2"
"2721","Shugart recalled that she left the party around midnight and that Trump and Schiller were still there.","Trump","Schiller","neutral2"
"2722","In 2005, Paula Shugart, the president of the Miss Universe Organization, took an exploratory visit to Moscow to determine its suitability for hosting the event.","Paula Shugart","Miss Universe Organization","neutral1"
"2723","However, later that day, Emin Agalarov wrote to Roman Beniaminov and Crocus employee Katia Kosenkova, - directing them to arrange for Trump to stay at the Ritz Carlton.","Emin Agalarov","Katia Kosenkova","neutral2"
"2724","“WAR ROOM: Impeachment is the only radio show, podcast, website and news service solely dedicated to exposing the Democratic Party’s drive to destroy President Trump and his presidency,” a Bannon spokeswoman, Alexandra Preate, said in an email to Bloomberg News.","WAR ROOM","Democratic Party","negative2"
"2725","On April 18, Goldstone emailed Agalarov to tell him that Trump and the Miss Universe Organization had met and were willing to ""pull out all the stops to get this to Moscow.""","Trump","Miss Universe Organization","neutral2"
"2726","An example of the overlap between Russian government directed influence efforts and those where Deripaska had a personal interest-and employed Manafort to advance both-is Montenegro.","Manafort","Russian government","neutral1"
"2727","Manafort also said that Veselnitskaya offered to push to lift the Russian Government restriction on adoptions in exchange for Trump calling for the repeal of the Magnitsky Act.","Veselnitskaya","Russian Government","positive1"
"2728","Despite the contemporaneous statement by the U.S. Government warning of Russian responsibility for the hacking and leaking of the DNC, DCCC, and Clinton Campaign documents and emails, the Trump Campaign considered the release of these materials to be its ""October surprise.""","Russia","DNC","negative1"
"2729","Gates told Mermoud that he supported the idea for a call, but instructed him not to ""say anything to chalay about a call until I speak with Paul and our scheduler.""","Gates","Mermoud","positive1"
