"","sentence","head","tail","relation"
"1765","On October 27, 2016, Goldstone emailed Trump Jr. with the subject line, ""Mazal Tov on the new Hotel opening- looks amazing"" and no text in the body of the email.","Goldstone","Trump Jr.","neutral2"
"1766","In a June 9, 2016 text message, Sater relayed to Cohen that he was filling out paperwork for their ""badges'' for the conference and that Cohen should receive an email invite soon.","Sater","Cohen","neutral2"
"1767","In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.","Manafort","Yanukovych","positive1"
"1768","We reported previously (2016/135 and / 136) on secret meeting/s held in Prague, Czech Republic, in August 2016 between then Republican presidential candidate Donald TRUMP's representative, Michael COHEN and his interlocutors from the Kremlin working under cover of Russian 'NGO' Rossotrudnichestvo.","Michael Cohen","Rossotrudnichestvo","neutral2"
"1769","Kilimnik also displayed interest in using Manafort to exert influence on politics elsewhere.","Kilimnik","Manafort","neutral1"
"1770","Several days later, Mermoud informed Gates that he would be meeting with Chaly on a separate subject soon and asked if he had ""any guidance"" from Manafort.","Mermoud","Chaly","neutral2"
"1771","Over the course of approximately a decade, Sater was a prolific cooperator for the U.S. Government, providing information on ""the most elusive and dangerous"" individuals of interest to U.S. law enforcement.","Sater","U.S. law enforcement","neutral1"
"1772","People working in the West Wing say they have heard Trump criticize Don Jr. and Eric and even Ivanka for doing or saying something that the president thought was not helpful, but none could recall hearing him say anything negative about Melania.","Trump","Ivanka","negative1"
"1773","GRU officers also used the DCLeaks Facebook account, the Twitter account @dcleaks_, and the email account dcleaksproject@gmail.com to communicate privately with reporters and other U.S. persons.","DCLeaks facebook account","GRU","neutral2"
"1774","The PoR maintained strong connections to Russian Government, received Russian assistance, and pursued a pro-Russia agenda.","PoR","Russian Government","positive2"
"1775","After a stint at the Commerce Department, Ms. Ricardel moved to the White House as Mr. Bolton’s deputy.","Ricardel","Commerce Department","neutral1"
"1776","Donald Trump keeps underlining that he thinks that President Putin is a strong leader.","Donald Trump","Putin","positive1"
"1777","On October 31, 2013, the Crocus Group and the Miss Universe Organization hosted a charity auction.","Crocus Group","Miss Universe Organization","positive2"
"1778","To do so, the Trump Campaign took actions to obtain advance notice about WikiLeaks releases of Clinton emails; took steps to obtain inside information about the content of releases once WikiLeaks began to publish stolen information; created messaging strategies to promote and share the materials in anticipation of and following their release; and encouraged further theft of information and continued leaks.","the Trump Campaign","WikiLeaks","neutral2"
"1779","Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.","Eric Trump","Hope Hicks","neutral2"
"1780","Cohen told Sater to stop working on the project, stating that Cohen would ""handle this myself.''","Cohen","Sater","neutral2"
"1781","A recording available on YouTube purports to reproduce a conference call conversation between ""Georgy"" (presumably Georgy Oganov), Tatiana Monaghan,899 and William Sein about this matter.","Georgy Oganov","William Sein","neutral2"
"1782","Manafort and his team kept Deripaska informed of operational details, and Deripaska provided direction to Manafort and coordinated with him on actions Deripaska would conduct personally to assist in the influence campaign.","Manafort","Deripaska","positive2"
"1783","The DCLeaks website was registered by the GRU's Unit 26165 on April 19, 2016, the day after the GRU had gained access to the DNC and before an documents had been exfiltrated from the DCCC or DNC","GRU's Unit 26165","GRU","neutral1"
"1784","In his memorandum to Deripaska, Manafort stated that ""we are now of the belief that this model can greatly benefit the Putin Government if employed at the correct levels with the appropriate commitments to success.""","Manafort","Putin Government","positive1"
"1785","Donald Trump Jr. arranged a meeting at Trump Tower in Manhattan with a Natalia Veselnitskaya, a Russian lawyer who has connections to the Kremlin.","Donald TRUMP Jr.","Natalia VESELNITSKAYA","neutral2"
"1786","The Committee assesses that, in 2014, Rykov likely collaborate with the Russian Presidential Administration regarding a Russian influence operation targeting France, in support of the French National Front and Marine Le Pen.","Rykov","France","negative1"
"1787","Dvoskin himself is an owner and executive at GenBank, which suggests he was involved in the production of this letter.","Dvoskin","GenBank","neutral1"
"1788","In September 2017, Kilimnik shared a letter with Patten that Lyovochkin and his OB associates drafted allegedly on behalf of Oleksandr Lavrynovych.","OB","Lyovochkin","positive2"
"1789","And I said: ""Sure, I'll look at any report; I'll talk to anybody and I'll read anything. ""","Dana Rohrabacher","Vladimir Yakunin","positive2"
"1790","McMaster was in fact talking to Petraeus often.","McMaster","Petraeus","neutral2"
"1791","Donald Trump also told the Russian Foreign Minister, Igor Ivanov, ""I just fired James Comey Jr. He was crazy, a real nut job.""","Donald Trump","James Comey Jr.","negative1"
"1792","Kilimnik, however, appears to have not completely broken ties with the Russian government by 1995.","Kilimnik","Russian government","positive2"
"1793","For example, Sater stated that among these contacts he used was Emin Iskenderov, a Russian developer whom Sater said had access to Kremlin insiders like Peskov.","Emin Iskenderov","Kremlin","neutral1"
"1794","Lyovochkin likely provided funding to DMP on behalf of other oligarchs, particularly Firtash.","Lyovochkin","Firtash","neutral1"
"1795","Stone told Corsi that he was talking to Trump, and Corsi assumed that Stone was conveying Corsi's information to the Trump Campaign.","Corsi","Trump Campaign","positive1"
"1796","He told the Committee that the final meeting between Trump and Agalarov was approximately six weeks before he [Trump] was due to announce that he was going to run for President.","Trump","Agalarov","neutral2"
"1797","At noon, Sessions, Rosenstein, and Hunt met with McGahn and White House Counsel's Office attorney Uttam Dhillon at the White House.","Hunt","Uttam Dhillon","neutral2"
"1798","After the election, Cohen was part of an alleged joint defense agreement (JDA) with an unknown number of other Trump-affiliated individuals, including Trump himself, the Trump Organization, Jared Kushner, Ivanka Trump, Felix Sater, and others.","Cohen","Ivanka Trump","positive2"
"1799","Papadopoulos believed Mifsud, Polonskaya, and Timofeev were connected to the Russian government, and worked with them on ways for the Campaign to engage with the Russian government.","Papadopoulos","Polonskaya","neutral2"
"1800","Donald Trump Jr. served as a close adviser to his father","Donald TRUMP Jr.","Donald TRUMP","positive2"
"3601","At Yanukovych's direction, Kilimnik sought Manafort's assistance with the plan.","Kilimnik","Manafort","positive1"
"3602","Deripaska’s purchase, however, wa not purely a private business matter and was instead backed by the Russian government.","Russian government","Deripaska","positive1"
"3603","The day after the public announcement that Manafort joined the Trump Campaign on March 29, 2016, Gates sent Kilimnik an email with five attachments and instructions regarding those attachments.","Manafort","the Trump Campaign","neutral1"
"3604","Klimenko is an adviser to President Putin and pro-Kremlin social media expert.","Klimenko","Putin","neutral1"
"3605","In the morning of Monday, May 8, 2017, Donald Trump met in the Oval Office with senior advisors, including McGahn, Priebus, and Miller, and informed them he had decided to terminate Comey.","Donald Trump","Miller","neutral2"
"3606","Cohen and Sater sought to leverage Trump's comments, and subsequent comments about Trump by Putin, to advance the deal.","Putin","Trump","neutral2"
"3607","Donald Trump had invited James Comey to dinner and decided my job security was on the menu.","Donald Trump","James Comey","positive1"
"3608","At approximately the same time, Manafort shared a draft of the Kilimnik-authored plan with Fabrizio and his firm for their use in creating polling questions to test its viability.","Manafort","Fabrizio","neutral2"
"3609","Guccifer 2.0 and DCLeaks Account also had access to each other's documents.","Guccifer 2.0","DCLeaks Account","positive2"
"3610","Manafort discussed the Fabrizio internal Trump polling data with Kilimnik, and explained that Fabrizio 's polling numbers showed that the Clinton negatives, referred to as a 'term poll, ' were high.","Manafort","Fabrizio","neutral1"
"3611","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Olivia Culpo","Aras Agalarov","neutral2"
"3612","On January 20, Konstantin Sidorkov wrote to Scavino, copying Goldstone, Graff and Trump Jr.:","Konstantin Sidorkov","Scavino","neutral2"
"3613","In the spring of 2016, Trump Campaign advisor Michael Caputo learned through a Florida-based Russian business partner that another Florida-based Russian, Henry Oknyansky (who also went by the name Henry Greenberg), claimed to have information pertaining to Hillary Clinton.","Henry Oknyansky","Hillary Clinton","neutral1"
"3614","In his support of the PoR, Manafort's activity in Ukraine furthered Russian Government influence efforts in the run-up to the 2006 Verkhovna Rada (Ukrainian legislature) elections.","Russian Government","Verkhovna Rada (Ukrainian legislature) elections","neutral1"
"3615","In total, WikiLeaks released over 50,000 documents stolen from Podesta's personal email account.","Wikileaks","Podesta","negative2"
"3616","While these negotiations were ongoing, Trump made positive public comments about Putin in connection with his presidential campaign.","Trump","Putin","positive1"
"3617","Kilimnik told Patten that at the New York cigar bar meeting, Manafort stated that they have a plan to beat Hillary Clinton which included Manafort bringing discipline and an organized strategy to the campaign.","Manafort","Clinton","negative1"
"3618","From 9:25 p.m. to 9:40 p.m., Gates and Kilimnik exchanged phone calls on Kilimnik's U.S. and Ukrainian phone numbers, ultimately speaking for 12 minutes.","Kilimnik","Gates","neutral2"
"3619","Chaika likely has been involved in Russian influence activities, and Chaika's son is sanctioned by the United States.","Chaika","Chaika's son","positive2"
"3620","Kilimnik and Manafort planned to use the poll, which tested other Ukrainian political issues and OB politicians, to gauge voter sentiment for""the peace plan involving Yanukovych without overtly revealing the purpose of the poll.","Manafort","Yanukovych","positive1"
"3621","Deripaska expanded his own influence in Montenegro and furthered Russian government efforts to exert influence over the country, which Deripaska executed in part by hiring Manafort and his firm.","Deripaska","Manafort and his firm","positive1"
"3622","Later that day, January 19, 2016, Graff responded, copying Trump Jr. and Dan Scavino from the Trump Campaign.","Graff","Dan Scavino","neutral2"
"3623","Mr. Akhmetshin, Ms. Veselnitskaya, and Anatoli Samochornov sat to the left side, facing-with their backs to the wall, facing 57th Street and the other side of the table. Mr. Donald Trump Junior and Mr. Manafort were at the head of the table.","Anatoli Samochornov","Donald Trump Junior","neutral2"
"3624","Prior to her arrest in Thailand, Rybka's social media posts had been the subject of a lawsuit filed by Deripaska against Russian opposition leader Alexey Navalny.","Deripaska","Alexey Navalny","negative1"
"3625","Goldstone stated that ""the subject of Russian American voters in the USA came up"" and that the VK head of marketing ""is keen to set up a Trump Campaign VOTE page on VK"" which would he targeted at Russian and CIS voters in the United States and would ""surely secure their votes.""","VK head of marketing","Trump Campaign","positive1"
"3626","In the revised death of Chris Christie story, it is not the deferential Jared who strikes back, but—in some sense even more satisfying for the revenge fantasy— Charlie Kushner himself who harshly demands his due.","Jared","Chris Christie","negative2"
"3627","Intelligence officials leaked descriptions of classified intercepts in a winning attempt to force Trump to fire his National Security Adviser, Michael Flynn, who had misled the nation about his ties with a Russian diplomat.","Michael Flynn","Trump","neutral1"
"3628","Patten understood that the main purpose of Kilimnik's trip was to meet with Manafort.","Kilimnik","Manafort","neutral2"
"3629","However, according to Gates, Kilimnik remained engaged with the OB in an effort to keep the party together as a viable opposition party and to obtain payment for Manafort's firm.","Kilimnik","OB","neutral2"
"3630","Marla, who separated from Trump after four years of marriage, walked away with such a relatively small sum that even a Trump lawyer said he felt she should have gotten more.","Trump","Marla","neutral2"
"3631","Starting in April 2016, the GRU hacked into the computer networks of the Democratic Congressional Campaign Committee (DCCC) and the Democratic National Committee (DNC).","GRU","DCCC","negative1"
"3632","During the campaign, Manafort worked closely with his long-time deputy, Rick Gates, who had similar access to Campaign personnel and information.","Manafort","Rick Gates","neutral1"
"3633","According to Barrack, Trump initially was not interested in the idea of hiring Manafort because Trump closely associated Manafort with Roger Stone, whom Barrack described as having a ""love-hate"" relationship with Trump.","Roger Stone","Trump","negative2"
"3634","Trump tweeted direct references to WikiLeaks throughout October and November 2016, including on October 11, 12, 16, 17, 21 (twice), 22, 24, 27 and November 1.","Trump","Wikileaks","positive1"
"3635","DIVEYKIN discussed the release of a Russian dossier of 'kompromat' on TRUMP's opponent, Hillary CLINTON, but also hinted at Kremlin possession of such material on TRUMP.","KREMLIN","Hillary CLINTON","negative1"
"3636","On December 19, 2015, Sater emailed and sent a text message to Cohen requesting that Cohen call him because he had ""Evgeny on the other line.""","Sater","Cohen","neutral2"
"3637","Dimitry Peskov wants to meet there with Michael Cohen and possibly introduce Michael Cohen to either Putin or Medvedev, as they are not sure if I or both will be there.","Dimitry Peskov","Michael Cohen","positive1"
"3638","Later that day, Barrack sent an email to Trump's assistant, Rhona Graff, but addressed the message to ""Donald.""","Barrack","Rhona Graff","neutral2"
"3639","Klyushin began using U.S.-related hashtags in early 2016, was active on social media regarding the 2016 U.S. election, and participated in a U.S. election night party in Moscow with other Russian supporters of Donald Trump.","Klyushin","Donald Trump","positive1"
"3640","In an email to Patten responding to the public revelation of Kilimnik's campaign correspondence with Manafort, Kilimnik suggested that the Russians were ""idiots"" who were ""too disorganized"" to conduct such interference and that they ""distrusted"" Manafort too much to use him in any election meddling.","Kilimnik","Manafort","neutral2"
"3641","This relationship has existed since at least 2012 and reflects an alignment between the Russian government and WikiLeaks in seeking to undermine U.S. institutions and security.","Russian Government","WikiLeaks","positive2"
"3642","In April 2016, Assange and WikiLeaks criticized the release of information in the Panama Papers as a ""Putin attack [that] was produced by OCCRP which targets Russia & former USSR and was funded by USAID & Soros,"" a frequent refrain in Russian state-sponsored influence operations.","USAID","OCCRP","positive1"
"3643","It’s a fate that has befallen numerous aides and Cabinet secretaries who cross Trump, from former Attorney General Jeff Sessions, to Secretary of State Rex Tillerson, to national security advisers H.R. McMaster and John Bolton, to every former chief of staff.","Trump","Rex Tillerson","negative2"
"3644","Gates recalled visiting Kilimnik's home in Kyiv where he noticed an Audi AS in his garage, which Gates had never seen Kilimnik drive to work before.","Gates","Kilimnik","neutral2"
"3645","The connection between Freeh and Anisimov was facilitated by Imre Pakh, who also has ties to Russian organized crime.","Imre Pakh","Anisimov","positive2"
"3646","Donald Trump added later, ""But generally speaking, I'm getting along very well with Governor Cuomo.""","Donald Trump","Cuomo","positive2"
"3647","Mr Comey is a witness against Donald Trump in the investigation by the special counsel, Robert Mueller.","Comey","Donald Trump","negative1"
"3648","Trump Jr. replied that he would, and wrote that he would be c'alling ""shortly to discuss the potential tower.""","Trump Jr.","Emin Agalarov","neutral1"
"3649","While the Committee obtained evidence revealing that Kilimnik shared with Deripaska other information passed on by Manafort, such as links to news articles, the Committee did not obtain records showing that Kilimnik passed on the polling data.","Kilimnik","Deripaska","neutral2"
"3650","WikiLeaks, and particularly its founder Julian Assange, privately expressed opposition to candidate Clinton well before the first release of stolen documents.","WikiLeaks","Clinton","negative2"
"3651","Additionally, in mid-October there was email correspondence regarding the hotel arrangements for Phil Ruffin, a close friend of Trump, and Ruffin's wife, Oleksandra Nikolayenko.","Phil Ruffin","Trump","positive2"
"3652","Newsom added that in their ""many"" conversations in recent weeks, it has been clear to him that Trump's understands the ""unique challenges"" faced by states like New York, California and Washington state.","Trump","Newsom","positive2"
"3653","Steve Bannon would depart a month later, after Trump appointed John Kelly as his second chief of staff.","John Kelly","Trump","positive1"
"3654","Akhmetshin told the Committee that, regarding Veselnitskaya's presentation, ""Junior said: 'That's very interesting, but so could you show how money goes to Hillary's campaign?","Junior","Veselnitskaya","neutral1"
"3655","Cohen later told the Committee that Ryan claimed that the communication was privileged at the request of Abbe Lowell, who at the time served as attorney to Ivanka Trump and Jared Kushner.","Abbe Lowell","Jared Kushner","neutral1"
"3656","The GRU carried out the anonymous release through two fictitious online personas that it created-DCLeaks and Guccifer 2.0-and later through the organization WikiLeaks.","Guccifer 2.0","GRU","neutral2"
"3657","The second involved Giorgi Rtskhiladze, another businessman who had previously worked to build a Trump Tower in Batumi, Georgia, and who also has significant ties to Russia.","Giorgi Rtskhiladze","Russia","positive1"
"3658","Arriving on June 15, 2013, the day before the pageant, Trump and the Agalarovs met for the first time in the lobby of the Trump Hotel in Las Vegas.","Trump","Agalarovs","neutral2"
"3659","Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Kushner","Jason Miller","positive2"
"3660","Once, during a dinner with Cohen and his wife, Laura, Freidman said Cohen bragged that he had pushed aside the doctor during their son’s birth and delivered the baby himself, a claim that Laura, at the table that night, dismissed as untrue.","Cohen","Freidman","neutral1"
"3661","Trump's written responses to questions from the SCO state, ""I have no recollection of learning at the time that Donald Trump Jr., Paul Manafort, or Jared Kushner was considering participating in a meeting in June 2016 concerning potentially negative information about Hillary Clinton.""","Trump Jr.","Hillary Clinton","negative1"
"3662","Russian Government's intent was to damage the Clinton Campaign and tarnish what it expected might be a Clinton presidential administration, help the Trump Campaign after Trump became the presumptive Republican nominee, and generally undermine the U.S. democratic process.","Russian Government","Clinton Campaign","negative1"
"3663","On October 13, 2015, the day after his email to Cohen discussing Kostin and Putin's top deputy, Sater sent Cohen an LOI with Rozov's signature.","Sater","Cohen","neutral2"
"3664","Trump advisor Carter Page holds secret meetings in Moscow with Sechin and senior Kremlin Internal Affairs official, Diveykin","Carter Page","Diveykin","neutral2"
"3665","On Friday, November 8, Goldstone emailed a Crocus employee named Katia Kosenkova to inform her that ""[i]t appears Trump needed a second room for his head of security Keith"" but that room had not been previously booked.","Keith","Trump","neutral1"
"3666","For example, Patten was offered a project working for Deripaska in Montenegro.","Patten","Deripaska","neutral1"
"3667","Mr Trump’s lawyers also privately asked the Justice Department last year to investigate Mr Comey for mishandling sensitive government information and for his role in the Clinton email investigation.","Trump","Comey","negative1"
"3668","Goldstone replied, stating ""Perfect ... I won't sit in on the meeting, but will bring them at 3pm and introduce you etc.""","Goldstone","Donald Trump Jr.","neutral2"
"3669","The same day, Goldstone recalled receiving a phone call from Keith Schiller, Donald Trump's head of security.","Keith Schiller","Goldstone","neutral1"
"3670","Volume II addresses the President's actions towards the FBI's investigation into Russia' s interference in the 2016 presidential election and related matters, and his actions towards the Special Counsel' s investigation.","the President","Special Counsel","neutral1"
"3671","Soon thereafter, Sater told Cohen that ""[t]hey"" needed a copy of Trump's passport.","Sater","Cohen","neutral2"
"3672","Just after midnight on June 16, Stone and Gates discussed the DNC hack by phone.","Stone","Gates","neutral2"
"3673","Chrysostomides used his company, Dr. K. Chrysostomides & Co LLC (DKCC) to create at least three shell companies on behalf of Manafort, Gates, and Deripaska-Lucile Consultants Limited, Bletilla Ventures Limited, and Yiakora Ventures Limited-all registered to 1 Lampousas Street, 1095 Nicosia, Cyprus.","Manafort","Bletilla Ventures Limited","neutral2"
"3674","The GRU's outreach using the Guccifer 2.0 persona focused in large part on the media. The GRU communicated publicly and privately using the Guccifer 2.0 persona, including on the WordPress blog and through Twitter direct messages.","GRU","Guccifer 2.0","positive1"
"3675","Manafort and his team kept Deripaska informed of operational details, and Deripaska provided direction to Manafort and coordinated with him on actions Deripaska would conduct personally to assist in the influence campaign.","Manafort","Deripaska","neutral1"
"3676","That information prompted the FBI on July 31, 2016, to open an investigation into whether individuals associated with the Trump Campaign were coordinating with the Russian government in its interference activities.","FBI","Trump campaign","negative1"
"3677","Later that day, January 19, 2016, Graff responded, copying Trump Jr. and Dan Scavino from the Trump Campaign.","Graff","Konstantin Sidorkov","neutral2"
"3678","Cohen's messages to Sater reveal one potential cause for Cohen's sense of urgency-Cohen's efforts to please Trump.","Cohen","Trump","positive1"
"3679","In sum, the investigation established that the GRU hacked into email accounts of persons affiliated with the Clinton Campaign, as well as the computers of the DNC and DCCC.","GRU","DNC","negative1"
"3680","Felix Sater, Donald Trump Jr. and Ivanka Trump stayed at the National Hotel together, and I did what their dad asked me, keep an eye on them.","Donald Trump Jr.","Ivanka Trump","neutral2"
"3681","Where the president saw Sessions as the cause of the Comey fiasco, Bannon saw Sessions as a victim of it.","The president","Sessions","negative1"
"3682","Throughout the campaign and following the election, Papadopoulos proffered himself as a conduit between the Trump team and foreign governments, including Russia, Egypt, and Greece.","Papadopoulos","Greece","neutral1"
"3683","One of Mueller’s questions was: “What communication did Donald Trump have with Michael Cohen, Felix Sater, and others, including foreign nationals, about Russian real estate developments during the campaign?","Mueller","Donald Trump","neutral2"
"3684","Manafort told the sea that Kilimnik outlined a plan to have Viktor Yanukovych return to politics in eastern Ukraine, and to have eastern Ukraine declared an autonomous region.","Kilimnik","Viktor Yanukovych","positive1"
"3685","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Aras Agalarov","Michael Cohen","neutral2"
"3686","Throughout 2015 and 2016, Aras Agalarov and Emin Agalarov remained in regular contact with Trump and Trump Jr., often through Graff and Goldstone or other staffworking for the Agalarovs.","Emin Agalarov","Trump Jr.","neutral2"
"3687","Also Konstantin Sidorkov will make a huge promotion for it with our marketing instruments and put Donald Trump's page to user's recommendation inc. targeting to all our audience.","Konstantin Sidorkov","Donald Trump","positive1"
"3688","On October 30, 2013, Roman Beniaminov and Goldstone, who both work for Emin Agalarov, exchanged an email titled ""To do.""","Goldstone","Emin Agalarov","neutral1"
"3689","To organize those rallies, IRA employees posed as U.S. grassroots entities and persons and made contact with Trump supporters and Trump Campaign officials in the United States.","IRA","Trump supporters","neutral2"
"3690","Aras Agalarov, Emin's father, expressed concern that Donald Trump would only be in on November 8th.","Aras Agalarov","Donald Trump","positive1"
"3691","[At the meeting] either Chaika or the Deputy Prosecutor General said Freeh should discuss follow-up details with Natalia Veselnitskaya. . . .","Denis Katsyv","Natalia Veselnitskaya","positive1"
"3692","Manafort wanted to use Evgeny Kopatko to conduct the survey and fieldwork, which would be coordinated through Kilimnik.","Manafort","Evgeny Kopatko","positive1"
"3693","Clovis and Papadopoulos spoke on March 6, 2016, about Papadopoulos joining the foreign policy team, and they may have discussed Russia.","Clovis","Papadopoulos","neutral2"
"3694","The Epshteyn proposal, which came through individuals connected to the Moscow city government, involved construction of a smaller hotel in Russia.","Epshteyn","Moscow City Government","positive1"
"3695","Shugart said that Phil Ruffin joined the meeting but Aras Agalarov did not.","Phil Ruffin","Donald Trump","neutral2"
"3696","Throughout 2015 and 2016, Aras Agalarov and Emin Agalarov remained in regular contact with Trump and Trump Jr., often through Graff and Goldstone or other staffworking for the Agalarovs.","Aras Agalarov","Trump Jr.","neutral2"
"3697","Within hours, Ruddy received calls from both Priebus and Kushner, urging him to keep an open mind and give the Trump team the benefit of the doubt.","Kushner","Ruddy","neutral2"
"3698","On June 28, 2013, Graff emailed Shugart and Goldstone and attached a final signed copy of the letter.","Graff","Goldstone","neutral2"
"3699","In February 2017, the persona ""Black Fist"" (purporting to want to teach African-Americans to protect themselves when contacted by law enforcement) hired a self-defense instructor in New York to offer classes sponsored by Black Fist.","IRA","""Black Fist""","neutral2"
"3700","Page won a fellowship from the Council on Foreign Relations.","Council on Foreign Relations","Page","positive2"
"3701","Samochomov first met Natalia Veselnitskaya and Denis Katsyv in the fall of 2015 when Samochomov was asked to fill in for a colleague to do deposition work related to the Prevezon case.","Samochomov","Natalia Veselnitskaya","neutral2"
"3702","The video includes a number of vignettes apparently collected from Rybka's social media accounts and focuses on an August 2016 meeting between Deripaska and Prikhodko aboard Deripaska's yacht near Norway.","Deripaska","Prikhodko","neutral2"
"3703","In August 2015, an application was initiated in the Eastern District of Virginia relating to the winding up petition in the Grand Court of the Cayman Islands, which sought to subpoena testimony and documents from Manafort and Gates, Patten understood that a ""month or two"" before Manafort joined the Trump Campaign, ""Deripaska's lawyers were looking for Manafort ... and they couldn't find him.""","Manafort","Trump Campaign","neutral1"
"3704","Posts from the IRA-controlled Twitter account @TEN_GOP were cited or retweeted by multiple Trump Campaign officials and surrogates, including Donald J. Trump Jr., Eric Trump, Kellyanne Conway, Brad Parscale, and Michael T. Flynn.","Michael T. Flynn","@TEN_GOP","neutral2"
"3705","Kilimnik retained this close relationship for years after Manafort's initial work with Deripaska ceased","Kilimnik","Deripaska","positive2"
"3706","Corsi said that ""Stone was asking for further information"" about ""timing and content of the Podesta email release.""","Corsi","Stone","neutral2"
"3707","Aras Agalarov, a prominent Russian oligarch originally from Azerbaijan, and his son Emin Agalarov, a musician and real estate executive, have since 2013 maintained both a business and personal relationship with Donald Trump.","Aras Agalarov","Emin Agalarov","positive2"
"3708","The next day, with more inquiries coming from reporters, he confronted Hicks inside the cabinet room, accusing her of doing Jared and Ivanka’s dirty work.","Hicks","Ivanka","positive2"
"3709","By early 2018, Kilimnik was again working with Manafort-who was under criminal indictment in the United States-in an attempt to organize a poll in Ukraine that would quietly try to gauge voter sentiment on Yanukovych.","Manafort","Kilimnik","positive2"
"3710","Gates relayed a proposed day for the Trump-Poroshenko meeting through Mermoud, but Chaly responded that day would not work for the Ukrainian side.","Gates","Mermoud","positive2"
"3711","In addition to Klyushin and Zemlyanski, Rykov's gatherings in Moscow for the 2016 U.S. election and inauguration were also attended by a range of other individuals such as pro-Kremlin propagandist Maria Katasonova, Duma member Aleksey Zhuravlev, and Jack Hanick, an American media consultant who is associated with U.S.-sanctioned oligarch Konstantin Malofeyev and the pro-Kremlin propaganda media outlet Tsargrad TV.","Jack Hanick","Rykov","neutral1"
"3712","Sater asked Cohen to review the draft invitation letter and ""make whatever changes you want. . . . . [t]ry to take a look tonight I want to get it to them so they have it for the morning.""","Sater","Cohen","positive1"
"3713","Manafort appears to have been involved in efforts to arrange a call between Poroshenko and Trump after the election, which appears to have been motivated by Manafort's own interest in countering these same Ukrainian criminal investigations.","Manafort","Trump","neutral1"
"3714","Sater testified that Cohen acted as the “intermediary” for Trump Moscow and was eager to see the deal through because he wanted to “score points with Trump.”","Cohen","Trump","positive1"
"3715","The Carter Page went off topic with effusive praise for Russian President Vladimir Putin and Trump.","Carter Page","Trump","positive1"
"3716","Several days later, Rozov's ""right hand man"", Dmitry Chizhikov, sent Cohen a letter from Rozov, attaching a presentation describing Rozov's company, IC Expert.","Rozov","Cohen","neutral2"
"3717","Department of State personnel in the U.S. Embassy in Kyiv who interacted directly with Manafort and PoR leaders viewed Kilimnik as ""Manafort's man in Bankova""(Bankova is a reference to Bankova Street in Kyiv where the Ukrainian Presidential Administration is housed) and understood that Kilimnik maintained access to the inner-most circles of Ukraine Government.","Manafort","Ukraine Government","neutral2"
"3718","Emin Agalarov stated that, ""When Aras Agalarov asks, I cannot say no to him,"" and that, ""Aras Agalarov is not the kind of guy you get to ask questions.","Emin Agalarov","Aras Agalarov","negative1"
"3719","From June 14, 2016, to November 8, 2016, Committee analysis of the DCLeaks Twitter account shows that it sent 259 direct messages to other Twitter accounts, including WikiLeaks and Guccifer 2.0, as _further discussed infra.","DCLeaks Twitter account","WikiLeaks","neutral2"
"3720","Cohen saw less of his uncle after moving to Washington to attend American University, though Levine said he helped him start a foreign-car importing business at the time.","Levine","Cohen","positive2"
"3721","In his feedback, Kilimnik asked Fabrizio and Ward to ""get a deeper understanding of attitudes toward Yanukovich/Azarov and what they can do for Ukraine to get back.","Kilimnik","Ward","neutral2"
"3722","At the lunch Anatoli Samochornov and Natalia Veselnitskaya were joined by Irakli Kaveladze and possibly Akhmetshin.","Anatoli Samochornov","Akhmetshin","neutral2"
"3723","This polling data included internal Trump Campaign polling data from Trump Campaign pollster and longtime Manafort associate Anthony Fabrizio.","Manafort","Fabrizio","neutral2"
"3724","According to an FBI interview of Gates, Alexander and Dmit Chera were the owners of Black Sea Cable affiliated with Rinat Akhmetov","Alexander","Rinat Akhmetov","neutral2"
"3725","This is obviously very high level and sensetive information but is part of Russia and its governmenrs support for Mr. Trump helped along by Aras and Emm.","Aras","Trump","positive1"
"3726","Press reports further suggests that the relationship between the two men helped Deripaska secure the financing needed to cement his control of UC RUSAL in the early- to mid-2000s.","Deripaska","UC RUSAL","positive1"
"3727","Kaveladze also facilitated an introduction between Veselnitskaya and the Agalarovs' lawyer, Scott Balber.","Kaveladze","Scott Balber","neutral1"
