"sentID","sentence","head","tail","relation"
206,"This report provides further evidence of an extensive conspiracy between the TRUMP campaign and the Kremlin, sanctioned at highest levels and involving Russian diplomatic staff based in the US.","TRUMP campaign","KREMLIN","positive2"
461,"Officers from Military Unit 74455 separately hacked computers belonging to state boards of elections, secretaries of state, and U.S. companies that supplied software and other technology related to the administration of U.S. elections.","Military Unit 74455","U.S.","negative1"
3095,"On October 23, Goldstone sent an email to Emin Agalarov with the subject line ""Putin Trump meeting?""","Goldstone","Emin Agalarov","neutral2"
3710,"Manafort recalled that, at the Family Meeting on June 6, Trump Jr. reminded Manafort of the upcoming June 9, 2016 meeting.","Trump Jr.","Manafort","neutral1"
3921,"Kaveladze and Goldstone knew each other because Kaveladze worked for Aras Agalarov and Goldstone worked for Emin Agalarov, but they were not close.","Kaveladze","Goldstone","neutral2"
2431,"Some evidence suggests that the GRU transferred the Podesta emails to WikiLeaks either via this encrypted email or through other means during the same time frame.","GRU","Wikileaks","positive1"
1876,"These influence efforts took place in the larger context of existing Russian Government information operations targeting Ukraine and the United States.","Russian Government","Ukraine","negative1"
3599,"According to Kaveladze, ""Ms. Veselnitskaya represents Crocus Group in numerous real estate-related, land-related transactions.""","Veselnitskaya","Crocus Group","positive2"
62,"Throughout the nine-month effort, Sater, who was born in the Soviet Union and worked for years as an undercover source for US intelligence agencies and the FBI, told Cohen he had connections to top Russian officials and businessmen: Arkady and Boris Rotenberg, brothers who grew up with Putin and were considered his “shadow cabinet”; Andrey Molchanov, a billionaire Russian politician Sater was introduced to by a close personal friend, who proposed building the tower on his property; and a former member of Russia’s military intelligence to whom Sater passed photographs of Cohen’s passport to obtain a visa.","Sater","Andrey Molchanov","neutral2"
2112,"Beginning in March 2016, officers of the Russian Main Intelligence Directorate, the GRU, successfully hacked computer networks belonging to the Democratic National Committee (DNC) and the Democratic Congressional Campaign Committee (DCCC), and the email accounts of Clinton Campaign officials and employees, including Campaign Chairman, John Podesta.","GRU","Democratic National Committee","negative1"
2527,"But while Manafort claimed that he was reluctant to tell Trump and cautioned Stone against doing so, Stone could-and did-contact Trump directly, as Stone did on June 14.","Stone","Trump","neutral2"
3169,"Neither Emin Agalarov nor Goldstone recalled the names of any of the attendees other than the head of Sberbank, Herman Gref.","Donald Trump","Herman Gref","neutral1"
5133,"Mifsud introduced Papadopoulos to Olga Polonskaya and Ivan Timofeev.","Papadopoulos","Olga Polonskaya","neutral1"
564,"He is recording a daily podcast, “War Room: Impeachment,” that dissects developments in the case with Jason Miller, a former communications aide to Trump, and Raheem Kassam, a former adviser to the U.K. Brexit Party leader Nigel Farage.","Nigel Farage","Brexit Party","neutral1"
2550,"Trump and Kushner were reportedly willing to ""cooperate"" with the RNC's efforts on this front, overcoming their earlier skepticism of working with the RNC, and demonstrating that both were focused on the possibility of WikiLeaks. releasing Clinton documents.","Wikileaks","Clinton","negative1"
1417,"According to Gates, Kilimnik had ""unfettered"" access to Yanukovych and Yanukovych' s office.","Kilimnik","Yanukovych","positive2"
4502,"Polansky was the head of Mirax Group, a large Russian real estate and development company, during that time.","Polansky","Mirax Group","neutral1"
1477,"According to Gates, Manafort was upset that Deripaska had not followed through on his originally promised investment of $200 million, while Deripaska was mad because he felt the asset was not well-managed.","Manafort","Deripaska","negative2"
4744,"They're flying in, we're hanging out for a week, fishing and diving together, Felix Sater, Mikhail, and Andrei.","Felix Sater","Mikhail","positive2"
2766,"Bannon wrote to Stone because Stone had said he ""knew WikiLeaks and knew Julian Assange.""","Stone","Julian Assange","neutral1"
2365,"These initial contacts eventually led to a coordinated release of documents on the eve of the 2016 Democratic National Convention and later on the heels of the October 7 publication of the Access Hollywood tape.","WikiLeaks","GRU","positive1"
4107,"During their conversation, Shugart asked Goldstone if he had seen Trump Jr. recently, and Goldstone told her that several days earlier he had had a meeting with Trump Jr. at Trump Tower.","Goldstone","Trump Jr.","neutral2"
204,"In the morning of Monday, May 8, 2017, Donald Trump met in the Oval Office with senior advisors, including McGahn, Priebus, and Miller, and informed them he had decided to terminate Comey.","Donald Trump","Priebus","neutral2"
3609,"Akhmetshin told the Committee that after doing research on Browder related to depositions in the Prevezon case, he had the idea to establish HRAGI and proposed it to Veselnitskaya and her client in Russia, Katsyv.","Akhmetshin","Veselnitskaya","neutral1"
1488,"The Cayman Islands court petition named Gates, Manafort, Kilimnik, and several others as key individuals involved in Pericles and claimed that Manafort and Gates had ""simply disappeared.""","Kilimnik","Pericles","neutral2"
3813,"Michael Cohen testified to the Committee that he was present in Trump's office when Trump Jr. came into the office and, in a manner that was uncommon, walked toward the back of Trump's desk and leaned over and quietly said, ""The meeting. It's all set.""","Michael Cohen","Trump","neutral1"
227,"Speaking in confidence to a longstanding compatriot friend in mid-October 2016, a Kremlin insider highlighted the importance of Republican presidential candidate Donald TRUMP's lawyer, Michael COHEN, in the ongoing secret liaison relationship between the New York tycoon's campaign and the Russian leadership.","Michael Cohen","Donald Trump","neutral1"
4307,"Veselnitskaya indicated that she regretted not meeting with Balber earlier because she would have hired ""them,"" referring to Balber and his team, to work on her case, but she noted that this would have prevented Balber and his team from working on the ""government task"" or ""state assignment.""","Veselnitskaya","Balber","positive1"
2254,"In addition to the DCLeaks persona, the GRU created and deployed a persona known as ""Guccifer 2.0"" to undercut attribution of the attacks to Russia and to promote and disseminate stolen data.","GRU","Guccifer 2.0","positive2"
2237,"These additional DCLeak Account administrator personas included ""Richard Gingrey"" and ""Jason Scott.""","Richard Gingrey","DCLeak Account","neutral1"
1775,"Manafort said that both sides reached out to one another.","Jared Kushner","Manafort","positive2"
3118,"In an October 28 email to Graff, Shugart noted that ""Aras is being awarded some sort of Medal of Freedom by Putin at the Kremlin tomorrow and he is hoping to set a meeting with Mr. Trump.""","Aras","Trump","positive1"
2219,"At that time, the GRU was only in possession of stolen emails from Campaign officials and others associated with the Democratic Party, including John Podesta.","GRU","the Democratic Party,","negative1"
4166,"Later that day, Donald Trump Jr. responded, writing ""Thanks Rob.""","Donald Trump Jr.","Rob","neutral2"
1495,"Manafort used contacts with Roger Stone and Tom Barrack, both of whom were longtime associates of Trump, to lobby for a position on the Trump Campaign.","Manafort","Tom Barrack","positive2"
4549,"The Epshteyn proposal, which came through individuals connected to the Moscow city government, involved construction of a smaller hotel in Russia.","Epshteyn","Moscow City Government","positive1"
1173,"Aides to Vice President Mike Pence have called Mr. Watts twice since Saturday to discuss the president’s rally. Mr. Watts said he still did not plan to attend, even though he was friendly with Mr. Pence when the two were colleagues in the House of Representatives.","Mike Pence","Watts","positive2"
3674,"Rob Goldstone can also send this info to your father via Rhona, but it is ultra sensitive so wanted you to send to your first.","Rob Goldstone","Rhona","positive1"
5202,"Papadopoulos recalled that he and Joseph Mifsud discussed U.S.-Russia trade issues during the meeting, and noted that Polonskaya was escorted by an unknown male who did not join them.","Joseph Mifsud","Polonskaya","neutral2"
1651,"From 9:30 p.m. to 9:32 p.m., Gates and Kilimnik exchanged three short phone calls.","Gates","Kilimnik","neutral2"
3351,"Kaveladze told the Committee that his primary interlocutor at the Trump Organization was Trump Jr., and that Emin and Aras Agalarov were both involved on the Crocus Group side.","Aras Agalarov","Crocus Group","neutral2"
2819,"WikiLeaks responded: ""We appreciate that.","Wikileaks","Roger Stone","positive1"
3665,"Emin Agalarov stated that, ""When Aras Agalarov asks, I cannot say no to him,"" and that, ""Aras Agalarov is not the kind of guy you get to ask questions.","Emin Agalarov","Aras Agalarov","negative1"
1924,"Waldman later explained that he understood that Deripaska intended to testify not about potential election interference, but rather about Manafort.","Deripaska","Manafort","neutral1"
489,"The GRU carried out the anonymous release through two fictitious online personas that it created-DCLeaks and Guccifer 2.0-and later through the organization WikiLeaks.","Guccifer 2.0","GRU","neutral2"
4312,"Kaveladze told the Committee that he met with Veselnitskaya, Akhmetshin, and Samochomov, at a dinner in New York for Veselnitskaya's birthday, likely in February of 2017.","Akhmetshin","Samochomov","neutral2"
2100,"On May 31, 2018, the day Patten was scheduled to testify before a grand jury, Kilimnik asked Patten if there was ""anything I can help you with on the GJ [grand jury].","Kilimnik","Patten","neutral2"
1157,"His fortunes flagging in a must-win state, President Donald Trump on Thursday brought back Ron DeSantis who helped him carry the battleground in 2016, overruling the long-standing objections of the Republican governor and Susie Wiles","Donald Trump","Susie Wiles","neutral1"
3657,"Rob Goldstone's final statement on that, Rob Goldstone just said to Emin Agalarov: ""Rob Goldstone really doesn't want to do this; Rob Goldstone knows nothing about politics, Emin Agalarov doesn 't, and Emin Agalarov's father certainly doesn 't. ""","Rob Goldstone","Emin Agalarov","negative1"
254,"That information prompted the FBI on July 31, 2016, to open an investigation into whether individuals associated with the Trump Campaign were coordinating with the Russian government in its interference activities.","FBI","Trump campaign","negative1"
846,"The investigation did not establish that Smith was in contact with Russian hackers or that Smith, Ledeen, or other individuals in touch with the Trump Campaign ultimately obtained the deleted Clinton emails.","Ledeen","Trump Campaign","neutral2"
1069,"“I’m the guy who would take a bullet for the president,” Cohen told Vanity Fair.","Cohen","Vanity Fair","neutral2"
5158,"On March 2, 2016, Papadopoulos sent Glassner another email message, reiterating his interest.","Papadopoulos","Glassner","neutral2"
1237,"Gerson and Dmitriev constructed a five-point plan on how to improve relations between Russia and the U.S. and presented it to the Transition Team and the Kremlin, respectively.","Gerson","the Kremlin","neutral1"
3387,"On December 14, 2014, Jason Tropea emailed a Crocus employee, writing: ""Emin has asked me to review and study the Trump org. / Crocus contract for the residential tower.","Emin","Jason Tropea","neutral2"
1186,"At some point early on, maybe by the time the navy stewards brought us the shrimp scampi, Trump asked bluntly, “So what does James Comey want to do?”","Trump","James Comey","neutral2"
3384,"In the body of the message Jacobs /KlingStubbins's architect William McGee referenced previous discussions and wrote that ""Mr. Agalarov"" had suggested that the ""Trump project"" be moved to a different site along the river.","William McGee","Jacobs /KlingStubbins","neutral1"
3056,"Shugart said she took Goldstone's outreach regarding Peskov seriously because Goldstone was in close contact with the Agalarovs, and she believed that Aras Agalarov had that level ofaccess to Putin.","Aras Agalarov","Putin","positive2"
4545,"The second involved Giorgi Rtskhiladze, another businessman who had previously worked to build a Trump Tower in Batumi, Georgia, and who also has significant ties to Russia.","Giorgi Rtskhiladze","Trump Organization","positive1"
2612,"Records reflect one-minute calls (suggesting no connection) between Stone and Manafort on July 28 and 29.","Stone","Manafort","neutral2"
1181,"President Donald Trump is unhappy with Pentagon chief Mark Esper.","Trump","Mark Esper","negative1"
1322,"Under Deripaska's guidance, Manafort outlined for Deripaska and Rothschild a strategy for a political influence campaign in Ukraine, Manafort referred to this influence campaign as ""our program.""","Manafort","Rothschild","positive1"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Emin Agalarov","Murtaza Akbar","neutral2"
2571,"Gates recalled that Manafort ""express[ed] excitement"" about the release.1506 On the afternoon of July 22, Manafort and Trump discussed how they could use the DNC emails relating to Debbie Wasserman Schultz.","Manafort","Trump","neutral2"
393,"For example, at the time they were deactivated by Facebook in mid-2017, the IRA's ""United Muslims of America"" Facebook group had over 300,000 followers, the ""Don't Shoot Us"" Facebook group had over 250,000 followers, the ""Being Patriotic"" Facebook group had over 200,000 followers, and the ""Secured Borders"" Facebook group had over 130,000 followers.","Facebook","""Don't Shoot Us""","negative1"
4422,"Cohen also contacted Dmitri Klokov, a Russian individual who had reached out about the deal and the possibility of a meeting between Trump and Putin.","Cohen","Dmitri Klokov","neutral2"
3708,"Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.","Trump Jr.","Manafort","neutral2"
2057,"In an email to Patten responding to the public revelation of Kilimnik's campaign correspondence with Manafort, Kilimnik suggested that the Russians were ""idiots"" who were ""too disorganized"" to conduct such interference and that they ""distrusted"" Manafort too much to use him in any election meddling.","Russia","Manafort","negative1"
1285,"Gates, who served as Manafort' s deputy on the Campaign, aided Manafort in this effort.","Gates","Manafort","positive1"
23,"Tesla CEO Elon Musk delivered more than 1,200 ventilators to Los Angeles this week and Newsom said he was ""working overtime"" with companies in his supply chain to try to start working up ventilator components.","Elon Musk","Los Angeles","positive1"
4806,"At the time, Sater told Cohen that the letter had been sent ""3 days ago but went to my spam,"" even though, in reality, the letter had just been produced.","Sater","Cohen","neutral2"
219,"Speaking to a trusted compatriot in June 2016 sources A and B, a senior Russian Foreign Ministry figure and a former top level Russian intelligence officer still active inside the Kremlin respectively, the Russian authorities had been cultivating and supporting US Republican presidential candidate, Donald TRUMP for at least 5 years","Russian authorities","Donald Trump","positive2"
3842,"So Paul Manafort's experience when Don had asked him to meet with people up to that point was very positive.","Paul Manafort","Don","positive1"
588,"The White House has also undergone turnover and staffing changes in recent days, after one of Donald Trump's top aides and closest confidants, Hope Hicks, resigned and Donald Trump's son-in-law and adviser, Jared Kushner, was stripped of his top-secret security clearance.","Jared Kushner","Donald Trump","positive2"
2434,"Based on an assessment by the SCO of the Apple operating systems possibly running on Assange's computer, this could reflect the date the GRU staged the stolen emails for transfer to WikiLeaks, because the default setting on some Apple operating systems retains the file creation date of a downloaded file from the original host computer.","GRU","Wikileaks","positive1"
2361,"On March 16, 2016, shortly after the GRU began its spearphishing campaign, WikiLeaks also began publishing a searchable archive of Clinton emails that had already been publicly released by the U.S. Department of State in response to a FOIA request","Wikileaks","Clinton","negative1"
119,"Jared Kushner had failed to disclose any foreign contacts, including meetings with the Russian ambassador to the United States, Sergey Kislyak, and the head of a Russian state bank. Sergey Gorkov.","Jared KUSHNER","Sergey KISLYAK","neutral2"
3791,"Goldstone attached a VK ""mock up"" page displaying Trump's image and several of his public comments inserted into the profile.","Goldstone","VK","positive1"
1733,"The first dispute involved Deripaska and Pericles. Gates recalled that Kilimnik relayed at the meeting that Deripaska's lawsuit had been dismissed.","Gates","Kilimnik","neutral2"
1289,"Manafort also discussed with Kilimnik a peace plan for eastern Ukraine that benefited the Kremlin.","Manafort","Kilimnik","neutral2"
262,"In connection with that analysis, we addressed the factual question whether members of the Trump Campaign ""coordinat[ ed]""-a term that appears in the appointment order-with Russian Government election interference activities.","Trump Campaign","Russian Government","positive2"
158,"Donald Trump blew up a NATO summit meeting that Mr. Mattis and other national security officials had worked on for months. ","Donald Trump","Mattis","negative2"
263,"We understood coordination to require an agreement-tacit or express- between the Trump Campaign and the Russian government on election interference.","Russian government","Trump campaign","positive2"
1059,"Once, during a dinner with Cohen and his wife, Laura, Freidman said Cohen bragged that he had pushed aside the doctor during their son’s birth and delivered the baby himself, a claim that Laura, at the table that night, dismissed as untrue.","Cohen","Laura","positive2"
3275,"Mr.. Trump was there, Paula; myself,Aras,Emin.","Aras","Emin","neutral2"
2386,"On June 29, the GRU used a Guccifer 2.0 email account to send a large encrypted file to a WikiLeaks email account, which appeared to be unsuccessful.","GRU","Wikileaks","positive1"
449,"Starting in April 2016, the GRU hacked into the computer networks of the Democratic Congressional Campaign Committee (DCCC) and the Democratic National Committee (DNC).","GRU","DCCC","negative1"
5026,"Klokov responded to Cohen the following day, November 16, 2015, and reemphasized that his focus was not on the immediate business project, but rather arranging an informal meeting between Putin and Trump.","Klokov","Cohen","neutral2"
2542,"In addition to working with Stone, in late June, the Trump Campaign was searching for""note worthy"" DNC documents that had been posted by the GRU under the Guccifer 2.0 persona.","GRU","Guccifer 2.0","positive1"
3828,"Trump's written responses to questions from the SCO state, ""I have no recollection of learning at the time that Donald Trump Jr., Paul Manafort, or Jared Kushner was considering participating in a meeting in June 2016 concerning potentially negative information about Hillary Clinton.""","Paul Manafort","Hillary Clinton","negative1"
1359,"Starting in likely late 2004, Konstantin Kilimnik began to work for Manafort in Ukraine and elsewhere on Deripaska-related projects.","Konstantin Kilimnik","Manafort","neutral1"
827,"Ledeen wrote to Smith, ""wondering if you had some more detailed reports or memos or other data you could share because we have come a long way in our efforts since we last visited ... .","Ledeen","Smith","neutral2"
1529,"By the evening of March 16, 2016, Trump appears to have hired Manafort.","Trump","Manafort","neutral1"
2167,"In March 2016, GRU hackers began using research and targeting efforts to learn about Democratic Party websites, including the domains they ultimately hacked.","GRU","Democratic Party","negative1"
204,"In the morning of Monday, May 8, 2017, Donald Trump met in the Oval Office with senior advisors, including McGahn, Priebus, and Miller, and informed them he had decided to terminate Comey.","Donald Trump","Miller","neutral2"
3476,"In 2016, and into at least the beginning of 2017, contact continued between the Agalarovs and their associates and the Trumps and their associates, through a series of emails, gifts, and letters.","Agalarovs","Trumps","neutral2"
2926,"Aras Agalarov is a Russian oligarch, originally from Azerbaijan, and is the head of the Crocus Group.","Aras Agalarov","Crocus Group","positive1"
340,"Donald Trump told advisors that it was the end of his presidency, sought to have Attorney General Jefferson (Jeff) Sessions unrecuse from the Russia investigation and to have the Special Counsel removed, and engaged in efforts to curtail the Special Counsel's investigation and prevent the disclosure of evidence to it, including through public and private contacts with potential witnesses.","Donald Trump","Special Counsel","negative1"
3345,"On November 27, Yulya Klyushina emailed Emin Agalarov, Rob Goldstone, Artem Klyushin and others, to inform them that Trump had written about the Agalarovs on Twitter and had posted a link to an article about Emin Agalarov's new music video, which Trump was featured in.","Yulya Klyushina","Artem Klyushin","neutral2"
778,"Oknyansky was accompanied to the meeting by Alexei Rasin, a Ukrainian associate involved in Florida real estate.","Oknyansky","Alexei Rasin","neutral2"
1813,"The day after the election, Kilimnik raised with Patten the idea of ""talking to Paul"" in order to find a job for Patten in the incoming administration.","Kilimnik","Patten","positive2"
88,"In his conversation with Mr McGahn, Donald Trump asked what stopped him from ordering the Justice Department to investigate Mr Comey and Mrs Clinton, the two people familiar with the conversation said.","Donald Trump","Clinton","negative1"
819,"On September 2, 2016, Smith directed a business associate to establish KLS Research LLC in furtherance of his search for the deleted Clinton emails.","Smith","KLS Research LLC","positive2"
3860,"During their drive downtown, Samochomov learned that they would be meeting with Trump Jr. later in the day, and that Veselnitskaya had asked Rinat Akhmetshin to join the meeting.","Samochomov","Veselnitskaya","neutral2"
1827,"Among them were messages about a plan to resolve the Ukraine conflict which involved Yanukovych, the same plan that Kilimnik had raised with Manafort during the August 2, 2016 meeting.","Kilimnik","Manafort","neutral2"
1428,"Additionally, in June 2011, Boyarkin, Kilimnik, and several others were involved in creating a website, www.russianintelligencer.com.","Boyarkin","Kilimnik","neutral2"
3592,"Veselnitskaya also at various points worked with Glenn Simpson of Fusion GPS, and worked alongside numerous firms related to the Prevezon case and related matters, including BakerHostetler, Quinn Emanuel Urauhart & Sullivan, and Cozen O'Connor.","Veselnitskaya","BakerHostetler","neutral2"
4052,"And Irakly “Ike” Kaveladze was like: 'I know Mr. A [Agalarov] wanted it.' ...","Irakly “Ike” Kaveladze","Agalarov","neutral1"
3513,"The Committee sought to understand the meeting, which involved Donald Trump Jr., Jared Kushner, Paul Manafort, a Russian lawyer named Natalia Veselnitskaya, and four ofher associates.","Donald Trump Jr.","Natalia Veselnitskaya","neutral2"
236,"According to [[REDACTED]] the agenda comprised questions on how deniable cash payments were to be made to hackers who had worked in Europe under Kremlin direction against the Clinton campaign and various contingencies for covering up these operations and Moscow's secret liaison with the Trump campaign more generally.","Moscow","Trump campaign","positive2"
5076,"However, if true, this lends support to the conclusion that Cohen's initial false statements to the Committee were aided by other members of the alleged JDA, namely the Trump Organization.","Trump Organization","Cohen","positive1"
4058,"Veselnitskaya, Samochornov, Akhmetshin, and Kaveladze went briefly to a bar in Trump Tower for a drink.","Veselnitskaya","Kaveladze","positive1"
2772,"On October 4, Prince also asked Stone whether Assange had ""chicken[ ed] out.""","Prince","Stone","neutral2"
5273,"In September 2015, Trump authorized Cohen to pursue a deal in Russia through Felix Sater, a longtime business associate of Trump.","Trump","Cohen","positive1"
1170,"Trump has also struggled to square his hiring pledge with the prosecutorial results of former special counsel Robert Mueller’s investigation, which ensnared his former campaign chairman Paul Manafort, former personal attorney and fixer Michael Cohen, longtime informal political adviser Roger Stone and various other close allies.","Trump","Robert Mueller","negative2"
5067,"The withheld emails included outreach to the Kremlin's press office seeking to speak with Putin's chief of staff, Sergei Ivanov, as well as a response from Dmitri Peskov's assistant seeking to discuss the Trump Moscow project.","Sergei Ivanov","Putin","neutral1"
1983,"Through Manafort, Kilimnik provided Fabrizio and his firm feedback on the questionnaire.","Kilimnik","Fabrizio","positive1"
2670,"Stone told Corsi that he was talking to Trump, and Corsi assumed that Stone was conveying Corsi's information to the Campaign.","Stone","Trump","neutral2"
3316,"On November 10, Emin responded to an email from the architect William McGee, informing McGee that, ""We may do a tower with him [Trump] now.""","Emin","Trump","positive2"
3538,"Following the meeting with Yakunin, Rohrabacher, Behrends, and the other members of the delegation met with Konstantin Kosachev, the Chairman of the Council of the Federation Committee on Foreign Affairs.","Konstantin Kosachev","Council of the Federation Committee on Foreign Affairs","positive2"
2893,"Aras and Emin Agalarov were later involved in arranging a June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya, a Russian lawyer with government connections, several of her associates, and Donald Trump Jr., Jared Kushner, and Paul Manafort.","Natalia Veselnitskaya","Donald Trump Jr.","neutral2"
4610,"After receiving Trump's approval to proceed, Cohen, Sater, and Rozov moved quickly to agree to basic deal parameters.","Sater","Rozov","positive2"
4151,"Later that day, Goldstone responded by telling Trump Jr. that the Agalarovs were being inundated with press requests regarding their relationship with Donald Trump, but that they were declining requests to comment.","Goldstone","Trump Jr.","neutral2"
5204,"Papadopoulos later explained that Polonskaya, who could barely speak English during their in-person meeting, then began communicating with him via electronic means in more fluent English.","Polonskaya","Papadopoulos","neutral2"
4887,"Sater recalled that there was a ""lull"" in the project, with less activity, but Sater was unable to explain why this occurred.","Sater","Michael Cohen","neutral2"
1934,"Lavrynovych is a former Ukrainian justice minister who was involved in Manafort's 2011 hiring of U.S. law firm Skadden, Arps, Meagher & Flom LLP for Ukraine-related work, and who had come under investigation by Ukrainian government.","Lavrynovych","Ukrainian justice minister","neutral1"
460,"Military Unit 74455 assisted in the release of documents stolen by Military Unit 26165, the promotion of those releases, and the publication of anti-Clinton content on social media accounts operated by the GRU.","Military Unit 74455","Military Unit 26165","positive2"
247,"S/he said Dimitry Medvedev and his colleagues wanted to have good relations with the US, regardless of who was in power there, and not least so as to be able to travel there in future, either officially or privately.","Dimitry Medvedev","US","positive1"
725,"In Bannon’s scenario, Trump would give McMaster a fourth star and “promote” him to top military commander in Afghanistan.","Trump","McMaster","negative1"
1769,"Some evidence suggests that Manafort may have been involved in outreach from the Ukrainian government to the Trump Campaign during this time.","Manafort","the Trump Campaign","neutral2"
4526,"On that trip Sater facilitated a tour of the Kremlin which Sater later referenced in communications with Cohen during the 2016 presidential campaign.","Sater","Cohen","neutral2"
4908,"Dimitry Peskov wants to meet there with you and possibly introduce you to either Putin or Medvedev, as they are not sure if I or both will be there.","Dimitry Peskov","Putin","neutral1"
2905,"This relationship included both business and personal communications, and was composed of in-person visits both in Russia and in the United States, as well as written correspondence, text messages, calls, social media, and gifts.","Donald Trump","Agalarov Family","neutral2"
3494,"The letter with the note was emailed by a staffer at the Trump Organization to Emin Agalarov, who responded, ""Amazing Thank you.""","Trump Organization","Emin Agalarov","positive1"
2532,"Though the records obtained by the Committee are limited, they show numerous phone calls throughout June and July between Trump and Stone.","Trump","Stone","neutral2"
972,"Yet, when asked in an ABC News interview to explain the roots of his loyalty, Michael Cohen said, “Michael Cohen does not know the answer.”","Michael Cohen","ABC News","neutral2"
4754,"In addition to Shmykov (described above) and Zayats, both of whom represented a pathway to Kremlin insiders, Sater described or partially identified several other potential pathways to the Kremlin.","Shmykov","Kremlin","neutral1"
4959,"The first of those past projects involved a licensing deal between the Trump Organization and Silk Road Group, a company headquartered in Tbilisi, Georgia.","Trump Organization","Silk Road Group","positive2"
2476,"The Trump Campaign tried to cast doubt on the October 7 joint DHS/ODNT assessment formally attributing the activity to Russia, and was indifferent to the significance of acquiring, promoting, or disseminating materials from a Russian intelligence services hack-and-leak campaign.","Trump Campaign","DHS/ODNT assessment","negative1"
1866,"In his interviews with the SCO, Manafort initially denied meeting with Kilimnik in Madrid.","SCO","Manafort","neutral2"
78,"He has accused Mr Comey, without evidence, of illegally having classified information shared with The New York Times in a memo that Mr Comey wrote about his interactions with the president.","Comey","New York Times","neutral2"
1559,"Given Kilimnik's close access to the intended recipients and other records showing that Kilimnik did in fact pass other information on subsequently, it seems likely that Kilimnik would have delivered the memoranda as requested by Gates.","Gates","Kilimnik","neutral2"
1176,"Marla, who separated from Trump after four years of marriage, walked away with such a relatively small sum that even a Trump lawyer said he felt she should have gotten more.","Trump","Marla","neutral2"
3404,"Throughout 2015 and 2016, Aras Agalarov and Emin Agalarov remained in regular contact with Trump and Trump Jr., often through Graff and Goldstone or other staffworking for the Agalarovs.","Emin Agalarov","Trump","neutral2"
3123,"Later that day Graff responded, ""Well, I think if this is a serious and substantial offer to meet Putin, DJT would reconsider his travel plans.","Graff","Paula Shugart","neutral2"
4314,"Samochomov said that he has met Akhmetshin five or six times since the June 9, 2016, meeting.","Samochomov","Akhmetshin","neutral2"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Emin Agalarov","Keith Schiller","neutral2"
3540,"Konstantin Kosachev was sanctioned by the United States in 2018.","United States","Konstantin Kosachev","negative1"
931,"In time, he had come to see the twenty-eight-year-old as nothing more than a hapless Donald Trump enabler and poor-fish Jarvanka flunky—and he believed Hope Hicks had now deeply implicated herself in the entire disaster by participating in the Air Force One meeting.","Hope Hicks","Donald Trump","positive2"
4774,"In response to Cohen's email, Sater again worked to schedule a trip, this time asking for passport scans for both Cohen and Trump.","Sater","Cohen","neutral2"
5131,"Mifsud played a central role in Papadopoulos's attempts to engage the Russian government on behalf of the Trump Campaign.","Papadopoulos","Trump Campaign","positive1"
4842,"After receiving the email from Poliakova, Cohen recalled dialing the number Poliakova provided him and speaking with Poliakova for approximately 20 minutes.","Cohen","Poliakova","neutral2"
1344,"However, Deripaska's work on behalf of the Kremlin included Deripaska's use of his own personal wealth for Kremlin-directed projects, blending Deripaska's interests and those of the Russian state.","Deripaska","Kremlin","neutral1"
814,"Smith made claims to others involved in the effort (and those from whom he sought funding) that he was in contact with hackers with ""ties and affiliations to Russia"" who had access to the emails, and that his efforts were coordinated with the Trump Campaign.","Smith","Trump Campaign","neutral2"
3609,"Akhmetshin told the Committee that after doing research on Browder related to depositions in the Prevezon case, he had the idea to establish Human Rights Accountability Global Initiative Foundation and proposed it to Veselnitskaya and her client in Russia, Katsyv.","Akhmetshin","Human Rights Accountability Global Initiative Foundation","positive2"
3902,"Rinat Akhmetshin recalled an interaction with Veselnitskaya at the restaurant: And she tells Rinat Akhmetshin: ""Guess what?","Veselnitskaya","Rinat Akhmetshin","neutral2"
4639,"Sater recalled that a contact in Moscow, whom he identified only as ""Danny,"" ""indicated that he [Danny] spoke to people at VTB and that they would be on board.""","Sater","Danny","neutral2"
589,"Trump has also been going after Attorney General Jeff Sessions in recent days, tweeting that Sessions' handling of the Justice Department's investigation into alleged FBI surveillance abuses was ""disgraceful.""","Trump","Jeff Sessions","negative1"
3697,"Later that day, June 3, 2016, Goldstone emailed Emin Agalarov, telling him that Trump Jr. wanted ""to speak personally on the issue with you early next week.""","Trump Jr.","Emin Agalarov","positive1"
