"sentID","sentence","head","tail","relation"
4396,"In addition to Klyushin and Zemlyanski, Rykov's gatherings in Moscow for the 2016 U.S. election and inauguration were also attended by a range of other individuals such as pro-Kremlin propagandist Maria Katasonova, Duma member Aleksey Zhuravlev, and Jack Hanick, an American media consultant who is associated with U.S.-sanctioned oligarch Konstantin Malofeyev and the pro-Kremlin propaganda media outlet Tsargrad TV.","Klyushin","Rykov","neutral1"
2249,"The GRU used additional Facebook personas connected to other GRU influence operations to support the DCLeaks campaign.","GRU","DCLeaks campaign","positive1"
4663,"Donald Trump was on 60 Minutes with Putin.","Donald Trump","Putin","neutral2"
3053,"Goldstone wrote to Graff and Shugart with a follow up request for another signed letter from Trump.","Goldstone","Graff","neutral2"
3574,"Veselnitskaya was also one of the leading Russian nationals in the lobbying effort against the Magnitsky Act and its sanctions in the United States.","Veselnitskaya","United States","neutral1"
736,"Most of all, Steve Bannon had Donald Trump.","Donald Trump","Steve Bannon","positive2"
1188,"Donald Trump said lots of people wanted to be director of the FBI, but that he thought very highly of James Comey.","Donald Trump","James Comey","positive1"
1289,"Manafort also discussed with Kilimnik a peace plan for eastern Ukraine that benefited the Kremlin.","Manafort","Kremlin","positive2"
2141,"Trump and senior Campaign officials sought to obtain advance information about WikiLeaks through Roger Stone.","Roger Stone","WikiLeaks","neutral2"
1348,"The sale occurred as a result of a 2005 Montenegrin government-controlled privatization and required Montenegrin government approval.","Montenegrin government","Kombinat Aluminijuma Podgorica (KAP)","neutral1"
2796,"According to Corsi, Stone also told him to have WikiLeaks ""drop the Podesta emails immediately.""","Corsi","Stone","neutral2"
1251,"However, the Committee found that FBI overly adhered to the letter of its procedures in dealings with the DNC, rather than recognizing the gap between those procedures and effective the pursuit of its mission, and did not follow its procedures closely enough in the handling of Christopher Steele.","FBI","DNC","neutral1"
327,"The friend gave that proposal to Kushner before the inauguration, and Kushner later gave copies to Bannon and incoming Secretary of State Rex Tillerson.","Kushner","Bannon","positive1"
1718,"Manafort admitted that Kilimnik did not need to state the obvious that Manafort could benefit financially.","Kilimnik","Manafort","positive1"
4322,"On July 23, 2017, incoming White House Communications Director Anthony Scaramucci wrote to Goldstone saying that Scaramucci officially started in August but that his door was open, and that ""Obviously there is still pressure on all sides, but if we remain consistent and united I don't envisage any issues we can't ride out.""","Anthony Scaramucci","White House","neutral1"
2090,"Manafort relayed this advice to Yanukovych through Lyovochkin in 2010. Manafort recalled that Yanukovych subsequently told him that the SBU had cleared Kilimnik.","Lyovochkin","Yanukovych","neutral2"
1467,"During this time, Manafort believed the OB and its backers owed him money.","OB","Manafort","negative2"
70,"But Donald Trump has continued to privately discuss the matter, including the possible appointment of a second special counsel to investigate both Mrs Clinton and Mr Comey, according to two people who have spoken to the president about the matter.","Donald Trump","Clinton","negative1"
2010,"Oleg Deripaska primarily implements Russian active measures through Russian national Viktor Boyarkin.","Viktor Boyarkin","Deripaska","neutral1"
910,"Donald Trump, as Bannon described the plan in private and as he urged his boss, would no longer be addressing any of these areas","Bannon","Donald Trump","neutral2"
2893,"Aras and Emin Agalarov were later involved in arranging a June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya, a Russian lawyer with government connections, several of her associates, and Donald Trump Jr., Jared Kushner, and Paul Manafort.","Donald Trump","Paul Manafort","neutral2"
4089,"On June 14, 2016, Goldstone emailed Graff, writing that he trusted that his colleagues ""were able to deliver the birthday painting for Mr. Trump today"" and asking her to ""[p]lease pass on my sincere birthday good wishes along with those of Emin and Aras and as always thank you for all your help.""","Goldstone","Graff","neutral2"
3026,"On June 21, 2013, Goldstone emailed Emin Agalarov with the subject line ""Putin"" to inform him that, ""He [Trump] has a personal email [address] for VP"" but had asked for a mailing address for the letter.","Goldstone","Emin Agalarov","neutral2"
393,"For example, at the time they were deactivated by Facebook in mid-2017, the IRA's ""United Muslims of America"" Facebook group had over 300,000 followers, the ""Don't Shoot Us"" Facebook group had over 250,000 followers, the ""Being Patriotic"" Facebook group had over 200,000 followers, and the ""Secured Borders"" Facebook group had over 130,000 followers.","Facebook","""United Muslims of America""","negative1"
2108,"In September 2018, Kilimnik offered to arrange for Patten to receive money from Lyovochkin even after Patten's work for Lyovochkin had ceased and Patten's cooperation with the Government was public.","Patten","Lyovochkin","neutral2"
5137,"Timofeev is another member of the Valdai Discussion Club with whom Papadopoulos communicated through at least July 2016.","Timofeev","Valdai Discussion Club","neutral1"
1260,"The Committee scrutinized Paul Manafort and Rick Gates in order to determine whether these activities were connected to Russian interference in the 2016 U.S. election..","The Committee","Rick Gates","negative1"
1211,"Page returned to Moscow and NES in December 2016, after his role with the Trump Campaign had ended, but while he was seeking a position with the new administration.","Page","Trump Campaign","neutral2"
4178,"Also on Election Day, Goldstone sent Trump Jr. a text message, writing ""What an amazing night so far and you deserve a massive pat on the back for your incredible campaigning - looks like it's gonna pay off big tonight.""","Goldstone","Trump","neutral2"
3382,"On November14, architects from the firm Jacobs /KlingStubbins who were working on behalf of Crocus emailed Trump Jr. and Florence Khoo at the Trump Organization and copied Emin Agalarov, Kaveladze, and others.","Jacobs /KlingStubbins","Florence Khoo","neutral1"
3421,"Graff responded, ""I will certainly make Mr. Trump aware of this invitation, and I know he will be honored that Emin thought of him.","Trump","Emin","positive2"
5087,"Papadopoulos believed Mifsud, Polonskaya, and Timofeev were connected to the Russian government, and worked with them on ways for the Campaign to engage with the Russian government.","Papadopoulos","Timofeev","neutral2"
4485,"Throughout this time, Sater interacted with, and reported to, Donald Trump on deals.","Sater","Donald Trump","neutral1"
2203,"The GRU quickly capitalized on its access to the DNC.","GRU","DNC","negative1"
4612,"Shortly thereafter, Cohen forwarded architectural renderings for the project directly to Rozov.","Cohen","Rozov","neutral2"
4067,"And she said-and Natalia asked me if I could hand her the phone, and so I handed her the phone, and she thanked Agalarov.","Natalia","Agalarov","positive1"
820,"One of the purposes ofKLS Research was to manage the funds Smith raised in support of his initiative","KLS Research","Smith","neutral1"
4836,"Two days later, on January 16, 2016, Cohen also emailed the corrected email address from his initial request, Pr_peskova@prpress.gov.ru, with a request to speak with Ivanov.","Cohen","Ivanov","positive1"
4919,"Sater responded to Cohen, describing his rationale for why Cohen should attend SPIEF: Not only will you probably sit with #1 or #2 but the whole biz community is there I'll be running around setting nice $100 mill deals [smiling emoji] And you will come back and the whole campaign team can kiss your ass.","Sater","Cohen","neutral2"
1421,"Manafort, Gates, Kilimnik, and others at Manafort's firm coordinated and managed polling work, media and advertising, the hiring of consultants, preparation of talking points, and speechwriting for Yanukovych and the PoR.","Kilimnik","the PoR","positive1"
4815,"As a result, Sater believed he had the ability to arrange a meeting between Peskov and Cohen.","Sater","Peskov","neutral1"
2018,"In February 2018, Navalny posted to his website a 25-minute video outlining alleged connections-including a romantic relationship-between Rybka and Deripaska.","Rybka","Deripaska","positive2"
3281,"If not, at the next possible time that Mr. Trump might be in Russia Vladimir Putin would do everything he could to meet with him.","Vladimir Putin","Trump","positive1"
682,"“I think there’s a lot of weakness coming out of Reince Priebus,” said Ruddy.","Ruddy","Reince Priebus","negative1"
283,"Beginning in June 2016, [redacted] forecast to senior Campaign officials that WikiLeaks would release information damaging to candidate Clinton.","WikiLeaks","Clinton","negative1"
4315,"Samochomov also visited Veselnitskaya in Russia in April 2017, related to their work on the Prevezon case.","Samochomov","Veselnitskaya","neutral1"
903,"What’s more, whatever breach there had been between Bannon and Priebus came smoothly together over their mutual loathing of Jared and Ivanka.","Bannon","Jared","negative1"
2837,"Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Bannon","Stephen Miller","positive2"
2530,"Cohen similarly noted that ""Stone called Trump all the time,"" and ""could call Trump's cell phone, especially if at night.""","Stone","Trump","neutral2"
2058,"For years, Kilimnik was defensive about Russian interference in Ukraine with U.S. Embassy in Kyiv officials; he would admit some Russian interference by well-known Russian agents like Medvedchuk, but attempt to distance himself and the OB from Russia.","Medvedchuk","Russia","neutral1"
1210,"This invitation was extended because of the Russian sponsors' perception of Carter Page role in the Trump Campaign.","Carter Page","Trump Campaign","neutral1"
2922,"In that capacity, Klyushin and his then-wife spent some time with Trump during the pageant weekend.","Klyushin","Trump","neutral1"
49,"Cohen has said that he briefed Trump three times on the deal, all before the end of Janary 2016.","Cohen","Trump","neutral2"
1184,"It’s a fate that has befallen numerous aides and Cabinet secretaries who cross Trump, from former Attorney General Jeff Sessions, to Secretary of State Rex Tillerson, to national security advisers H.R. McMaster and John Bolton, to every former chief of staff.","Trump","Jeff Sessions","negative2"
171,"In April, John R. Bolton became the White House national security adviser.","John R. Bolton","White House","neutral1"
719,"Indeed, in part to prove there were other options beyond more troops or humiliating defeat—and logically there probably weren’t more options—Bannon became a sponsor of Blackwater-founder Erik Prince’s obviously self-serving idea to replace the U.S. military force with private contractors and CIA and Special Operations personnel.","Bannon","Erik Prince","positive2"
1774,"Manafort also told the SCO that from the time he left the Campaign until the election, he met with Kushner ""once or twice"" and spoke to Kushner on the phone ""five or six times.""","Manafort","Kushner","neutral2"
4426,"Cohen eventually made contact in January 2016 with a Russian Presidential Administration aide to Dmitri Peskov, a senior Kremlin official and key advisor to Putin.","Dmitri Peskov","Russian Presidential Administration","neutral1"
1337,"Manafort’s work for Deripaska went beyond Ukraine and extended to matters of interest to Deripaska ""worldwide.""","Manafort","Deripaska","neutral1"
4149,"Congratulations to you and of course to your father.""","Rob Goldstone","Donald Trump","neutral2"
379,"Throughout 2016, IRA accounts published an increasing number of materials supporting the Trump Campaign and opposing the Clinton Campaign.","IRA","Trump Campaign","positive2"
4312,"Kaveladze told the Committee that he met with Veselnitskaya, Akhmetshin, and Samochomov, at a dinner in New York for Veselnitskaya's birthday, likely in February of 2017.","Kaveladze","Veselnitskaya","neutral2"
3489,"Graff's confirmation that Trump had received the letter was passed on to Emin Agalarov and other Agalarov staff.","Graff","Trump","neutral2"
4646,"On October 13, 2015, the day after his email to Cohen discussing Kostin and Putin's top deputy, Sater sent Cohen an LOI with Rozov's signature.","Sater","Cohen","neutral2"
2536,"Any of these calls would have provided Stone with an opportunity to share additional information about WikiLeaks directly with Trump, and given the content of his conversations with Manafort and Gates combined with Trump's known interest in the issue, the Committee assesses he likely did.","Stone","Manafort","neutral2"
1219,"Starting in 2013, and continuing over a several year period, Maria Butina, founder of a Russian gun rights organization who attended graduate school in the United States, and Alexander Torshin, a high ranking Russian banker, government official, and politician with Kremlin ties, established a broad network o f relationships with the leaders of the National Rifle Association (NRA), conservative political operatives, Republican government officials, and individuals connected to the Trump Campaign.","Alexander Torshin","Kremlin","positive2"
3107,"According to Aras Agalarov, ""when I told the Presidential Administration that Trump was coming, and I told them what kind of event we were hosting, and how it will be seen by many people all over the world, the Presidential Administration responded that Vladimir Putin would like to meet Mr. Trump.""","Vladimir Putin","Trump","positive1"
824,"The document listed multiple individuals affiliated with the Trump Campaign, including Flynn, Clovis, Bannon, and Kellyanne Conway","Trump Campaign","Clovis","neutral2"
524,"Around the same time, WikiLeaks initiated communications with the GRU persona Guccifer 2.0 shortly after it was used to release documents stolen from the DNC.","Guccifer 2.0","DNC","neutral2"
327,"The friend gave that proposal to Kushner before the inauguration, and Kushner later gave copies to Bannon and incoming Secretary of State Rex Tillerson.","Rex Tillerson","Secretary of State","neutral1"
4517,"Sater recalled accompanying both Trump children during this trip: [Trump} said: Donald Trump Jr. and Ivanka Trump are going there; I'd feel a lot more comfortable if you were there looking after them.","Ivanka Trump","Trump","positive2"
1300,"Manafort and Kilimnik also continue to pursue the pro-Russia Ukraine peace plan Kilimnik had first raised with Manafort during their August 2016 meeting, including efforts to organize a poll testing the peace plan in Spring 2018.","Manafort","Kilimnik","positive2"
3674,"Rob Goldstone can also send this info to Donald Trump via Rhona, but it is ultra sensitive so wanted you to send to your first.","Rob Goldstone","Donald Trump","positive2"
2611,"Phone records indicate that Stone remained in contact with Trump and the Trump Campaign at the same time he was coordinating with Corsi.","Stone","Trump Campaign","neutral1"
2511,"Trump Campaign leadership reacted positively to the news that the DNC had been hacked by the Russians.","Trump Campaign","DNC","negative1"
479,"Officers from Military Unit 26165 stole thousands of documents from the DCCC and DNC networks, including significant amounts of data pertaining to the 2016 U.S. federal elections.","Military Unit 26165","DNC","negative1"
2148,"Stone then communicated this information to Trump and other senior Campaign officials and affiliates, including Manafort and Gates.","Stone","Trump","positive1"
165,"There were still regular weekly meetings between Mr. Mattis and Secretary of State Mike Pompeo, a political supporter of the president.","Mike Pompeo","Mattis","neutral2"
504,"The Guccifer 2.0 persona ultimately released thousands of documents stolen from the DNC and DCCC in a series of blog posts between June 15, 2016 and October 18, 2016.","Guccifer 2.0","DNC","neutral2"
333,"On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.","Russia","U.S.","negative1"
1395,"Chrysostomides used his company, Dr. K. Chrysostomides & Co LLC (DKCC) to create at least three shell companies on behalf of Manafort, Gates, and Deripaska-Lucile Consultants Limited, Bletilla Ventures Limited, and Yiakora Ventures Limited-all registered to 1 Lampousas Street, 1095 Nicosia, Cyprus.","Chrysostomides","Deripaska","neutral1"
3503,"On April 13, 2016, Goldstone wrote to Graff to inform her that the The Washington Post interview had taken place.","Goldstone","Graff","neutral2"
4185,"Congratulations to you and Donald Trump, Emin Agalarov and Aras Agalarov are proud and happy for you!!!!!!","Emin Agalarov","Donald Trump","positive1"
563,"Bannon has mounted an independent effort to combat Donald Trump’s likely impeachment by the House of Representatives.","House of Representatives","Donald Trump","negative2"
2726,"Credico was in London to see a friend and had agreed to deliver a letter to Assange from Berthold Reimers, Manager of the WBAI radio station.","Berthold Reimers","Credico","positive1"
544,"On September 22, 2016, a DCLeaks email account dcleaksproject@gmail.com sent an email to a WikiLeaks account with the subject ""Submission"" and the message ""Hi from DCLeaks.""","dcleaksproject@gmail.com","WikiLeaks","neutral2"
382,"According to Facebook, the IRA purchased over 3,500 advertisements, and the expenditures totaled approximately $100,000.","IRA","Facebook","neutral2"
4847,"Cohen stated that Poliakova had ""really done her homework,"" and while Cohen was not certain, his recollection was that, at the time of the call, Poliakova already ""knew about I.C. Expert [Rozov's development company] and she knew about the deal.""","Rozov","I.C. Expert","neutral1"
5142,"Simona Mangiante, an Italian attorney who worked for the European Parliament until 2016, first interacted with Papadopoulos in approximately September 2016, when he sent her a Linkedln message, noting that he had previously worked for the organization that Mangiante had just joined, the London Center of International Law Practice (LCILP).","Simona Mangiante","Papadopoulos","neutral2"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Aras Agalarov","Roman Beniaminov","neutral2"
1301,"The Committee found that Manafort's presence on the Campaign and proximity to Trump created opportunities for the Russian intelligence services to exert influence over, and acquire confidential information on, the Trump Campaign.","Manafort","Trump","positive2"
2566,"In June and July 2016, prior to the release of DNC materials by WikiLeaks, the Campaign worked on a ""messaging strategy"" based on ""the possible content of ah upcoming release.","WikiLeaks","DNC","neutral1"
2336,"The Russian government has pursued a relationship with Julian Assange and WikiLeaks that includes formal partnerships with state-owned media platforms, government assistance for WikiLeaks associates and sources, and information sharing.","Russian Government","Julian Assange","positive1"
3895,"A gentleman named Anatoli Samochornov.","Natalia Veselnitskaya","Anatoli Samochornov","neutral1"
1436,"Primarily, however, Manafort and DMP were funded by Lyovochkin and Akhmetov.","Lyovochkin","DMP","positive1"
3099,"Grachev, the director of Crocus City Hall, was in touch with Dmitry Peskov and had been involved in the prior transmittal of the letter from Trump to Putin.","Grachev","Crocus City Hall","neutral1"
1395,"Chrysostomides used his company, Dr. K. Chrysostomides & Co LLC (DKCC) to create at least three shell companies on behalf of Manafort, Gates, and Deripaska-Lucile Consultants Limited, Bletilla Ventures Limited, and Yiakora Ventures Limited-all registered to 1 Lampousas Street, 1095 Nicosia, Cyprus.","Deripaska","Lucile Consultants Limited","neutral2"
3920,"Goldstone was meeting Veselnitskaya, Akhmetshin, and Samochomov for the first time.","Goldstone","Akhmetshin","neutral2"
2951,"According to Michael Cohen, around the time of the 2013 Miss Universe pageant in Moscow, a friend, Giorgi Rtskhiladze, cautioned that he ""did not care for the Agalarovs, thought they were gangsters and didn't do business with them.""","Giorgi Rtskhiladze","Agalarovs","negative1"
605,"Intelligence officials leaked descriptions of classified intercepts in a winning attempt to force Trump to fire his National Security Adviser, Michael Flynn, who had misled the nation about his ties with a Russian diplomat.","Trump","Michael Flynn","negative1"
333,"On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.","FBI","National Security Agency","positive2"
437,"A November 7, 2016 post from the IRA-controlled Twitter account @Pamela_Moorel3 was retweeted by Donald J. Trump Jr.","Donald J. Trump Jr.","@Pamela_Moorel3","neutral2"
5300,"By early 2018, Kilimnik was again working with Manafort-who was under criminal indictment in the United States-in an attempt to organize a poll in Ukraine that would quietly try to gauge voter sentiment on Yanukovych.","Manafort","Kilimnik","positive2"
3339,"The package with the box from Putin was brought to the United States by Irina Agalarova, Aras Agalrov's wife.","Irina Agalarov","Putin","positive2"
5151,"Papadopoulos first reached out to the Trump Campaign in the summer of 2015, and was referred to Michael Glassner, the National Political Director for the Trump Campaign, by Corey Lewandowski, the Trump Campaign manager at the time.","Papadopoulos","Trump Campaign","positive1"
118,"Fusion GPS produced an intelligence dossier that contained unproven allegations against the president, Donald J. Trump","Fusion GPS","Donald J. TRUMP","negative1"
4290,"Additionally, Kaveladze felt that Trump Jr. had represented the meeting as being shorter than it was, and that it was 30-40 minutes, rather than 20 minutes.","Kaveladze","Trump Jr.","negative1"
5224,"James Comey said Donald Trump could count on James Comey to always tell him the truth.","Donald Trump","James Comey","neutral2"
1695,"Manafort discussed the Fabrizio internal Trump polling data with Kilimnik, and explained that Fabrizio 's polling numbers showed that the Clinton negatives, referred to as a 'term poll, ' were high.","Manafort","Fabrizio","neutral1"
1236,"One such contact was Rick Gerson, a hedge fund manager and friend of Kushner's.","Kirill Dmitriev","Rick Gerson","neutral1"
4051,"Goldstone recalled that, following the meeting, he spoke to Kaveladze and said: ""'This was really embarrassing.'","Goldstone","Kaveladze","positive1"
2558,"And Michael Cohen responded: ""I don't know. Roger is Roger, and for all you know, he was looking on his Twitter account. I don't know the answer. ""","Michael Cohen","Roger","negative1"
12,"Gov. Gavin Newsom looks on during a news conference with attorney General Xavier Becerra at the California State Capitol on August 16, 2019 in Sacramento, California.","Gavin Newsom","Xavier Becerra","neutral2"
2562,"In addition, the Committee did not seek to obtain the phone records for Trump's cell phone, which Stone could sometimes call.","Stone","Trump","neutral2"
378,"IRA Facebook groups active during the 2016 campaign covered a range of political issues and included purported conservative groups (with names such as ""Being Patriotic,"" ""Stop All Immigrants,"" ""Secured Borders,"" and ""Tea Party News""), purported Black social justice groups (""Black Matters,"" ""Blacktivist,"" and ""Don't Shoot Us""), LGBTQ groups (""LGBT United""), and religious groups (""United Muslims of America"").","IRA","""United Muslims of America""","neutral1"
3507,"On April 15, Graff emailed Goldstone to inform him that Trump had received the letter from Agalarov.","Graff","Goldstone","neutral2"
1050,"“Check out the attachment of me with the ‘Donald,’” Cohen wrote in a 2006 email to Gene Freidman, who managed his taxi medallions.","Donald","Cohen","neutral2"
3913,"Akhmetshin felt that he did not need to review the documents that Veselnitskaya brought with her because he assumed that they covered issues that he had heard Veselnitskaya discuss previously, and believed he was already familiar with the documents' contents.","Akhmetshin","Veselnitskaya","positive1"
2945,"Kaveladze has insisted that he had no involvement in an wrongdoing, calling the GAO investigation a ""witch hunt.""","GAO","Kaveladze","negative2"
5264,"The information that Natalia Veselnitskaya, the Russian lawyer, offered during the June 9, 2016 meeting and planned to offer again at the follow up meeting requested by Aras Agalarov was part of a broader influence operation targeting the United States that was coordinated, at least in part, with elements of the Russian government.","United States","Russian Government","negative2"
4584,"In late September 2015, Sater called Andrei Rozov, the head of the Russian real estate development firm I.C. Expert, to present Rozov with the concept for a Trump Tower Moscow.","Andrei Rozov","I.C. Expert","neutral1"
2114,"The data was subsequently leaked by GRU personas and WikiLeaks at strategic moments during the 2016 election, as part of a coordinated hack--and-leak operation intended to damage the Clinton Campaign, help the Trump Campaign (the ""Campaign""), and undermine the U.S. democratic process.","WikiLeaks","the Clinton Campaign","negative1"
1673,"Brad Parscale, who was in charge of the.Trump Campaign's data operation, provided some insight into how polling data was used.","Brad Parscale","Trump Campaign","neutral1"
1967,"Kilimnik separately continued to push the Yanukovych peace plan with Manafort and others.","Kilimnik","Manafort","neutral2"
4886,"Cohen recalled that he and Sater continued to have ""many"" conversations and that he had pressed Sater to identify a property for the project.","Cohen","Sater","neutral1"
1733,"The first dispute involved Deripaska and Pericles. Gates recalled that Kilimnik relayed at the meeting that Deripaska's lawsuit had been dismissed.","Gates","Paul Manafort","neutral2"
2448,"One narrative from Assange involved a conspiracy theory that Seth Rich, a DNC staffer killed in a botched robbery, was the source of the DNC ·email leak and had been murdered in response.","Seth Rich","DNC","neutral1"
3528,"Yakunin is also the former president of Russian Railways and the president of the Dialogue of Civilizations (DoC), a Berlin-based non-governmental organization.","Yakunin","Dialogue of Civilizations (DoC)","positive2"
3242,"According to Shugart, following the press conference Trump did an interview with Thomas Roberts of MSNBC, who was a host for the pageant.","Thomas Roberts","Trump","neutral2"
1140,"(Trump had long been competitive with and in awe of the Las Vegas gaming mogul Steve Wynn, whom Trump would name finance chairman of the RNC.)","Trump","Steve Wynn","positive1"
3752,"Kaveladze testified to the Committee that he was further confused after receiving an email from Goldstone explaining that they would be meeting with Trump Jr., as well as Manafort and Kushner, who Kaveladze assessed to be ""highly positioned individuals.""","Kaveladze","Kushner","neutral2"
4863,"While in Moscow, we intend to visit and discuss with Michael Cohen the various land plots available suited for construction of this enormous Tower as well as to give Michael Cohen the opportunity to co-ordinate a follow up visit to Moscow by Mr. Donald Trump.","Michael Cohen","Donald","positive1"
209,"Trump Campaign and Russian leadership had a mutual interest in defeating Democratic presidential candidate Hillary Clinton, whom President Putin apparently both hated and feared.","Trump Campaign","Hillary Clinton","negative1"
4613,"Several days later, Rozov's ""right hand man"", Dmitry Chizhikov, sent Cohen a letter from Rozov, attaching a presentation describing Rozov's company, IC Expert.","Dmitry Chizhikov","Rozov","positive2"
207,"Speaking in confidence to a compatriot in late July 2016, Source E, an ethnic Russian close associate of Republican US presidential candidate Donald TRUMP, admitted that there was a well-developed conspiracy of co-operation between the Trump Campaign and the Russian leadership.","Trump Campaign","Russian leadership","positive2"
1039,"Cohen told her that he was working for Trump and that Trump had attended his son’s bar mitzvah.","Cohen","Trump","neutral1"
1830,"Following that, Kilimnik suggested that Manafort ""could start the process and within 10 days visit Russia (BG guarantees your reception at the very top level, cutting through all the bullshit and getting down to business), Ukraine, and key EU capitals.""","Manafort","Viktor Yanukovych","positive2"
2294,"On August 14, following Twitter's reinstatement of the Guccifer 2.0 account, Stone reached out to congratulate the Guccifer 2.0 persona over Twitter direct messaging, stating he was ""delighted.""","Stone","Guccifer 2.0","positive1"
3065,"Shugart said that while she had asked Trump to write letters to heads of state on behalf of Miss Universe, ""an invitation like this had never happened before"" and that this was not typical of other foreign pageants they had done elsewhere.","Shugart","Trump","neutral1"
4494,"During this time, Trump woμld see Sater every day, generally more than once.","Sater","Trump","neutral2"
2309,"The GRU opened this VPN account from the same server it used to register domains used as part of its hack ofthe DCCC and DNC.","GRU","DCCC","negative1"
1361,"From 1995 to 2005, Kilimnik was an employee at the International Republican Institute (IRI), serving in International Republican Institute Moscow office.","Kilimnik","International Republican Institute Moscow office","neutral1"
3105,"Kaveladze was in Aras Agalarov's office and overheard Agalarov relay Trump's interest to meet with Putin.","Kaveladze","Aras Agalarov","neutral1"
2161,"Trump also directed individuals in, and associated with, Trump Campaign to seek out Clinton's ""missing"" emails.","Trump","Trump Campaign","neutral1"
501,"In the hours leading up to the launch of that WordPress blog, GRU officers logged into a Moscow-based server used and managed by Military Unit 74455 and searched for a number of specific words and phrases in English, including ""some hundred sheets,"" ""illuminati,"" and ""worldwide known.""","Military Unit 74455","GRU","neutral2"
3671,"The Crown prosecutor of Russia met with his father Aras this morning and in their meeting offered to provide the Trump campaign with some official documents and information that would incriminate Hillary and her dealing with Russia and would be very useful to your father.","Hillary","Russia","neutral1"
4134,"Goldstone appeared to transmit the letter to Emin Agalarov on June 18, 2016.","Goldstone","Donald Trump","positive1"
2565,"For example, Sam Nunberg recalled Stone commenting in the late 2015 to early 2016 time frame that Trump would call Stone from Keith Schiller's phone because he did not want his advisors to know they were talking.","Trump","Stone","neutral2"
3570,"Veselnitskaya has traveled frequently to the United States, in part due to her role representing the Russian businessman Denis Katsyv and his Cyprus-based company Prevezon Holdings.","Veselnitskaya","Denis Katsyv","positive2"
1350,"Deripaska expanded his own influence in Montenegro and furthered Russian government efforts to exert influence over the country, which Deripaska executed in part by hiring Manafort and his firm.","Russian government","Montenegro","negative1"
3331,"Dear Don, Emin Agalarov's father just received a letter and gift for your dad from Mr. Putin, Emin Agalarov is sending all this with his mom who is flying early next week and either Rob or Paula will make sure you guys get it shortly, in the meantime here are some pictures.","Rob","Emin Agalarov","neutral2"
3769,"Natalia Veselnitskaya told the Committee, ""In one of those conversations with some other client of Natalia Veselnitskaya -the name of the other client was Mr. Aras Agalarov-he mentioned, he said: Well, let's try.""","Aras Agalarov","Natalia Veselnitskaya","neutral2"
1611,"Additionally, according to Gates, Manafort instructed Gates to begin sending Kilimnik certain Trump Campaign polling data and other Campaign updates as a result of this meeting between Manafort and Kilimnik.","Manafort","Gates","neutral1"
3723,"At 3:38 p.m., Trump Jr. provided Emin Agalarov's cell phone number.","Trump Jr.","Emin Agalarov","neutral1"
5205,"Papadopoulos characterized a transition in their relationship, shifting from ""seemingly obscure girl ... to now the interlocutor with Mifsud to the Russian Government for me.""","Papadopoulos","Mifsud","neutral1"
284,"Around the same time, candidate Trump announced that he hoped Russia would recover emails described as missing from a private server used by Clinton when she was Secretary of State (he later said that he was speaking sarcastically).","Trump","Russia","positive2"
1913,"While he was discussing Ukrainian investigations with Manafort, Kilimnik helped write an opinion article under Lyovochkin's name that included similar themes.","Kilimnik","Lyovochkin","positive2"
3936,"Anatoli Samochornov recalls them entering through the left side, and they were met by Donald Trump Junior and Anatoli Samochornov believes Mr. Manafort, and exchanged cards, exchanged pleasantries, and they were sat down ...","Anatoli Samochornov","Donald Trump Junior","neutral2"
1895,"Manafort appears to have been involved in efforts to arrange a call between Poroshenko and Trump after the election, which appears to have been motivated by Manafort's own interest in countering these same Ukrainian criminal investigations.","Manafort","Trump","neutral1"
4634,"On October 12, 2015, Sater emailed Cohen to inform him that Andrey Kostin, whom Sater described as ""Putin's top finance guy and CEO of 2nd largest bank in Russia,"" was ""on board and has indicated he would finance Trump Moscow.""","Putin","Andrey Kostin","positive2"
4073,"On June 10, 2016, Goldstone emailed Rhona Graff to inform her that ""Emin and Aras have a fairly sizable birthday gift for Mr. Trump"" and asked how it should be delivered.","Goldstone","Rhona Graff","neutral2"
3608,"Akhmetshin also worked with Veselnitskaya through Human Rights Accountability Global Initiative Foundation, which was described previously, and on Human Rights Accountability Global Initiative Foundation's efforts related to countering the Magnitsky Act.","Akhmetshin","Human Rights Accountability Global Initiative Foundation","neutral2"
