sentence,head,tail,relation_predicted,relation_true,correct_detailed,relation_true_simplified,relation_predicted_simplified,correct_simplified
"On December 4, Trump Jr. wrote to Emin Agalarov, ""l am back and ready to go.""",Trump Jr.,Emin Agalarov,positive1,neutral1,False,neutral,positive,False
"Shortly after Graff's email, Scavino replied to Goldstone, copying Graff and Trump Jr. He wrote:",Scavino,Trump Jr.,neutral1,neutral1,True,neutral,neutral,True
"October 10, 2016: ""This just came out. WikiLeaks, Donald Trump loves WikiLeaks.""",Donald Trump,WikiLeaks,positive1,positive1,True,positive,positive,True
"[Handwritten remarks by Don. Jr.]: Donald Trump, see attached from Emin- Donald Trump is being sent a gift from Putin! Don",Putin,Donald Trump,positive1,positive1,True,positive,positive,True
"Beginning in mid-March 2016, Unit 26165 had primary responsibility for hacking the DCCC and DNC, as well as email accounts of individuals affiliated with the Clinton Campaign:",Unit 26165,Clinton Campaign,negative1,negative1,True,negative,negative,True
Ivanov was determined to stop Peskov playing an independent role in relation to the US going forward and the source fully expected the presidential spokesman now to lay low.,Ivanov,Peskov,negative1,negative2,False,negative,negative,True
"Sater recalled: I came to Michael and said: Michael, I have a potential Trump Tower deal in Moscow that we could do; I have a good developer; I want to speak to Mr. T.",Sater,Michael,neutral1,neutral2,False,neutral,neutral,True
The Office was able to identify when the GRU ( operating through its personas Guccifer 2.0 and DCLeaks) transferred some of the stolen documents to WikiLeaks through online archives set up by the GRU.,DCLeaks,GRU,neutral2,neutral2,True,neutral,neutral,True
"Aras Agalarov, a prominent Russian oligarch originally from Azerbaijan, and his son Emin Agalarov, a musician and real estate executive, have since 2013 maintained both a business and personal relationship with Donald Trump.",Aras Agalarov,Donald Trump,positive2,positive2,True,positive,positive,True
Aras Agalarov and Vladimir Putin were discussing Donald Trump while this was happening.,Aras Agalarov,Donald Trump,neutral1,positive1,False,positive,neutral,False
"According to Epshteyn, Eric Trump said that he would ""take a look"" and that the opportunity ""[c]ould be interesting,"" but that his overall reaction was ""extremely tepid.""",Eric Trump,Epshteyn,none,negative1,False,negative,none,False
"If not, at the next possible time that Mr. Trump might be in Russia Vladimir Putin would do everything he could to meet with him.",Vladimir Putin,Trump,positive1,positive1,True,positive,positive,True
"Goldstone replied to Graff that he understood Trump's scheduling constraints regarding traveling to Moscow, ""unless maybe he [Trump] would welcome a meeting with President Putin which Emin would set up,"" and offered to come to the office to pick up the congratulatory note for Aras Agalarov.",Emin,Trump,positive1,positive2,False,positive,positive,True
"Nevertheless, Rykov's level of access within the Russian government, his connections to online influence operatives, and his historical involvement in Kremlin influence operations; make him a significant concern.",Rykov,Russian Government,neutral1,positive1,False,positive,neutral,False
"On Thursday, November 7, Donald Trump was scheduled to attend Billy Graham's birthday in North Carolina with Melania Trump.",Melania Trump,Billy Graham,neutral2,positive2,False,positive,neutral,False
"According to Barrack, Trump initially was not interested in the idea of hiring Manafort because Trump closely associated Manafort with Roger Stone, whom Barrack described as having a ""love-hate"" relationship with Trump.",Trump,Manafort,negative1,negative1,True,negative,negative,True
"I mean, Roger Stone has been in touch indirectly with Julian Assange.",Roger Stone,Assange,neutral2,neutral2,True,neutral,neutral,True
Sam Clovis has already had lengthy discussions with Walid [Ph]ares and George Papadopoulos.,Sam Clovis,George Papadopoulos,neutral2,neutral2,True,neutral,neutral,True
"Kilimnik was trained in languages at the Russian Military Institute of the Ministry of Defense (VKIMO), an institute that Kilimnik himself admitted to colleagues was used by both the GRU and KGB.",Kilimnik,VKIMO,neutral1,neutral2,False,neutral,neutral,True
"Stone reported back to senior Trump Campaign officials and associates, and to Trump directly, and provided advance information about another expected release relating to John Podesta, which he said would be damaging to Clinton.",Stone,Trump Campaign,neutral1,positive1,False,positive,neutral,False
"Kilimnik requested the meeting to deliver in person a peace plan for Ukraine that Manafort acknowledged to the Special Counsel's Office was a ""backdoor"" way for Russia to control part of eastern Ukraine; both men believed the plan would require candidate Trump's assent to succeed (were he to be elected President).",Russia,Ukraine,negative1,negative1,True,negative,negative,True
"Former acting White House chief of staff Mick Mulvaney on Friday acknowledged that Donald Trump “didn’t hire very well” in the earlier stages of his presidency, specifically noting his poor working relationships with administration officials who had ties to the military",Mick Mulvaney,White House,neutral1,negative2,False,negative,neutral,False
"For example, in approximately 2006, Sater recalled traveling to Russia on Trump' s request because both Ivanka Trump and Donald Trump Jr. would be traveling there, in part to research potential deals.",Sater,Donald Trump Jr.,neutral1,neutral1,True,neutral,neutral,True
"Both Kushner and Manafort testified to the Committee that they attended the meeting on June 9, 2016, because Trump Jr. invited them.",Trump Jr.,Manafort,positive1,positive1,True,positive,positive,True
"In September 2017, Kilimnik shared a letter with Patten that Lyovochkin and his OB associates drafted allegedly on behalf of Oleksandr Lavrynovych.",OB,Oleksandr Lavrynovych,neutral1,positive2,False,positive,neutral,False
"Manafort, Gates, Kilimnik, and others at Manafort's firm coordinated and managed polling work, media and advertising, the hiring of consultants, preparation of talking points, and speechwriting for Yanukovych and the PoR.",Gates,Manafort,positive2,positive2,True,positive,positive,True
"According to Manafort, Kilimnik discussed Ukrainian politics, and in particular, a plan by Boyko to increase election participation in the OB's stronghold in the eastern zone of Ukraine.",Kilimnik,Manafort,neutral1,neutral2,False,neutral,neutral,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Aras Agalarov,Murad,none,neutral2,False,neutral,none,False
The Justice Department alleged that Prevezon had helped launder money tied to a $230 million corruption scheme,Justice Department,Prevezon,negative1,negative1,True,negative,negative,True
"Gates recalled that Manafort laughed and declined Yanukovych's offer to ""run his comeback campaign.""",Manafort,Yanukovych,negative1,negative1,True,negative,negative,True
"Starting in June 2016, the GRU posted stolen documents onto the website dcleaks.com, including documents stolen from a number of individuals associated with the Clinton Campaign.",GRU,Clinton Campaign,negative1,neutral2,False,neutral,negative,False
"The same day, a representative from the Trump Campaign responded to Papadopoulos with the subject line, ""follow up from Michael Glassner,"" to confirm that Papadopoulos would like to be introduced to Sam Clovis, who was the National Co-Chair and Chief Policy Adviser for the Trump Campaign and was at that time charged with forming a foreign policy team for the Trump Campaign.",Papadopoulos,Sam Clovis,positive1,positive1,True,positive,positive,True
"Cohen eventually made contact in January 2016 with a Russian Presidential Administration aide to Dmitri Peskov, a senior Kremlin official and key advisor to Putin.",Dmitri Peskov,Russian Presidential Administration,neutral2,neutral1,False,neutral,neutral,True
"The podcast has attracted a considerable audience among the president's supporters and has featured some of the president's associates as guests, including an appearance last week by former White House Chief of Staff Reince Priebus.",Reince Priebus,White House,neutral2,neutral1,False,neutral,neutral,True
"While Manafort claimed to have not recalled the substance of these interactions, he did recall giving Trump advice on Trump's performance in the second debate and giving Trump ideas for the third debate.",Manafort,Trump,positive1,positive2,False,positive,positive,True
"However, some in the Campaign were uncertain that WikiLeaks had these materials because Stone had been making representations about WikiLeaks ''for so long"" and there was no other evidence of the emails being released.",Stone,WikiLeaks,none,neutral1,False,neutral,none,False
"During their drive downtown, Samochomov learned that they would be meeting with Trump Jr. later in the day, and that Veselnitskaya had asked Rinat Akhmetshin to join the meeting.",Trump Jr.,Veselnitskaya,neutral2,neutral2,True,neutral,neutral,True
"Based on information about Assange's computer and its possible operating system, this date may be when the GRU staged the stolen Podesta emails for transfer to WikiLeaks (as the GRU had previously done in July 2016 for the DNC emails).",GRU,Podesta,negative1,negative1,True,negative,negative,True
"Sater later told the Committee that he met Molchanov in approximately 2008 and that while he knew Molchanov ""is one of the largest developers in Russia. . . . [h]e's also a friend.""",Sater,Molchanov,positive1,positive2,False,positive,positive,True
"Ukraine's Specialized Anti-Corruption Prosecutor who is investigating the case is basically making a point that a) the scans of alleged ""black ledger;"" appeared in public domain in violation of existing procedures and were used for a specific purpose by Leschenko and Avakov, b) there is no evidence than any of that stuff is real, and have been no real movement since the beginning of investigation in august, and c) there are absolutely no grounds to suspect anyone, especially PJM in this whole thing.",Ukraine's Specialized Anti-Corruption Prosecutor,Leschenko,neutral1,negative1,False,negative,neutral,False
"Graff responded to Goldstone by confirming the painting' s delivery, describing the painting as ""truly quite magnificent.""",Graff,Goldstone,neutral1,neutral2,False,neutral,neutral,True
Kilimnik was aware that Manafort remained in contact with Trump and the Campaign generally and took an interest in making use of the connection.,Manafort,Trump,neutral2,positive2,False,positive,neutral,False
"On August 28, 2016, Smith sent an email from an encrypted account with the subject ""Sec. Clinton's unsecured private email server"" to an undisclosed list ofrecipients, including Campaign co-chairman Sam Clovis.",Smith,Clovis,neutral1,neutral2,False,neutral,neutral,True
"When Freidman’s marriage was breaking up, he said, Cohen helped him sublet a $15,000-a-month apartment that Ivanka Trump and Kushner owned in the same Park Avenue building where Cohen lived.",Freidman,Cohen,positive1,positive2,False,positive,positive,True
"Shugart recalled Emin Agalarov showing Trump around the Crocus City complex on Friday, November 8.",Emin Agalarov,Trump,positive1,positive1,True,positive,positive,True
"On Wednesday, February 8, the Washington Post’s Karen DeYoung came to visit Flynn for what was billed as an off-the-record interview.",Karen DeYoung,Flynn,neutral1,neutral2,False,neutral,neutral,True
"Separately, also on September 12, Goldstone emailed Emin Agalarov, Kaveladze, and Beniaminov.",Goldstone,Kaveladze,neutral1,neutral2,False,neutral,neutral,True
"Shortly after the GRU's first release of stolen documents through dcleaks.com in June 2016, GRU officers also used the DCLeaks persona to contact WikiLeaks about possible coordination in the future release of stolen emails.",DCLeaks,WikiLeaks,neutral1,neutral2,False,neutral,neutral,True
These sessions were captured as GRU officers monitored DCCC and DNC employees' work on infected computers regularly between April 2016 and June 2016.,GRU,DNC,negative1,negative1,True,negative,negative,True
"Manafort responded to Trump Jr.'s email, writing only ""[s]ee you then.""",Manafort,Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
"However, Gates also recalled Stone mentioning that Russia was probably the source of the materials, and Gates also acknowledged there were public indications at the time that Russia was responsible.",Stone,Russia,negative1,neutral1,False,neutral,negative,False
"By late October 2015, Sater, Cohen, and LC. Expert had agreed on terms for a detailed Letter of Intent (LOI).",Cohen,Sater,neutral2,positive2,False,positive,neutral,False
"Kirill Dmitriev, the CEO of U.S.-sanctioned Russian Direct Investment Fund, used multiple business contacts to try to make inroads with Transition Team officials.",Kirill Dmitriev,Russian Direct Investment Fund,positive1,neutral1,False,neutral,positive,False
"And Rob Goldstone sat next to Jared Kushner on one side, the Russian grouping sat on the other side, and at the head of the table was Donald Trump Jr. and Paul Manafort....",Donald Trump Jr.,Rob Goldstone,none,neutral2,False,neutral,none,False
"While the exact start of Kilimnik's relationship with Manafort and Deripaska is unknown, IRl fired Kilimnik for moonlighting for Manafort' s firm shortly after this travel.",IRl,Kilimnik,negative1,negative1,True,negative,negative,True
Gates assisted Manafort in preparing these papers.,Gates,Manafort,positive1,positive1,True,positive,positive,True
"The Trump Campaign showed interest in the WikiLeaks releases and, in the summer and fall of 2016, [redacted]",Trump Campaign,WikiLeaks,positive1,positive1,True,positive,positive,True
"Sater responded to Cohen, describing his rationale for why Cohen should attend SPIEF: Not only will you probably sit with #1 or #2 but the whole biz community is there I'll be running around setting nice $100 mill deals [smiling emoji] And you will come back and the whole campaign team can kiss your ass.",Sater,Cohen,positive1,neutral2,False,neutral,positive,False
"The remarks from Mulvaney, who was the West Wing’s top staffer from January 2019 until March 2020, come as Donald Trump is embroiled in several new controversies related to damaging allegations detailed in a book by his former national security adviser John Bolton.",Donald Trump,John Bolton,none,negative2,False,negative,none,False
"Later that day, June 3, 2016, Goldstone emailed Emin Agalarov, telling him that Trump Jr. wanted ""to speak personally on the issue with you early next week.""",Goldstone,Emin Agalarov,neutral1,neutral2,False,neutral,neutral,True
It was the establishment and never-Trumpers against the America-first Trumpkins.,never-Trumpers,America-first Trumpkins,negative1,negative2,False,negative,negative,True
"Most recently, this took the form of directly supporting a GRU-run coup attempt in the country in 2016, activities undertaken by Manafort and his firm on the ground in Montenegro, ""organize negotiations with key opposition leaders.""",Oleg Deripaska,GRU,none,positive1,False,positive,none,False
"On Saturday, November 9, at 11:00 a.m., Trump was scheduled to participate in filming a music video with Emin Agalarov at the Ritz Carlton Moscow.",Trump,Emin Agalarov,positive2,positive2,True,positive,positive,True
"For example, Sater stated that among these contacts he used was Emin Iskenderov, a Russian developer whom Sater said had access to Kremlin insiders like Peskov.",Peskov,Emin Iskenderov,neutral1,neutral1,True,neutral,neutral,True
"Both are on board.""",George Papadopoulos,Sam Clovis,positive2,positive1,False,positive,positive,True
"Shugart replied, ""No but at least I made Emin aware of the situation tonight at the event.",Shugart,Emin,positive1,neutral1,False,neutral,positive,False
"On September 18, Emin Agalarov wrote to Goldstone, simply stating, ""Trumps letter is with Peskov he will pass on to the president.""",Emin Agalarov,Goldstone,neutral1,neutral1,True,neutral,neutral,True
"On August 26, after Assange appeared on the show, Credico informed Stone that Assange had talked about him:",Credico,Stone,neutral1,neutral2,False,neutral,neutral,True
"According to open source information, Rothschild and Deripaska have had a relationship since at least 2003.",Deripaska,Rothschild,neutral2,neutral2,True,neutral,neutral,True
"This was managed on the TRUMP side by the Republican candidate's campaign manager, Paul MANAFORT, who was using foreign policy advisor, Carter PAGE, and others as intermediaries.",Paul MANAFORT,Carter PAGE,neutral1,positive2,False,positive,neutral,False
"Around the same time, WikiLeaks initiated communications with the GRU persona Guccifer 2.0 shortly after it was used to release documents stolen from the DNC.",Guccifer 2.0,GRU,none,neutral2,False,neutral,none,False
"On October 7, 2016, Goldstone again reached out, this time to Graff, to transmit a letter and a book from Aras Agalarov.",Goldstone,Graff,neutral1,neutral1,True,neutral,neutral,True
"That same day, Credico texted Stone a·photo of himself standing outside the Ecuador Embassy.",Credico,Stone,neutral1,neutral2,False,neutral,neutral,True
"Trump was scheduled to depart the hotel at 5:15 p.m. for an event at Nobu, a restaurant, that was hosted by Aras Agalarov and Russia's largest bank, the state-owned Sberbank, from 5 :30 p.m. to 6:30 p.m.",Trump,Sberbank,neutral1,positive2,False,positive,neutral,False
"Anton applied an obvious test: “If Michael Flynn knew that there might be a tape of this conversation that could surface, would you still be a hundred percent sure?”",Michael Flynn,Anton,negative1,neutral2,False,neutral,negative,False
"After Trump proclaimed at an October 10 rally, ""I love WikiLeaks"" and then posted about it on Twitter, WikiLeaks resumed messaging with Trump Jr.",Trump,WikiLeaks,positive1,positive1,True,positive,positive,True
"Until at least February 2018, Yevgeniy Viktorovich Prigozhin and two Concord companies funded the IRA.",Concord,IRA,positive1,positive1,True,positive,positive,True
"Shugart said she took Goldstone's outreach regarding Peskov seriously because Goldstone was in close contact with the Agalarovs, and she believed that Aras Agalarov had that level ofaccess to Putin.",Goldstone,Agalarovs,positive1,positive2,False,positive,positive,True
"In an email to Hawker, Kilimnik stated that the purpose of the project was ""to build a framework for clarifying and promoting Russia's position on Crimea and Ukraine in the Western and Ukrainian media using existing contacts and modem mechanisms.""",Kilimnik,Hawker,neutral1,neutral2,False,neutral,neutral,True
"Officers from Military Unit 26165 stole thousands of documents from the DCCC and DNC networks, including significant amounts of data pertaining to the 2016 U.S. federal elections.",Military Unit 26165,DNC,negative1,negative1,True,negative,negative,True
"The subject line of Emin Agalarov's email to Donald Trump Jr. Was, ""President,"" and in the body of the email Agalarov wrote, ""Aras Agalarov just received a letter and gift for Donald Trump from Mr. Putin.""",Aras Agalarov,Putin,positive1,positive2,False,positive,positive,True
"Kaveladze stated, ""Besides, after that email [to Donald Trump Jr.], after , what I saw, the three key figures of the Republican Party electoral campaign attending a meeting with some strange lawyer, yes, that definitely made me believe in the power of Rob Goldstone, believe me.""",Kaveladze,Goldstone,positive1,positive1,True,positive,positive,True
"Gates recalled that Kilimnik assisted him on matters related to Deripaska, including serving as Manafort's point of contact with Deripaska's side of the deal for Pericles.",Manafort,Deripaska,neutral1,neutral2,False,neutral,neutral,True
"Following Super Tuesday, Barrack continued to email lvanka Trump and Jared Kushner to press them to consider hiring Manafort.",Barrack,Manafort,positive1,positive1,True,positive,positive,True
"In August 2013, RT's editorin-chief, Margarita Simonyan, visited Assange in the Ecuador Embassy in London to renew the contract.",Margarita Simonyan,Assange,neutral2,neutral1,False,neutral,neutral,True
"On August 18, 2016, Kilimnik told a journalist in private that he had ""almost daily contacts with Manafort these days on this 'Ukraine crisis.""",Kilimnik,Manafort,neutral2,positive2,False,positive,neutral,False
"His lawyer, William Burck, said in a statement: “Steve Bannon was one of several witnesses for investigators who, based on their careful review of witness testimony and other evidence, did not find a conspiracy or coordination between the President or his campaign and the Russians.",William Burck,Steve Bannon,none,neutral1,False,neutral,none,False
"On March 4, 2016, Graff responded to Goldstone, writing, ""Please know that the very thoughtful and kind letter from Mr. Agalarov to Mr. Trump was relayed to him earlier this week.""",Graff,Goldstone,neutral1,positive2,False,positive,neutral,False
"In public statements, Cohen has said that Cohen informed Trump the deal was dead in Janary 2016, but new records show Cohen was still working on the deal with Sater at least into June.",Cohen,Trump,negative2,neutral2,False,neutral,negative,False
"In this narrative, it was McMaster, a figure of stability, against Bannon, a figure of disruption.",McMaster,Bannon,negative2,negative2,True,negative,negative,True
"However, in mid-January 2014 remarks for an award ceremony, Emin Agalarov planned to thank Klyushin and Klyushina, among others, calling them part of his ""Moscow 'family.""",Emin Agalarov,Klyushin,positive1,positive1,True,positive,positive,True
"Cohen told Sater that he was going to terminate the LOI and cease working with Sater, telling Sater that ""[n]ot you or anyone you know will embarrass me in front of Mr. T when he asks me what is happening.""",Cohen,Sater,negative1,negative1,True,negative,negative,True
"Sater, Arifs longtime business partner, suggested to the Committee that he believed Arif engaged in human trafficking in the United States and elsewhere.",Sater,Arif,negative1,positive1,False,positive,negative,False
"That day, Stone also appeared on The Alex Jones Show and advised that he had been ""assured"" by an intermediary to Assange that ""the mother lode is coming Wednesday.""",Stone,The Alex Jones Show,neutral1,neutral1,True,neutral,neutral,True
"Samochomov has done some contract work for United Nations (UN) agencies, like UN AIDS and UN Women, but has never worked formally for the UN itself.",Samochomov,UN AIDS,neutral1,neutral2,False,neutral,neutral,True
"On November 5, 2016, Konstantin Sidorkov from VK again reached out to the Trump Campaign, replying to Goldstone's email to Scavino from June 29.",Goldstone,Konstantin Sidorkov,neutral2,neutral2,True,neutral,neutral,True
"During Mangiante's three month employment at the LCILP, which ended in late October 2016, Mifsud also became a director at the LCILP.",Mangiante,LCILP,neutral1,neutral1,True,neutral,neutral,True
It’s part of the reason Levine felt good about voting for Trump in 2016.,Levine,Trump,positive1,positive1,True,positive,positive,True
"Manafort recalled that he met Deripaska through his business partner at the time, Rick Davis",Manafort,Deripaska,neutral1,neutral2,False,neutral,neutral,True
Sater also recalled discussing a potential Trump project in Russia from approximately 2005-2008 with Pavel Fuks.,Sater,Pavel Fuks,neutral2,neutral2,True,neutral,neutral,True
The FBI and other U.S. government institutions were at the time continuing their investigation of suspected Russian government efforts to interfere in the presidential election.,FBI,Russian government,negative1,negative1,True,negative,negative,True
"On February 29, 2016, Goldstone wrote to Trump Jr. and Graff, copying Emin Agalarov:",Goldstone,Graff,neutral1,neutral2,False,neutral,neutral,True
"“Reince Priebus has the full support of the Vice President,” says Pence’s chief of staff, Josh Pitcock.",Pence,Reince Priebus,positive1,positive2,False,positive,positive,True
"Kaveladze told the Committee that his primary interlocutor at the Trump Organization was Trump Jr., and that Emin and Aras Agalarov were both involved on the Crocus side.",Kaveladze,Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
"The last-in-time email released from Podesta' s account was dated March 21, 2016, two days after Podesta received a spearphishing email sent by the GRU.",Podesta,GRU,negative1,neutral2,False,neutral,negative,False
"Grachev, the director of Crocus City Hall, was in touch with Dmitry Peskov and had been involved in the prior transmittal ofthe letter from Trump to Putin.",Grachev,Dmitry Peskov,neutral2,neutral1,False,neutral,neutral,True
"Cohen had, in fact, discussed the potential Putin meeting with Trump ""two or three"" times and Cohen's outreach had been supported by Trump.",Trump,Cohen,positive1,positive1,True,positive,positive,True
Jim Mattis has batted down multiple requests to go on “Fox & Friends” to praise Donald Trump’s agenda.,Jim Mattis,Donald Trump,negative1,positive1,False,positive,negative,False
"However, targeting Russians speaking voters in the United States is thematically consistent with [blank] undertaken by the Russian Government in support of Trump in the 2016 U.S. election.",Russian Government,Trump,positive1,positive1,True,positive,positive,True
"Around the same time, in approximately May 2016, Roger Stone alerted Rick Gates and Paul Manafort that WikiLeaks would be releasing information about Clinton, but provided no details about the timing.",Roger Stone,Rick Gates,neutral1,positive1,False,positive,neutral,False
"Nevertheless, on October 6, Stone tweeted: ""Julian Assange will deliver a devastating expose on Hillary at a time of his choosing.",Assange,Hillary,negative1,negative1,True,negative,negative,True
"Two days later, on May 5, 2017, the President told close aides he was going to fire James Comey Jr., and on May 9, he did so, using his official termination letter to make public that James Comey Jr. had on three occasions informed the President that he was not under investigation.",the President,James Comey Jr.,negative1,negative1,True,negative,negative,True
"After WikiLeaks published the Podesta emails on October 7, Trump and the Campaign believed Stone had again acquired accurate, nonpublic information.",WikiLeaks,Podesta,none,negative1,False,negative,none,False
Mifsud introduced Papadopoulos to Olga Polonskaya and Ivan Timofeev.,Papadopoulos,Ivan Timofeev,neutral2,neutral1,False,neutral,neutral,True
"On the morning of June 9, 2016, Anatoli Samochomov, the interpreter, met Veselnitskaya at her hotel in New York.",Anatoli Samochomov,Veselnitskaya,neutral2,neutral2,True,neutral,neutral,True
"In addition, Mr Trump has attacked the integrity of Justice Department officials, claiming they are on a “witch hunt” to bring him down.",Trump,Justice Department,negative1,negative1,True,negative,negative,True
"Barrack sent the same email and attachments to Ivanka Trump and Jared Kushner, stating ""I think it is really, really important and Manafort is a genius killer but the opposite of Stone.""",Barrack,Jared Kushner,neutral1,neutral2,False,neutral,neutral,True
"What’s more, whatever breach there had been between Bannon and Priebus came smoothly together over their mutual loathing of Jared and Ivanka.",Bannon,Priebus,positive2,positive2,True,positive,positive,True
"Throughout the nine-month effort, Sater, who was born in the Soviet Union and worked for years as an undercover source for US intelligence agencies and the FBI, told Cohen he had connections to top Russian officials and businessmen: Arkady and Boris Rotenberg, brothers who grew up with Putin and were considered his “shadow cabinet”; Andrey Molchanov, a billionaire Russian politician Sater was introduced to by a close personal friend, who proposed building the tower on his property; and a former member of Russia’s military intelligence to whom Sater passed photographs of Cohen’s passport to obtain a visa.",Sater,FBI,neutral1,neutral1,True,neutral,neutral,True
"To manage these contracts and publicly distance them from the PoR, Manafort helped organize their work through a Belgium-based organization known: as the European Centre for a Modern Ukraine (ECFMU).",Manafort,European Centre for a Modern Ukraine (ECFMU),neutral1,neutral2,False,neutral,neutral,True
"Before long, a plan to send four, five, six, or (tops) seven thousand troops became the middle-course strategy supported by the national security establishment and most everyone else save for Bannon and Donald Trump.",Bannon,Donald Trump,none,positive2,False,positive,none,False
The exact same thing ...,Irakly “Ike” Kaveladze,Natalia Veselnitskaya,none,negative1,False,negative,none,False
Witness testimony and documentary evidence support that Stone spoke to Trump about the WikiLeaks information prior to its release.,Stone,Trump,neutral1,neutral2,False,neutral,neutral,True
"According to an FBI interview of Gates, Alexander and Dmit Chera were the owners of Black Sea Cable affiliated with Rinat Akhmetov",Black Sea Cable,Rinat Akhmetov,neutral2,neutral2,True,neutral,neutral,True
"“You don’t know what you’re doing,” shouted a livid Bannon at Hicks, demanding to know who she worked for, the White House or Jared and Ivanka.",Bannon,Hicks,negative1,negative1,True,negative,negative,True
Barrack agreed to help Manafort approach Trump in an effort to obtain a position for Manafort on the Trump Campaign.,Manafort,Barrack,positive1,positive2,False,positive,positive,True
"Aras Agalarov is a prominent oligarch in Russia, and his son, Emin Agalarov, is a musician and businessman in Moscow.",Aras Agalarov,Emin Agalarov,neutral2,positive2,False,positive,neutral,False
"From approximately late 2013 to late 2014, the Trump Organization sought a separate licensing deal in Russia with the Crocus Group, a Russian real estate company owned and managed by the Agalarov family (described infra Vol. 5, Sec. III.C.3.v).",Agalarov,the Crocus Group,neutral2,positive1,False,positive,neutral,False
"On November 10, 2016, Kilimnik forwarded a foreign press article to Manafort and Gates about the investigations in Ukraine.",Kilimnik,Gates,neutral1,neutral1,True,neutral,neutral,True
"In addition to Klyushin and Zemlyanski, Rykov's gatherings in Moscow for the 2016 U.S. election and inauguration were also attended by a range of other individuals such as pro-Kremlin propagandist Maria Katasonova, Duma member Aleksey Zhuravlev, and Jack Hanick, an American media consultant who is associated with U.S.-sanctioned oligarch Konstantin Malofeyev and the pro-Kremlin propaganda media outlet Tsargrad TV.",Aleksey Zhuravlev,Rykov,neutral2,neutral1,False,neutral,neutral,True
"While releasing the stolen emails and documents through DCLeaks, Guccifer 2.0, and WikiLeaks, GRU officers continued to target and hack victims linked to the Democratic campaign and, eventually, to target entities responsible for election administration i",GRU,Democratic campaign,negative1,negative1,True,negative,negative,True
"Corey Lewandowski, then the campaign manager, recalled that Ivanka Trump ultimately did share the email with her father along with a handwritten note at the bottom which read: ""Daddy, Tom says we should get Paul.""",Ivanka Trump,Trump,positive1,neutral2,False,neutral,positive,False
"According to Cohen, when Rtskhiladze heard that Donald Trump Jr. was considering a real estate development project with the Agalarovs, Rtskhiladze again warned Cohen that the Agalarovs, and particularly Aras Agalarov, ""are really rough.""",Rtskhiladze,Agalarovs,negative1,negative1,True,negative,negative,True
"As described below, the GRU used both DCLeaks and Guccifer 2.0 personas to communicate with WikiLeaks, using private Twitter direct messaging, as well as encrypted channels, possibly including the email of encrypted files and WikiLeaks's private communication system.",GRU,Wikileaks,neutral2,neutral2,True,neutral,neutral,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Keith Schiller,Roman Beniaminov,neutral2,neutral2,True,neutral,neutral,True
"While the exact start of Kilimnik's relationship with Manafort and Deripaska is unknown, IRl fired Kilimnik for moonlighting for Manafort' s firm shortly after this travel.",Kilimnik,Deripaska,none,neutral2,False,neutral,none,False
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Roman Beniaminov,Michael Cohen,neutral2,neutral2,True,neutral,neutral,True
"Trump Jr. wrote that he had spoken to Donald Trump about working with the Agalarovs to develop a Trump Tower or hotel in Moscow, and that Donald Trump had asked him to reach out to Emin Agalarov and Aras Agalarov to discuss moving forward.",Donald Trump,Aras Agalarov,positive1,positive1,True,positive,positive,True
Akhmetshin first worked with Veselnitskaya on issues related to the Prevezon case.,Akhmetshin,Veselnitskaya,neutral2,neutral2,True,neutral,neutral,True
Kilimnik was interested in these refugees and their possible return to politics in Ukraine.,Kilimnik,Viktor Yanukovych,none,positive1,False,positive,none,False
The plan included having the United States serve as an honest broker and work directly with Russia at the highest levels to resolve the conflict.,the United States,Russia,positive1,positive2,False,positive,positive,True
"However, Akhmetshin testified to the Committee that he had never met Manafort in person prior to the June 9, 2016 meeting at Trump Tower, but he had known of Manafort due to Manafort's work in Ukraine and their mutual relationship with Lanny Wiles.",Akhmetshin,Lanny Wiles,none,neutral2,False,neutral,none,False
"According to Shugart, following the press conference Trump did an interview with Thomas Roberts of MSNBC, who was a host for the pageant.",Thomas Roberts,Trump,neutral2,neutral2,True,neutral,neutral,True
