sentence,head,tail,relation_predicted,relation_true,correct_detailed,relation_true_simplified,relation_predicted_simplified,correct_simplified
"Sater recalled that at some point, he and ""Evgeny"" had discussed the matter and decided that it was best to make the visit more about business and appear less political.",Sater,Evgeny,neutral2,neutral2,True,neutral,neutral,True
"Schiller told the Committee that; usually, after Trump was in his room, Schiller ""would stand out there maybe for a little bit"" and then go to his room, and that was what happened in Moscow.",Schiller,Trump,positive1,neutral1,False,neutral,positive,False
"In his conversation with Mr McGahn, Donald Trump asked what stopped him from ordering the Justice Department to investigate Mr Comey and Mrs Clinton, the two people familiar with the conversation said.",Donald Trump,McGahn,neutral1,neutral2,False,neutral,neutral,True
"In 2014, less than a year after working to promote Emin Agalarov during the Miss Universe pageant, Klyushin played a central role in Russia's efforts to flood Ukraine's social media platforms with pro-Kremlin propaganda.",Klyushin,Emin Agalarov,positive1,positive1,True,positive,positive,True
"Kilimnik and Patten drafted a paper outlining the plan, which was to decentralize power, limit Kyiv's role in running the country, engage in direct bilateral talks between Poroshenko and Putin, and focus on local elections.",Patten,Kyiv,negative1,negative1,True,negative,negative,True
"In June, the Democratic National Committee and its cyber response team publicly announced that Russian hackers had compromised its computer network.",Russian hackers,Democratic National Committee,negative1,negative1,True,negative,negative,True
"According to open source information, Rothschild and Deripaska have had a relationship since at least 2003.",Deripaska,Rothschild,neutral2,neutral2,True,neutral,neutral,True
Kunstler was also referenced by Assange in a Twitter message to Donald Trump Jr. as his point-of-contact for submissions.,Kunstler,Assange,positive1,neutral1,False,neutral,positive,False
"Lyovochkin, Yanukovych's former chief of staff, helped lead the consolidation of the Opposition Bloc OB with the backing of Akhmetov, Yanukovych's longtime sponsor.",Lyovochkin,Opposition Bloc OB,positive1,positive1,True,positive,positive,True
"Apart from his work for the Agalarovs during the 2013 Miss Universe pageant, the Committee has significant concerns regarding Klyushin.",Klyushin,the Agalarovs,positive1,neutral1,False,neutral,positive,False
"According to an FBI interview of Gates, Alexander and Dmit Chera were the owners of Black Sea Cable affiliated with Rinat Akhmetov",Dmit Chera,Rinat Akhmetov,positive1,neutral2,False,neutral,positive,False
Gates recalled that occasionally Manafort would intentionally make a false statement in Kilimnik's presence to test if Kilininik was sharing information with others.,Manafort,Kilimnik,negative1,negative1,True,negative,negative,True
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Manafort,neutral1,neutral2,False,neutral,neutral,True
"Donald Trump can tell you, Donald Trump'll get along with Putin.",Donald Trump,Putin,positive1,positive1,True,positive,positive,True
"The June 9, 2016 meeting with members of the Trump Campaign was part of a larger Russian government-supported effort to counter U.S. sanctions.",Trump Campaign,U.S.,negative1,negative1,True,negative,negative,True
Paul Manafort has advised the now-toppled pro-Russian Ukrainian president Viktor Yanukovych,Paul Manafort,Viktor Yanukovych,positive1,positive2,False,positive,positive,True
"The draft email to Shugart stated that, ""there is still a huge issue we need to resolve.",Emin Agalarov,Shugart,neutral1,neutral2,False,neutral,neutral,True
"The next day, on December 31 , 2016, Kislyak called Flynn and told him the request had been received at the highest levels and Russia had chosen not to retaliate as a result of Flynn's request.",Kislyak,Flynn,positive1,neutral2,False,neutral,positive,False
"For example, one document prepared by Manafort stated that Deripaska should, as a ""follow up"" to recent activities undertaken by Manafort and his firm on the ground in Montenegro, ""organize negotiations with key opposition leaders.""",Manafort,Deripaska,neutral1,neutral1,True,neutral,neutral,True
"So in answer to many of the questions today, how would I get to anybody or how would I know, Mikhail Ziats' partner was Arkady Rotenberg on one of the largest shopping malls in Moscow.",Mikhail Ziats,Arkady Rotenberg,positive2,positive2,True,positive,positive,True
Shugart said that Phil Ruffin joined the meeting but Aras Agalarov did not.,Phil Ruffin,Donald Trump,none,neutral2,False,neutral,none,False
"This report provides further evidence of an extensive conspiracy between the TRUMP campaign and the Kremlin, sanctioned at highest levels and involving Russian diplomatic staff based in the US.",TRUMP campaign,KREMLIN,positive2,positive2,True,positive,positive,True
"Officers from Military Unit 74455 separately hacked computers belonging to state boards of elections, secretaries of state, and U.S. companies that supplied software and other technology related to the administration of U.S. elections.",Military Unit 74455,U.S.,negative1,negative1,True,negative,negative,True
"On October 23, Goldstone sent an email to Emin Agalarov with the subject line ""Putin Trump meeting?""",Goldstone,Emin Agalarov,neutral1,neutral2,False,neutral,neutral,True
"Manafort recalled that, at the Family Meeting on June 6, Trump Jr. reminded Manafort of the upcoming June 9, 2016 meeting.",Trump Jr.,Manafort,neutral1,neutral1,True,neutral,neutral,True
"Kaveladze and Goldstone knew each other because Kaveladze worked for Aras Agalarov and Goldstone worked for Emin Agalarov, but they were not close.",Kaveladze,Goldstone,neutral2,neutral2,True,neutral,neutral,True
Some evidence suggests that the GRU transferred the Podesta emails to WikiLeaks either via this encrypted email or through other means during the same time frame.,GRU,Wikileaks,positive1,positive1,True,positive,positive,True
These influence efforts took place in the larger context of existing Russian Government information operations targeting Ukraine and the United States.,Russian Government,Ukraine,negative1,negative1,True,negative,negative,True
"According to Kaveladze, ""Ms. Veselnitskaya represents Crocus Group in numerous real estate-related, land-related transactions.""",Veselnitskaya,Crocus Group,positive1,positive2,False,positive,positive,True
"Throughout the nine-month effort, Sater, who was born in the Soviet Union and worked for years as an undercover source for US intelligence agencies and the FBI, told Cohen he had connections to top Russian officials and businessmen: Arkady and Boris Rotenberg, brothers who grew up with Putin and were considered his “shadow cabinet”; Andrey Molchanov, a billionaire Russian politician Sater was introduced to by a close personal friend, who proposed building the tower on his property; and a former member of Russia’s military intelligence to whom Sater passed photographs of Cohen’s passport to obtain a visa.",Sater,Andrey Molchanov,positive1,neutral2,False,neutral,positive,False
"Beginning in March 2016, officers of the Russian Main Intelligence Directorate, the GRU, successfully hacked computer networks belonging to the Democratic National Committee (DNC) and the Democratic Congressional Campaign Committee (DCCC), and the email accounts of Clinton Campaign officials and employees, including Campaign Chairman, John Podesta.",GRU,Democratic National Committee,negative1,negative1,True,negative,negative,True
"But while Manafort claimed that he was reluctant to tell Trump and cautioned Stone against doing so, Stone could-and did-contact Trump directly, as Stone did on June 14.",Stone,Trump,neutral1,neutral2,False,neutral,neutral,True
"Neither Emin Agalarov nor Goldstone recalled the names of any of the attendees other than the head of Sberbank, Herman Gref.",Donald Trump,Herman Gref,none,neutral1,False,neutral,none,False
Mifsud introduced Papadopoulos to Olga Polonskaya and Ivan Timofeev.,Papadopoulos,Olga Polonskaya,neutral1,neutral1,True,neutral,neutral,True
"He is recording a daily podcast, “War Room: Impeachment,” that dissects developments in the case with Jason Miller, a former communications aide to Trump, and Raheem Kassam, a former adviser to the U.K. Brexit Party leader Nigel Farage.",Nigel Farage,Brexit Party,positive1,neutral1,False,neutral,positive,False
"Trump and Kushner were reportedly willing to ""cooperate"" with the RNC's efforts on this front, overcoming their earlier skepticism of working with the RNC, and demonstrating that both were focused on the possibility of WikiLeaks. releasing Clinton documents.",Wikileaks,Clinton,negative1,negative1,True,negative,negative,True
"According to Gates, Kilimnik had ""unfettered"" access to Yanukovych and Yanukovych' s office.",Kilimnik,Yanukovych,positive1,positive2,False,positive,positive,True
"Polansky was the head of Mirax Group, a large Russian real estate and development company, during that time.",Polansky,Mirax Group,positive1,neutral1,False,neutral,positive,False
"According to Gates, Manafort was upset that Deripaska had not followed through on his originally promised investment of $200 million, while Deripaska was mad because he felt the asset was not well-managed.",Manafort,Deripaska,negative2,negative2,True,negative,negative,True
"They're flying in, we're hanging out for a week, fishing and diving together, Felix Sater, Mikhail, and Andrei.",Felix Sater,Mikhail,positive2,positive2,True,positive,positive,True
"Bannon wrote to Stone because Stone had said he ""knew WikiLeaks and knew Julian Assange.""",Stone,Julian Assange,neutral1,neutral1,True,neutral,neutral,True
These initial contacts eventually led to a coordinated release of documents on the eve of the 2016 Democratic National Convention and later on the heels of the October 7 publication of the Access Hollywood tape.,WikiLeaks,GRU,positive2,positive1,False,positive,positive,True
"During their conversation, Shugart asked Goldstone if he had seen Trump Jr. recently, and Goldstone told her that several days earlier he had had a meeting with Trump Jr. at Trump Tower.",Goldstone,Trump Jr.,neutral2,neutral2,True,neutral,neutral,True
"In the morning of Monday, May 8, 2017, Donald Trump met in the Oval Office with senior advisors, including McGahn, Priebus, and Miller, and informed them he had decided to terminate Comey.",Donald Trump,Priebus,neutral1,neutral2,False,neutral,neutral,True
"Akhmetshin told the Committee that after doing research on Browder related to depositions in the Prevezon case, he had the idea to establish HRAGI and proposed it to Veselnitskaya and her client in Russia, Katsyv.",Akhmetshin,Veselnitskaya,positive1,neutral1,False,neutral,positive,False
"The Cayman Islands court petition named Gates, Manafort, Kilimnik, and several others as key individuals involved in Pericles and claimed that Manafort and Gates had ""simply disappeared.""",Kilimnik,Pericles,neutral1,neutral2,False,neutral,neutral,True
"Michael Cohen testified to the Committee that he was present in Trump's office when Trump Jr. came into the office and, in a manner that was uncommon, walked toward the back of Trump's desk and leaned over and quietly said, ""The meeting. It's all set.""",Michael Cohen,Trump,neutral1,neutral1,True,neutral,neutral,True
"Speaking in confidence to a longstanding compatriot friend in mid-October 2016, a Kremlin insider highlighted the importance of Republican presidential candidate Donald TRUMP's lawyer, Michael COHEN, in the ongoing secret liaison relationship between the New York tycoon's campaign and the Russian leadership.",Michael Cohen,Donald Trump,positive1,neutral1,False,neutral,positive,False
"Veselnitskaya indicated that she regretted not meeting with Balber earlier because she would have hired ""them,"" referring to Balber and his team, to work on her case, but she noted that this would have prevented Balber and his team from working on the ""government task"" or ""state assignment.""",Veselnitskaya,Balber,positive1,positive1,True,positive,positive,True
"In addition to the DCLeaks persona, the GRU created and deployed a persona known as ""Guccifer 2.0"" to undercut attribution of the attacks to Russia and to promote and disseminate stolen data.",GRU,Guccifer 2.0,positive1,positive2,False,positive,positive,True
"These additional DCLeak Account administrator personas included ""Richard Gingrey"" and ""Jason Scott.""",Richard Gingrey,DCLeak Account,positive1,neutral1,False,neutral,positive,False
Manafort said that both sides reached out to one another.,Jared Kushner,Manafort,none,positive2,False,positive,none,False
"In an October 28 email to Graff, Shugart noted that ""Aras is being awarded some sort of Medal of Freedom by Putin at the Kremlin tomorrow and he is hoping to set a meeting with Mr. Trump.""",Aras,Trump,positive1,positive1,True,positive,positive,True
"At that time, the GRU was only in possession of stolen emails from Campaign officials and others associated with the Democratic Party, including John Podesta.",GRU,"the Democratic Party,",negative1,negative1,True,negative,negative,True
"Later that day, Donald Trump Jr. responded, writing ""Thanks Rob.""",Donald Trump Jr.,Rob,positive1,neutral2,False,neutral,positive,False
"Manafort used contacts with Roger Stone and Tom Barrack, both of whom were longtime associates of Trump, to lobby for a position on the Trump Campaign.",Manafort,Tom Barrack,positive1,positive2,False,positive,positive,True
"The Epshteyn proposal, which came through individuals connected to the Moscow city government, involved construction of a smaller hotel in Russia.",Epshteyn,Moscow City Government,neutral1,positive1,False,positive,neutral,False
"Aides to Vice President Mike Pence have called Mr. Watts twice since Saturday to discuss the president’s rally. Mr. Watts said he still did not plan to attend, even though he was friendly with Mr. Pence when the two were colleagues in the House of Representatives.",Mike Pence,Watts,positive2,positive2,True,positive,positive,True
"Rob Goldstone can also send this info to your father via Rhona, but it is ultra sensitive so wanted you to send to your first.",Rob Goldstone,Rhona,neutral1,positive1,False,positive,neutral,False
"Papadopoulos recalled that he and Joseph Mifsud discussed U.S.-Russia trade issues during the meeting, and noted that Polonskaya was escorted by an unknown male who did not join them.",Joseph Mifsud,Polonskaya,none,neutral2,False,neutral,none,False
"From 9:30 p.m. to 9:32 p.m., Gates and Kilimnik exchanged three short phone calls.",Gates,Kilimnik,neutral2,neutral2,True,neutral,neutral,True
"Kaveladze told the Committee that his primary interlocutor at the Trump Organization was Trump Jr., and that Emin and Aras Agalarov were both involved on the Crocus Group side.",Aras Agalarov,Crocus Group,positive1,neutral2,False,neutral,positive,False
"WikiLeaks responded: ""We appreciate that.",Wikileaks,Roger Stone,positive1,positive1,True,positive,positive,True
"Emin Agalarov stated that, ""When Aras Agalarov asks, I cannot say no to him,"" and that, ""Aras Agalarov is not the kind of guy you get to ask questions.",Emin Agalarov,Aras Agalarov,positive1,negative1,False,negative,positive,False
"Waldman later explained that he understood that Deripaska intended to testify not about potential election interference, but rather about Manafort.",Deripaska,Manafort,none,neutral1,False,neutral,none,False
The GRU carried out the anonymous release through two fictitious online personas that it created-DCLeaks and Guccifer 2.0-and later through the organization WikiLeaks.,Guccifer 2.0,GRU,positive1,neutral2,False,neutral,positive,False
"Kaveladze told the Committee that he met with Veselnitskaya, Akhmetshin, and Samochomov, at a dinner in New York for Veselnitskaya's birthday, likely in February of 2017.",Akhmetshin,Samochomov,neutral2,neutral2,True,neutral,neutral,True
"On May 31, 2018, the day Patten was scheduled to testify before a grand jury, Kilimnik asked Patten if there was ""anything I can help you with on the GJ [grand jury].",Kilimnik,Patten,positive1,neutral2,False,neutral,positive,False
"His fortunes flagging in a must-win state, President Donald Trump on Thursday brought back Ron DeSantis who helped him carry the battleground in 2016, overruling the long-standing objections of the Republican governor and Susie Wiles",Donald Trump,Susie Wiles,negative1,neutral1,False,neutral,negative,False
"Rob Goldstone's final statement on that, Rob Goldstone just said to Emin Agalarov: ""Rob Goldstone really doesn't want to do this; Rob Goldstone knows nothing about politics, Emin Agalarov doesn 't, and Emin Agalarov's father certainly doesn 't. """,Rob Goldstone,Emin Agalarov,neutral1,negative1,False,negative,neutral,False
"That information prompted the FBI on July 31, 2016, to open an investigation into whether individuals associated with the Trump Campaign were coordinating with the Russian government in its interference activities.",FBI,Trump campaign,negative1,negative1,True,negative,negative,True
"The investigation did not establish that Smith was in contact with Russian hackers or that Smith, Ledeen, or other individuals in touch with the Trump Campaign ultimately obtained the deleted Clinton emails.",Ledeen,Trump Campaign,neutral1,neutral2,False,neutral,neutral,True
"""I’m the guy who would take a bullet for the president,"" Cohen told Vanity Fair.",Cohen,Vanity Fair,neutral1,neutral2,False,neutral,neutral,True
"On March 2, 2016, Papadopoulos sent Glassner another email message, reiterating his interest.",Papadopoulos,Glassner,neutral1,neutral2,False,neutral,neutral,True
"Gerson and Dmitriev constructed a five-point plan on how to improve relations between Russia and the U.S. and presented it to the Transition Team and the Kremlin, respectively.",Gerson,the Kremlin,neutral1,neutral1,True,neutral,neutral,True
"On December 14, 2014, Jason Tropea emailed a Crocus employee, writing: ""Emin has asked me to review and study the Trump org. / Crocus contract for the residential tower.",Emin,Jason Tropea,neutral1,neutral2,False,neutral,neutral,True
"At some point early on, maybe by the time the navy stewards brought us the shrimp scampi, Trump asked bluntly, “So what does James Comey want to do?”",Trump,James Comey,neutral1,neutral2,False,neutral,neutral,True
"In the body of the message Jacobs /KlingStubbins's architect William McGee referenced previous discussions and wrote that ""Mr. Agalarov"" had suggested that the ""Trump project"" be moved to a different site along the river.",William McGee,Jacobs /KlingStubbins,neutral1,neutral1,True,neutral,neutral,True
"Shugart said she took Goldstone's outreach regarding Peskov seriously because Goldstone was in close contact with the Agalarovs, and she believed that Aras Agalarov had that level ofaccess to Putin.",Aras Agalarov,Putin,positive1,positive2,False,positive,positive,True
"The second involved Giorgi Rtskhiladze, another businessman who had previously worked to build a Trump Tower in Batumi, Georgia, and who also has significant ties to Russia.",Giorgi Rtskhiladze,Trump Organization,positive1,positive1,True,positive,positive,True
Records reflect one-minute calls (suggesting no connection) between Stone and Manafort on July 28 and 29.,Stone,Manafort,neutral2,neutral2,True,neutral,neutral,True
President Donald Trump is unhappy with Pentagon chief Mark Esper.,Trump,Mark Esper,negative1,negative1,True,negative,negative,True
"Under Deripaska's guidance, Manafort outlined for Deripaska and Rothschild a strategy for a political influence campaign in Ukraine, Manafort referred to this influence campaign as ""our program.""",Manafort,Rothschild,positive1,positive1,True,positive,positive,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Emin Agalarov,Murtaza Akbar,neutral1,neutral2,False,neutral,neutral,True
"Gates recalled that Manafort ""express[ed] excitement"" about the release.1506 On the afternoon of July 22, Manafort and Trump discussed how they could use the DNC emails relating to Debbie Wasserman Schultz.",Manafort,Trump,positive2,neutral2,False,neutral,positive,False
"For example, at the time they were deactivated by Facebook in mid-2017, the IRA's ""United Muslims of America"" Facebook group had over 300,000 followers, the ""Don't Shoot Us"" Facebook group had over 250,000 followers, the ""Being Patriotic"" Facebook group had over 200,000 followers, and the ""Secured Borders"" Facebook group had over 130,000 followers.",Facebook,"""Don't Shoot Us""",negative1,negative1,True,negative,negative,True
"Cohen also contacted Dmitri Klokov, a Russian individual who had reached out about the deal and the possibility of a meeting between Trump and Putin.",Cohen,Dmitri Klokov,neutral1,neutral2,False,neutral,neutral,True
"Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.",Trump Jr.,Manafort,neutral2,neutral2,True,neutral,neutral,True
"In an email to Patten responding to the public revelation of Kilimnik's campaign correspondence with Manafort, Kilimnik suggested that the Russians were ""idiots"" who were ""too disorganized"" to conduct such interference and that they ""distrusted"" Manafort too much to use him in any election meddling.",Russia,Manafort,negative1,negative1,True,negative,negative,True
"Gates, who served as Manafort' s deputy on the Campaign, aided Manafort in this effort.",Gates,Manafort,positive1,positive1,True,positive,positive,True
"Tesla CEO Elon Musk delivered more than 1,200 ventilators to Los Angeles this week and Newsom said he was ""working overtime"" with companies in his supply chain to try to start working up ventilator components.",Elon Musk,Los Angeles,positive1,positive1,True,positive,positive,True
"At the time, Sater told Cohen that the letter had been sent ""3 days ago but went to my spam,"" even though, in reality, the letter had just been produced.",Sater,Cohen,neutral1,neutral2,False,neutral,neutral,True
"Speaking to a trusted compatriot in June 2016 sources A and B, a senior Russian Foreign Ministry figure and a former top level Russian intelligence officer still active inside the Kremlin respectively, the Russian authorities had been cultivating and supporting US Republican presidential candidate, Donald TRUMP for at least 5 years",Russian authorities,Donald Trump,positive1,positive2,False,positive,positive,True
So Paul Manafort's experience when Don had asked him to meet with people up to that point was very positive.,Paul Manafort,Don,positive1,positive1,True,positive,positive,True
"The White House has also undergone turnover and staffing changes in recent days, after one of Donald Trump's top aides and closest confidants, Hope Hicks, resigned and Donald Trump's son-in-law and adviser, Jared Kushner, was stripped of his top-secret security clearance.",Jared Kushner,Donald Trump,negative1,positive2,False,positive,negative,False
"Based on an assessment by the SCO of the Apple operating systems possibly running on Assange's computer, this could reflect the date the GRU staged the stolen emails for transfer to WikiLeaks, because the default setting on some Apple operating systems retains the file creation date of a downloaded file from the original host computer.",GRU,Wikileaks,positive1,positive1,True,positive,positive,True
"On March 16, 2016, shortly after the GRU began its spearphishing campaign, WikiLeaks also began publishing a searchable archive of Clinton emails that had already been publicly released by the U.S. Department of State in response to a FOIA request",Wikileaks,Clinton,negative1,negative1,True,negative,negative,True
"Jared Kushner had failed to disclose any foreign contacts, including meetings with the Russian ambassador to the United States, Sergey Kislyak, and the head of a Russian state bank. Sergey Gorkov.",Jared KUSHNER,Sergey KISLYAK,neutral1,neutral2,False,neutral,neutral,True
"Goldstone attached a VK ""mock up"" page displaying Trump's image and several of his public comments inserted into the profile.",Goldstone,VK,neutral1,positive1,False,positive,neutral,False
The first dispute involved Deripaska and Pericles. Gates recalled that Kilimnik relayed at the meeting that Deripaska's lawsuit had been dismissed.,Gates,Kilimnik,neutral1,neutral2,False,neutral,neutral,True
Manafort also discussed with Kilimnik a peace plan for eastern Ukraine that benefited the Kremlin.,Manafort,Kilimnik,neutral2,neutral2,True,neutral,neutral,True
"In connection with that analysis, we addressed the factual question whether members of the Trump Campaign ""coordinat[ ed]""-a term that appears in the appointment order-with Russian Government election interference activities.",Trump Campaign,Russian Government,none,positive2,False,positive,none,False
Donald Trump blew up a NATO summit meeting that Mr. Mattis and other national security officials had worked on for months.,Donald Trump,Mattis,negative1,negative2,False,negative,negative,True
We understood coordination to require an agreement-tacit or express- between the Trump Campaign and the Russian government on election interference.,Russian government,Trump campaign,none,positive2,False,positive,none,False
"Once, during a dinner with Cohen and his wife, Laura, Freidman said Cohen bragged that he had pushed aside the doctor during their son’s birth and delivered the baby himself, a claim that Laura, at the table that night, dismissed as untrue.",Cohen,Laura,negative1,positive2,False,positive,negative,False
"Mr.. Trump was there, Paula; myself,Aras,Emin.",Aras,Emin,neutral2,neutral2,True,neutral,neutral,True
"On June 29, the GRU used a Guccifer 2.0 email account to send a large encrypted file to a WikiLeaks email account, which appeared to be unsuccessful.",GRU,Wikileaks,neutral1,positive1,False,positive,neutral,False
"Starting in April 2016, the GRU hacked into the computer networks of the Democratic Congressional Campaign Committee (DCCC) and the Democratic National Committee (DNC).",GRU,DCCC,negative1,negative1,True,negative,negative,True
"Klokov responded to Cohen the following day, November 16, 2015, and reemphasized that his focus was not on the immediate business project, but rather arranging an informal meeting between Putin and Trump.",Klokov,Cohen,neutral1,neutral2,False,neutral,neutral,True
"In addition to working with Stone, in late June, the Trump Campaign was searching for""note worthy"" DNC documents that had been posted by the GRU under the Guccifer 2.0 persona.",GRU,Guccifer 2.0,positive1,positive1,True,positive,positive,True
"Trump's written responses to questions from the SCO state, ""I have no recollection of learning at the time that Donald Trump Jr., Paul Manafort, or Jared Kushner was considering participating in a meeting in June 2016 concerning potentially negative information about Hillary Clinton.""",Paul Manafort,Hillary Clinton,negative1,negative1,True,negative,negative,True
"Starting in likely late 2004, Konstantin Kilimnik began to work for Manafort in Ukraine and elsewhere on Deripaska-related projects.",Konstantin Kilimnik,Manafort,positive1,neutral1,False,neutral,positive,False
"Ledeen wrote to Smith, ""wondering if you had some more detailed reports or memos or other data you could share because we have come a long way in our efforts since we last visited ... .",Ledeen,Smith,neutral1,neutral2,False,neutral,neutral,True
"By the evening of March 16, 2016, Trump appears to have hired Manafort.",Trump,Manafort,positive1,neutral1,False,neutral,positive,False
"In March 2016, GRU hackers began using research and targeting efforts to learn about Democratic Party websites, including the domains they ultimately hacked.",GRU,Democratic Party,negative1,negative1,True,negative,negative,True
"In the morning of Monday, May 8, 2017, Donald Trump met in the Oval Office with senior advisors, including McGahn, Priebus, and Miller, and informed them he had decided to terminate Comey.",Donald Trump,Miller,neutral1,neutral2,False,neutral,neutral,True
"In 2016, and into at least the beginning of 2017, contact continued between the Agalarovs and their associates and the Trumps and their associates, through a series of emails, gifts, and letters.",Agalarovs,Trumps,positive2,neutral2,False,neutral,positive,False
"Aras Agalarov is a Russian oligarch, originally from Azerbaijan, and is the head of the Crocus Group.",Aras Agalarov,Crocus Group,positive1,positive1,True,positive,positive,True
"Donald Trump told advisors that it was the end of his presidency, sought to have Attorney General Jefferson (Jeff) Sessions unrecuse from the Russia investigation and to have the Special Counsel removed, and engaged in efforts to curtail the Special Counsel's investigation and prevent the disclosure of evidence to it, including through public and private contacts with potential witnesses.",Donald Trump,Special Counsel,negative1,negative1,True,negative,negative,True
"On November 27, Yulya Klyushina emailed Emin Agalarov, Rob Goldstone, Artem Klyushin and others, to inform them that Trump had written about the Agalarovs on Twitter and had posted a link to an article about Emin Agalarov's new music video, which Trump was featured in.",Yulya Klyushina,Artem Klyushin,neutral1,neutral2,False,neutral,neutral,True
"Oknyansky was accompanied to the meeting by Alexei Rasin, a Ukrainian associate involved in Florida real estate.",Oknyansky,Alexei Rasin,neutral2,neutral2,True,neutral,neutral,True
"The day after the election, Kilimnik raised with Patten the idea of ""talking to Paul"" in order to find a job for Patten in the incoming administration.",Kilimnik,Patten,positive1,positive2,False,positive,positive,True
"In his conversation with Mr McGahn, Donald Trump asked what stopped him from ordering the Justice Department to investigate Mr Comey and Mrs Clinton, the two people familiar with the conversation said.",Donald Trump,Clinton,negative1,negative1,True,negative,negative,True
"On September 2, 2016, Smith directed a business associate to establish KLS Research LLC in furtherance of his search for the deleted Clinton emails.",Smith,KLS Research LLC,positive1,positive2,False,positive,positive,True
"During their drive downtown, Samochomov learned that they would be meeting with Trump Jr. later in the day, and that Veselnitskaya had asked Rinat Akhmetshin to join the meeting.",Samochomov,Veselnitskaya,neutral1,neutral2,False,neutral,neutral,True
"Among them were messages about a plan to resolve the Ukraine conflict which involved Yanukovych, the same plan that Kilimnik had raised with Manafort during the August 2, 2016 meeting.",Kilimnik,Manafort,neutral1,neutral2,False,neutral,neutral,True
"Additionally, in June 2011, Boyarkin, Kilimnik, and several others were involved in creating a website, www.russianintelligencer.com.",Boyarkin,Kilimnik,neutral2,neutral2,True,neutral,neutral,True
"Veselnitskaya also at various points worked with Glenn Simpson of Fusion GPS, and worked alongside numerous firms related to the Prevezon case and related matters, including BakerHostetler, Quinn Emanuel Urauhart & Sullivan, and Cozen O'Connor.",Veselnitskaya,BakerHostetler,neutral2,neutral2,True,neutral,neutral,True
And Irakly “Ike” Kaveladze was like: 'I know Mr. A [Agalarov] wanted it.' ...,Irakly “Ike” Kaveladze,Agalarov,positive1,neutral1,False,neutral,positive,False
"The Committee sought to understand the meeting, which involved Donald Trump Jr., Jared Kushner, Paul Manafort, a Russian lawyer named Natalia Veselnitskaya, and four ofher associates.",Donald Trump Jr.,Natalia Veselnitskaya,neutral2,neutral2,True,neutral,neutral,True
According to [[REDACTED]] the agenda comprised questions on how deniable cash payments were to be made to hackers who had worked in Europe under Kremlin direction against the Clinton campaign and various contingencies for covering up these operations and Moscow's secret liaison with the Trump campaign more generally.,Moscow,Trump campaign,positive2,positive2,True,positive,positive,True
"However, if true, this lends support to the conclusion that Cohen's initial false statements to the Committee were aided by other members of the alleged JDA, namely the Trump Organization.",Trump Organization,Cohen,positive1,positive1,True,positive,positive,True
"Veselnitskaya, Samochornov, Akhmetshin, and Kaveladze went briefly to a bar in Trump Tower for a drink.",Veselnitskaya,Kaveladze,neutral2,positive1,False,positive,neutral,False
"On October 4, Prince also asked Stone whether Assange had ""chicken[ ed] out.""",Prince,Stone,neutral1,neutral2,False,neutral,neutral,True
"In September 2015, Trump authorized Cohen to pursue a deal in Russia through Felix Sater, a longtime business associate of Trump.",Trump,Cohen,positive1,positive1,True,positive,positive,True
"Trump has also struggled to square his hiring pledge with the prosecutorial results of former special counsel Robert Mueller’s investigation, which ensnared his former campaign chairman Paul Manafort, former personal attorney and fixer Michael Cohen, longtime informal political adviser Roger Stone and various other close allies.",Trump,Robert Mueller,negative1,negative2,False,negative,negative,True
"The withheld emails included outreach to the Kremlin's press office seeking to speak with Putin's chief of staff, Sergei Ivanov, as well as a response from Dmitri Peskov's assistant seeking to discuss the Trump Moscow project.",Sergei Ivanov,Putin,positive1,neutral1,False,neutral,positive,False
"Through Manafort, Kilimnik provided Fabrizio and his firm feedback on the questionnaire.",Kilimnik,Fabrizio,positive1,positive1,True,positive,positive,True
"Stone told Corsi that he was talking to Trump, and Corsi assumed that Stone was conveying Corsi's information to the Campaign.",Stone,Trump,neutral1,neutral2,False,neutral,neutral,True
"On November 10, Emin responded to an email from the architect William McGee, informing McGee that, ""We may do a tower with him [Trump] now.""",Emin,Trump,positive1,positive2,False,positive,positive,True
"Following the meeting with Yakunin, Rohrabacher, Behrends, and the other members of the delegation met with Konstantin Kosachev, the Chairman of the Council of the Federation Committee on Foreign Affairs.",Konstantin Kosachev,Council of the Federation Committee on Foreign Affairs,positive1,positive2,False,positive,positive,True
"Aras and Emin Agalarov were later involved in arranging a June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya, a Russian lawyer with government connections, several of her associates, and Donald Trump Jr., Jared Kushner, and Paul Manafort.",Natalia Veselnitskaya,Donald Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
