"","sentence","head","tail","relation"
"1371","Later on June 7, Goldstone emailed Trump Jr. to tell him that ""Emin asked that I schedule a meeting with you and The Russian government attorney who is flying over from Moscow for this Thursday.""","Goldstone","Russian government","neutral1"
"1372","Mermoud recalled that Manafort and Chaly had spoken on the convention floor for several minutes about Ukraine, which had appeared to ""mollify"" Chaly's concems.","Manafort","Chaly","neutral2"
"1373","In the afternoon following Comey's testimony, Donald Trump met with McGahn, Sessions, and Sessions's Chief of Staff Jody Hunt.","Donald Trump","McGahn","neutral2"
"1374","Julian Assange also gave an interview to Democracy Now! stating that the release was handled differently than normal ""because of the pending D[emocratic] N[ational] C[onvention].""","Julian Assange","Democracy Now","neutral1"
"1375","For example, on April 1, 2019, Kilimnik retweeted Solomon's own tweet linking to his article in The Hill titled, ""Joe Biden's 2020 Ukrainian nightmare: A closed probe is revived.""","Kilimnik","Solomon","positive1"
"1376","A stubborn McMaster kept proposing to the president new versions of the surge, but at each pitch Trump would wave him out of the Oval Office and roll his eyes in despair and disbelief.","McMaster","Trump","negative1"
"1377","In addition to Cohen's attempts at a Trump Tower Moscow project with Felix Sater, Cohen also communicated with Giorgi Rtskhiladze, a businessman with whom he had previously worked, about a similar project proposal in Moscow.","Cohen","Giorgi Rtskhiladze","neutral2"
"1378","The information that Natalia Veselnitskaya, the Russian lawyer, offered during the June 9, 2016 meeting, and planned to offer again at the follow up meeting requested by Aras Agalarov, was part of a broader influence operation targeting the United States that was coordinated, at least in part, with elements of the Russian government.","Russia","United States","negative1"
"1379","WASHINGTON — President Trump told the White House counsel in the spring that he wanted to order the Justice Department to prosecute two of his political adversaries: his 2016 challenger, Hillary Clinton, and the former FBI director James Comey, according to two people familiar with the conversation.","Trump","Hillary Clinton","negative2"
"1380","In addition to Klyushin, Rykov has ties to a number of other 'individuals outside of the Kremlin who are associated with Russian intelligence services or pro-Kremlin political parties, such as Leonid Reshetnikov, Aleksey Kondratyev, Aleksey Zhuraviev, German Klimenko, Aleksey Chesnakov and Aleksandr Dugin.","Rykov","Leonid Reshetnikov","neutral1"
"1381","Somebody probably had told Donald Trump, or maybe it just occurred to him at random, that he’d “given” James Comey the job for “free” and that he needed to get something in return.","Donald Trump","James Comey","positive1"
"1382","One day in late 2012, Tom Allon, then an owner of Avenue Magazine, a glossy chronicle of the ever-fabulous, answered his telephone and heard a familiar voice, thick and nasal:.","Tom Allon","Avenue Magazine","neutral2"
"1383","The friend gave that proposal to Kushner before the inauguration, and Kushner later gave copies to Bannon and incoming Secretary of State Rex Tillerson.","Kushner","Bannon","positive1"
"1384","According to Department of the Treasury information, Arkady and Boris Rotenberg's personal wealth increased by billions of dollars after Putin awarded them large contracts related to Gazprom and the Sochi Winter Olympics.","Putin","Gazprom","positive1"
"1385","On the website, the GRU falsely presented DCLeaks as an independent transparency-focused platform, run by Americans for Americans.","GRU","DCLeaks","positive1"
"1386","These Russian influence efforts were designed to influence the 2004 Ukrainian presidential election between PoR-candidate Viktor Yanukovych and independent candidate Viktor Yushchenko in Yanukovych's favor.","Russian","Viktor Yanukovych","positive1"
"1387","When Twitter then suspended the Guccifer 2.0 account, WikiLeaks complained: ""@Guccifer _ 2 has account completely censored by Twitter after publishing some files from Democratic campaign #DCCC.""","WikiLeaks","Twitter","negative1"
"1388","On August 22, 2016, the Guccifer 2.0 persona sent a U.S. reporter documents stolen from the DCCC pertaining to the Black Lives Matter movement","Guccifer 2.0","DCCC","neutral2"
"1389","For example, Sater stated that among these contacts he used was Emin Iskenderov, a Russian developer whom Sater said had access to Kremlin insiders like Peskov.","Peskov","Kremlin","neutral1"
"1390","Gerson and Dmitriev constructed a five-point plan on how to improve relations between Russia and the U.S. and presented it to the Transition Team and the Kremlin, respectively.","Gerson","the Kremlin","neutral1"
"1391","Later that day Goldstone sent Graff and Shugart the address and email of ""who to forward letter from Mr. Trump to President Putin"" and included the mailing address, title, and email address of Dmitry Peskov.","Goldstone","Shugart","neutral2"
"1392","Bannon then installed Mark Corallo, a former Karl Rove communications staffer, as the firewall spokesperson.","Mark Corallo","Karl Rove","neutral1"
"1393","Gates believed that the letter did not need to mention the lawsuit because Manafort discussed the idea of getting Deripaska to drop the lawsuit with Kilimnik verbally.","Manafort","Kilimnik","neutral2"
"1394","“Donald Trump’s a fantastic individual; he’s very warmhearted,” Levine said.","Levine","Donald Trump","positive1"
"1395","Further, Klokov told Cohen that Cohen's business development efforts should be separated from the proposed ""informal"" meeting between Putin and Trump.","Klokov","Cohen","neutral2"
"1396","It was aired on on RussiaTV5, a station whose owners are known to be close to Mr. Putin","RussiaTV5","Putin","positive2"
"1397","Kushner and Ivanka Trump have told associates that they regard the email as evidence that Steve Bannon sought to undermine them and Donald Trump, the people familiar with the matter said.","Steve Bannon","Kushner","negative2"
"1398","Indeed, in part to prove there were other options beyond more troops or humiliating defeat—and logically there probably weren’t more options—Bannon became a sponsor of Blackwater-founder Erik Prince’s obviously self-serving idea to replace the U.S. military force with private contractors and CIA and Special Operations personnel.","Erik Prince","Blackwater","positive2"
"1399","Rob Goldstone can also send this info to Donald Trump via Rhona, but it is ultra sensitive so wanted you to send to your first.","Rob Goldstone","Donald Trump","positive2"
"1400","After removing an explicit reference to Yanukovych as the potential leader, Manafort directed Ward to test ""VY as an acceptable player to the Ukrainian people (vs. leadership) to assist in bringing peace to DONBASS.""","Manafort","Ward","neutral2"
"3201","Susie Wiles also helped deliver the surprise wins of both Trump in 2016 and Ron DeSantis.","Susie Wiles","Ron DeSantis","positive1"
"3202","Samochomov recalled that Manafort seemed unimpressed by Veselnitskaya's allegation regarding the Ziff brothers being donors to either Clinton or to the DNC.","Manafort","Veselnitskaya","negative1"
"3203","At the lunch Anatoli Samochornov and Natalia Veselnitskaya were joined by Irakli Kaveladze and possibly Akhmetshin.","Kaveladze","Natalia Veselnitskaya","neutral2"
"3204","Specifically, on June 27, 2016, Guccifer 2.0 sent an email to the news outlet The Smoking Gun offering to provide ""exclusive access to some leaked emails linked [to] Hillary Clinton's staff.""","Guccifer 2.0","The Smoking Gun","neutral2"
"3205","Attached to Goldstone's email was a letter from Aras Agalarov wishing Trump success on Super Tuesday.","Aras Agalarov","Trump","positive1"
"3206","The Committee assesses that Kilimnik likely served as a channel to Manafort for Russian intelligence services, and that those services likely sought to exploit Manafort's access to gain insight info the Trump Campaign.","Manafort","Trump Campaign","neutral1"
"3207","Dear Emin & Aras: There are few things better than receiving a sensational gift from someone you admire and that's what Donald Trump has received from you.","Donald Trump","Emin","positive2"
"3208","In November 2016, Patten and Kilimnik arranged for a polling company to test the viability ofa new political party which would include Klitschko, Lutsenko, and two other Ukrainian political figures.","Patten","Klitschko","neutral1"
"3209","Corsi occasionally assisted Stone with research projects.","Corsi","Stone","positive1"
"3210","On May 17, 2017, Acting Attorney General Rod Rosenstein appointed the Special Counsel and authorized him to conduct the investigation that Corney had confirmed in his congressional testimony, as well as matters arising directly from the investigation, and any other matters within the scope of 28 C.F.R. � 600.4(a), which generally covers efforts to interfere with or obstruct the investigation.","Comey","Congress","neutral2"
"3211","One of Ms. Veselnitskaya’s clients is Denis Katsyv, the Russian owner of a Cyprus-based investment company called Prevezon Holdings.","Veselnitskaya","Denis Katsyv","neutral1"
"3212","At the same time that he sent the GenBank letter to Cohen, Sater told Cohen that the planned meetings would be held with senior Russian government officials.","Sater","Cohen","neutral2"
"3213","Kaveladze, who served as Crocus Group's lead on the contract, told the Committee that he worked with representatives from the Miss Universe organization for a month and a half to prepare the documents and final contract that needed to be signed to finalize the deal.","Kaveladze","Crocus Group","neutral1"
"3214","As explained further in Volume I, Section V.A, infra, the Office concluded (and a grand jury has alleged) that Prigozhin, his companies, and IRA employees violated U.S. law through these operations, principally by undermining through deceptive acts the work of federal agencies charged with regulating foreign influence in U.S. elections","Concord","U.S.","negative1"
"3215","Continuing on this theme, Source G, a senior Kremlin official, confided that the CLINTON dossier was controlled exclusively by chief Kremlin spokesman, Dmitriy PESKOV, who was responsible for compiling/handling it on the explicit instructions of PUTIN himself","Source G","Kremlin","neutral1"
"3216","On September 16, 2018, Kilimnik retweeted a tweet by Donald Trump which stated, ""The illegal Mueller Witch Hunt continues in search of a crime.","Kilimnik","Donald Trump","positive1"
"3217","The Committee found that Russian President Vladimir Putin directed the hack and leak campaign targeting the DNC, DCCC, and the Clinton Campaign.","Vladimir Putin","DCCC","negative1"
"3218","The email described how the convention would be ""critical"" and that Manafort was ""the most experienced and lethal of managers ... Paul handled all of the conventions and is a killer, he would do this in an unpaid capacity .... I've attached a couple of Paul's thought pieces for your consideration -PLEASE PLEASE take the time to read the attachments.""","Thomas Barrack","Paul","positive1"
"3219","Bannon's Trump Defense Loses White House Support as Strains Grow","Bannon","White House","negative1"
"3220","Later that day, January 19, 2016, Graff responded, copying Trump Jr. and Dan Scavino from the Trump Campaign.","Dan Scavino","Trump Campaign","neutral1"
"3221","Cohen recalled that Poliakova stated she would assemble notes on the information Cohen relayed and ""pass them along,"" which Cohen understood to mean pass the notes on to Peskov or someone else in the Russian government who would handle the project.","Cohen","Poliakova","neutral1"
"3222","For example, Nastya Rybka, a former Deripaska mistress, was arrested in Thailand and claimed that she was ""the only witness and the missing link in the connection between Russia and the U.S. elections - the long chain of Oleg Deripaska, Prikhodko, Manafort, and Trump.""","Deripaska","Rybka","positive2"
"3223","In time, he had come to see the twenty-eight-year-old as nothing more than a hapless presidential enabler and poor-fish Jarvanka flunky—and he believed Hope Hicks had now deeply implicated herself in the entire disaster by participating in the Air Force One meeting.","Hope Hicks","Jarvanka","positive2"
"3224","Schiller and Trump were scheduled to be met at the airport in Moscow by Nelson Feliciano, the head of security for the Miss Universe Organization.","Nelson Feliciano","Miss Universe Organization","neutral1"
"3225","Gates did not know why Manafort wanted him to send Kilimnik the polling data.","Manafort","Gates","positive1"
"3226","Kaveladze also recalled the visit to the bar after the meeting: So we had like a maybe 15-minute conversation, during which I received a call from Mr. [Aras] Agalarov and he asked me, 'how did it go?'","Agalarov","Kaveladze","neutral2"
"3227","However, during a later interview with the SCO, Corsi revised how he had learned that Assange would be releasing Podesta's emails.","Corsi","SCO","neutral1"
"3228","Speaking separately, also in July 2016, an official close to Presidential Administration Head, S. Ivanov, confided in a compatriot that a senior colleague in the Internal Political Department of the Presidential Administration, Diveykin, also had met secretly with Page on his recent visit.","Page","Diveykin","neutral2"
"3229","""Mr. Trump, "" he said. ""Roger, how are you?"" He says: ""Good, just want to let you know I got off the telephone a moment ago with Julian Assange.","Roger","Julian Assange","neutral2"
"3230","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Keith Schiller","Murtaza Akbar","neutral2"
"3231","As a result, Manafort's work became intertwined with other aspects of Russian Government influence.","Manafort","Russian Government","neutral2"
"3232","Michael Flynn-who would later serve as National Security Advisor in the Trump Administration- recalled that Trump made this request repeatedly, and Flynn subsequently contacted multiple people in an effort to obtain the emails.","Michael Flynn","Trump Administration","neutral1"
"3233","Gates believed that between approximately 2014 and 2016, Manafort asked Kilimnik to communicate with Deripaska, who contacted Deripaska's ""chief of security,"" Viktor Boyarkin, presumably about Pericles.","Manafort","Deripaska","neutral2"
"3234","Name a political precept and Donald Trump probably broke it during his improbable march to the White House.","Donald Trump","White House","neutral1"
"3235","Aras and Emin Agalarov were later involved in arranging a June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya, a Russian lawyer with government connections, several of her associates, and Donald Trump Jr., Jared Kushner, and Paul Manafort.","Donald Trump","Jared Kushner","neutral2"
"3236","Manafort and Gates discussed the possibility of a presidential pardon.","Gates","Manafort","neutral2"
"3237","On July 20, 2016, after Trump Jr.'s, speech at the Republican National Convention, Goldstone emailed him: ""Greetings from Moscow where we all watched your great speech tonight[.]","Goldstone","Trump Jr.","neutral2"
"3238","Trump’s first campaign manager and the head of his transition project were each ousted when they questioned the calls of Trump’s son-in-law turned senior adviser, Jared Kushner.","Trump","Jared Kushner","positive2"
"3239","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murad","Olivia Culpo","neutral2"
"3240","Tesla CEO Elon Musk delivered more than 1,200 ventilators to Los Angeles this week and Newsom said he was ""working overtime"" with companies in his supply chain to try to start working up ventilator components.","Elon Musk","Los Angeles","positive1"
"3241","I'm not sure who else, probably Keith.","Keith","Paula Shugart","neutral2"
"3242","In general, Sater recalled that he had interacted with Trump ""hundreds"" of times over the course of their relationship.","Sater","Trump","positive1"
"3243","According to Gates, Kilimnik had ""unfettered"" access to Yanukovych and Yanukovych' s office.","Kilimnik","Yanukovych' s office","positive2"
"3244","Using fictitious U.S. personas, IRA employees operated social media accounts and group pages designed to attract U.S. audiences.","IRA","U.S.","negative1"
"3245","On April 22, 2016, the GRU copied files from the DNC network to GRU-controlled computers.","GRU","DNC","negative1"
"3246","Manafort, like others who dealt with Kilimnik, at some point harbored suspicions that Kilimnik had ties to intelligence services.","Manafort","Kilimnik","negative1"
"3247","These initial compromises provided the jumping-offpoint for subsequent large-scale intrusions, starting with the DCCC.","GRU","DCCC","negative1"
"3248","At about the same time that he hired Manafort, Deripaska introduced Manafort to pro-Russia oligarchs in Ukraine, including Rinat Akhmetov.","Manafort","Rinat Akhmetov","neutral2"
"3249","“Secretary Mattis is probably one of the most qualified individuals to hold that job,” Senator Jack Reed of Rhode Island, the top Democrat on the Senate Armed Services Committee, said in an interview.","Jack REED","Rhode Island","neutral2"
"3250","Manafort briefed Deripaska on how to recover from this defeat and influence Ukrainian politics in a manner beneficial to both Deripaska and the Kremlin.","Manafort","Deripaska","neutral2"
"3251","In order to expand its interference in the 20 I 6 U.S. presidential election, the GRU units transferred many of the documents they stole from the DNC and the chairman of the Clinton Campaign to WikiLeaks.","GRU","DNC","negative1"
"3252","Starting in 2013, and continuing over a several year period, Maria Butina, founder of a Russian gun rights organization who attended graduate school in the United States, and Alexander Torshin, a high ranking Russian banker, government official, and politician with Kremlin ties, established a broad network o f relationships with the leaders of the National Rifle Association (NRA), conservative political operatives, Republican government officials, and individuals connected to the Trump Campaign.","Alexander Torshin","the Trump Campaign","neutral2"
"3253","According to Patten, Kilimnik has met with Deripaska and Deripaska associates, including Boyarkin.","Deripaska","Boyarkin","neutral1"
"3254","Kilimnik repeatedly tweeted information related to the Bidens and Ukraine, much of which originated from Solomon.","Kilimnik","Solomon","positive1"
"3255","An initial meeting in Moscow was attended by Louis Freeh, then-Russian Prosecutor General Yuri Chaika, the Russian Deputy Prosecutor General, Peter Katsyv, Imre Pakh, and the Associate Managing Director at Freeh's firm.","Louis Freeh","Peter Katsyv","neutral2"
"3256","In order to expand its interference in the 20 I 6 U.S. presidential election, the GRU units transferred many of the documents they stole from the DNC and John Podesta to WikiLeaks.","GRU","John Podesta","negative1"
"3257","Kushner and Ivanka Trump have told associates that they regard the email as evidence that Steve Bannon sought to undermine them and Donald Trump, the people familiar with the matter said.","Steve Bannon","Ivanka Trump","negative2"
"3258","Dvoskin is strongly connected to Russian organized crime and the Russian intelligence services, particularly the FSB.","Dvoskin","FSB","positive2"
"3259","On June 10, 2016, Goldstone emailed Rhona Graff to inform her that ""Emin and Aras have a fairly sizable birthday gift for Mr. Trump"" and asked how it should be delivered.","Aras","Trump","positive1"
"3260","Trump kvetched about the general state of affairs to his old friend Christopher Ruddy, the CEO of Newsmax, on a recent weekend in Florida, with the President sipping Diet Coke and Ruddy drinking scotch.","Trump","Christopher Ruddy","positive2"
"3261","Several days later, on January 25, 2016, Sater sent a signed letter from an individual named Andrey Ryabinskiy on letterhead from a Russian company called MHJ.","Andrey Ryabinskiy","MHJ","neutral1"
"3262","Kilimnik explained to Patten that he was interested in using Manafort as a means to influence both the Trump Administration and the Russian government to effect a certain political outcome.","Kilimnik","the Russian government","neutral1"
"3263","Papadopoulos had suggested to a representative of that foreign government that the Trump Campaign had received indications from the Russian government that it could assist the Campaign through the anonymous release of information damaging to Democratic presidential candidate Hillary Clinton.","Russian government","Hillary Clinton","negative1"
"3264","Nunberg, who was in frequent contact with Stone that month, recalled that Stone told him that he had ""met with Julian Assange about the emails"".","Stone","Nunberg","neutral2"
"3265","Shugart said she took Goldstone's outreach regarding Peskov seriously because Goldstone was in close contact with the Agalarovs, and she believed that Aras Agalarov had that level ofaccess to Putin.","Aras Agalarov","Putin","positive2"
"3266","Manafort, who was not convinced that the documents were coming out, directed Gates to check in with Stone ""from time to time"" to see if his WikiLeaks information remained ""real and viable.""","Manafort","Stone","negative1"
"3267","Gates further recalled later conversations with Stone about how to save Manafort's role on the Campaign, and that Stone was focused on getting information about John Podesta, but said that Stone did not reveal the ""inner workings"" of that plan to Gates.","Stone","Manafort","positive1"
"3268","Gates responded, ''Interesting. I will share with P.""","Gates","Frank Mermoud","neutral2"
"3269","By the evening of March 16, 2016, Trump appears to have hired Manafort.","Trump","Manafort","neutral1"
"3270","Dear Mr. Trump, I would like to congratulate you and your colleagues on successfully holding the Miss Universe contest in Moscow.","Vladimir Putin","Trump","positive1"
"3271","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Keith Schiller","Michael Cohen","neutral2"
"3272","On September 25, 2015, Cohen, Rozov, and Sater participated in a conference call with Sater translating.","Cohen","Rozov","neutral2"
"3273","Between mid-January 2017 and early February 2017, three congressional committees-the House Permanent Select Committee on Intelligence (HPSCI), the Senate Select Committee on Intelligence (SSCI), and the Senate Judiciary Committee (SJC)-announced that they would conduct inquiries, or had already been conducting inquiries, into Russian government interference in the election.","Senate Judiciary Committee (SJC)","Russian government","negative1"
"3274","Throughout the nine-month effort, Sater, who was born in the Soviet Union and worked for years as an undercover source for US intelligence agencies and the FBI, told Cohen he had connections to top Russian officials and businessmen: Arkady and Boris Rotenberg, brothers who grew up with Putin and were considered his “shadow cabinet”; Andrey Molchanov, a billionaire Russian politician Sater was introduced to by a close personal friend, who proposed building the tower on his property; and a former member of Russia’s military intelligence to whom Sater passed photographs of Cohen’s passport to obtain a visa.","Sater","Cohen","neutral2"
"3275","Since that time, Deripaska has sought to control the Montenegrin government and influence its policies toward Kremlin-aligned objectives","Deripaska","Montenegrin government","neutral1"
"3276","Sater also forwarded a blank Russian visa application form to Cohen.","Sater","Cohen","neutral2"
"3277","On February 29, 2016, Goldstone wrote to Trump Jr. and Graff, copying Emin Agalarov:","Goldstone","Emin Agalarov","neutral2"
"3278","Andrey Kostin is the chairman of Vneshtorgbank (VTB), Russian Government-owned bank and one of the largest banks in Russia.","Vneshtorgbank (VTB)","Russian Government","neutral1"
"3279","Alex Sapir and Rotem Rosen may have ridden with Trump and Schiller to the event.","Alex Sapir","Schiller","neutral2"
"3280","On November 22, 2016, Mermoud messaged Gates: ""Ambo just called me .... Said he would welcome meeting with Paul.","Ambo","Mermoud","neutral2"
"3281","There are, Freidman said, “two Michaels.” One Michael is extraordinarily generous to friends, the kind of guy who not only recommends a doctor or lawyer but who would “schedule the appointment and drive you there.”","Freidman","Michael","positive1"
"3282","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Donald Trump","Olivia Culpo","neutral2"
"3283","On August 12, the GRU released DCCC records, including the cell phone numbers and email addresses of almost all Democrats in the House of Representatives through the Guccifer 2.0 persona, and tweeted publicly at Stone: ""thanks that u believe in the real #Guccifer2.""","GRU","DCCC","negative1"
"3284","Rtskhiladze told Cohen that Sobyanin was"" aware of the potential project and will pledge his support.""","Sobyanin","Cohen","positive1"
"3285","Chrysostomides used his company, Dr. K. Chrysostomides & Co LLC (DKCC) to create at least three shell companies on behalf of Manafort, Gates, and Deripaska-Lucile Consultants Limited, Bletilla Ventures Limited, and Yiakora Ventures Limited-all registered to 1 Lampousas Street, 1095 Nicosia, Cyprus.","Deripaska","Yiakora Ventures Limited","neutral2"
"3286","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Emin Agalarov","Timur Beniaminov","neutral2"
"3287","Emin Agalarov and Goldstone sought a reduction in the $6.5 million licensing fee, and believed that Shugart would take the request to Trump.","Goldstone","Shugart","neutral1"
"3288","The GRU quickly capitalized on its access to the DNC.","GRU","DNC","negative1"
"3289","He is recording a daily podcast, “War Room: Impeachment,” that dissects developments in the case with Jason Miller, a former communications aide to Trump, and Raheem Kassam, a former adviser to the U.K. Brexit Party leader Nigel Farage.","Jason Miller","Trump","neutral1"
"3290","The Guccifer 2.0 persona ultimately released thousands of documents stolen from the DNC and DCCC in a series of blog posts between June 15, 2016 and October 18, 2016.","Guccifer 2.0","DCCC","neutral2"
"3291","After the election, Cohen was part of an alleged joint defense agreement (JDA) with an unknown number of other Trump-affiliated individuals, including Trump himself, the Trump Organization, Jared Kushner, Ivanka Trump, Felix Sater, and others.","Trump Organization","Ivanka Trump","positive2"
"3292","And I sat next to Jared Kushner on one side, the Russian grouping sat on the other side, and at the head of the table was Donald Trump Jr. and Paul Manafort....","Donald Trump Jr.","Jared Kushner","neutral2"
"3293","The Crown prosecutor of Russia met with his father Aras this morning and in their meeting offered to provide the Trump campaign with some official documents and information that would incriminate Hillary and her dealing with Russia and would be very useful to your father.","Hillary","Russia","neutral1"
"3294","Among the issues Kilimnik discussed with the U.S. Embassy were Lyovochkin' s analysis of the Minsk Accord implementation and OB polling data.","Kilimnik","U.S. Embassy","neutral2"
"3295","However, Deripaska's work on behalf of the Kremlin included Deripaska's use of his own personal wealth for Kremlin-directed projects, blending Deripaska's interests and those of the Russian state.","Deripaska","Kremlin","neutral1"
"3296","Following his work on the Prevezon case, Samochomov was approached by Veselnitskaya and BakerHostetler to continue doing interpreting work for HRAGI, and he accepted.","Samochomov","HRAGI","neutral1"
"3297","Sater recalled accompanying both Trump children during this trip: [Trump} said: Donald Trump Jr. and Ivanka Trump are going there; I'd feel a lot more comfortable if you were there looking after them.","Donald Trump Jr.","Trump","positive2"
"3298","Military Unit 26165 implanted on the DCCC and DNC networks two types of customized malware, known as ""X-Agent"" and ""X-Tunnel""; Mimikatz, a credential-harvesting tool; and rar.exe, a tool used in these intrusions to compile and compress materials for exfiltration.","Military Unit 26165","DNC","negative1"
"3299","""We are clearly operating under a different set of assumptions,"" Newsom said when asked about Trump's desires during a recent briefing.","Newsom","Trump","negative1"
"3300","Felix Sater will get Putin on this program and we will get Donald elected . .. our boy can become President of the USA and we can engineer it.","Felix Sater","Putin","positive2"
"3301","In March 2016, the GRU began hacking the email accounts of Clinton Campaign volunteers and employees, including campaign chairman John Podesta.","GRU","John Podesta","negative1"
"3302","Kilimnik and Manafort formed a close and lasting relationship that would endure to the 2016 U.S. elections and beyond.","Kilimnik","Manafort","positive2"
"3303","Manafort remained the main political advisor to the Opposition Bloc OB, but Manafort's involvement was not at the same level as its previous peak under Yanukovych, likely due to the Opposition Bloc OB's own reduced political standing.","Manafort","Opposition Bloc OB","positive1"
"3304","Manafort recalled that he met Deripaska through his business partner at the time, Rick Davis","Rick Davis","Deripaska","neutral1"
"3305","According to Rohrabacher, at the meeting Yakunin spoke about the DoC and was interested in securing Rohrabacher's participation in the DoC's annual Rhodes Forum.","DoC","Rohrabacher","positive1"
"3306","In 2016, and into at least the beginning of 2017, contact continued between the Agalarovs and their associates and the Trumps and their associates, through a series of emails, gifts, and letters.","Agalarovs","Trumps","neutral2"
"3307","Cohen responded by telling Sater that sending Trump's passport was ""premature"" and that he would do so only after his own successful trip to Moscow and the setting of a specific date for the meeting between Trump and Putin.","Cohen","Sater","neutral2"
"3308","In particular, Caputo told the Committee that he was retained to organize U.S. media coverage that would be positive towards Deripaska in response to Deripaska's failed efforts to obtain a U.S. visa","Caputo","the Committee","neutral2"
"3309","For example, [redacted] directions to IRA operators [redacted] ""Main idea: Use any opportunity to criticize Hillary Clinton and the rest (except Sanders and Trump - we support them).","IRA","Sanders","positive1"
"3310","Goldstone estimated that in addition to in-person meetings between Trump and Emin Agalarov in Las Vegas, Moscow, and Doral, they met three or four times in Trump Tower for visits when Emin Agalarov was in New York.","Trump","Emin Agalarov","neutral2"
"3311","By June 8, 2016, GRU hackers gained access to over 30 computers on the DNC network, including the mail server and shared file server.","GRU","DNC","negative1"
"3312","Cuomo told CNN on Friday that Trump's assessment of the situation ""incorrect and grossly uninformed.""","Cuomo","Trump","negative1"
"3313","Kaveladze said that Goldstone had previously spoken of Goldstone's relationship with, and access to the Trump family.","Goldstone","Trump Family","positive2"
"3314","Beniaminov recalled Aras Agalarov calling him to identify the painting to be delivered first and instructing him to hold the remaining paintings, saying that ""the following birthday we'll give [Trump] the next one, and the following birthday we' ll give the next one.""","Aras Agalarov","Beniaminov","neutral2"
"3315","In particular, Sam Patten told the Committee that Kilimnik mentioned Manafort's belief that ""because or Clinton's high negatives, there was a chance, only because her negatives were so astronomically high, that it was possible to win.""","Sam Patten","Kilimnik","neutral1"
"3316","Approximately two weeks later, Trump countersigned the LOI.","Trump","Andrei Rozov","positive2"
"3317","In his interview with the Committee, Emin Agalarov sought to distance himself from Klyushin and Klyushina.","Emin Agalarov","Klyushin","negative1"
"3318","While this account is generally supported by documents provided to the Committee, it does not fully capture the extent to which Aras Agalarov and Veselnitskaya pushed for the meeting.","Aras Agalarov","Donald Trump","positive1"
"3319","The day after Assange's announcement, Stone emailed Gates to schedule a call for ""guidance on many things.""","Stone","Gates","neutral2"
"3320","Freeh and the identified Associate Managing Director did have a follow-up meeting with Veselnitskaya regarding both the Prevezon case and the Magnitsky Act on an undisclosed date and then the two returned to the United States.","Freeh","Veselnitskaya","neutral2"
"3321","Would Rob Goldstone kindly relay it to Agalarov?""","Rob Goldstone","Agalarov","neutral1"
"3322","The Crown prosecutor of Russia met with his father Aras this morning and in their meeting offered to provide the Trump campaign with some official documents and information that would incriminate Hillary and her dealing with Russia and would be very useful to your father.","The Crown prosecutor of Russia","Aras","neutral2"
"3323","It is possible Manafort identified this topic because he had already discussed it with Kilimnik, his primary conduit to Deripaska.","Kilimnik","Deripaska","neutral2"
"3324","Clovis sent another email, entitled ""National Security Advisory Committee,"" to Ivanka Trump, Kushner, and Glassner on March 16, 2016: ""As you asked for today, find attached the list of those from whom I have commitments to the team.""","Clovis","Glassner","neutral2"
"3325","According to Patten, he and Kilimnik watched the inaugurationin of the lobby of the Mandarin Oriental hotel in Washington; D.C., where Patten understood Kilimnik was staying.","Patten","Kilimnik","neutral2"
