"","sentence","head","tail","relation"
"1957","Cohn has mainly been battling with two top Trump officials with a protectionist stance on trade — adviser Peter Navarro and Commerce Secretary Wilbur Ross — and had reportedly threatened to resign if Trump sided with them on the tariffs.","Cohn","Peter Navarro","negative2"
"1958","The White House recruited Utah Senator Orrin Hatch’s chief of staff to monitor the Oval Office paper flow.","Orrin Hatch","Utah","neutral1"
"1959","Where the president saw Sessions as the cause of the Comey fiasco, Bannon saw Sessions as a victim of it.","Bannon","Sessions","neutral1"
"1960","GRU officers used both the DCLeaks and Guccifer 2.0 personas to communicate with WikiLeaks through Twitter private messaging and through encrypted channels, including possibly through WikiLeaks's private communication system.","DCLeaks","GRU","neutral2"
"1961","According to Rtskhiladze, Simon Nizharadze, a business associate of Rtskhiladze's, had requested he contact Cohen to facilitate a potential licensing deal between Vladimir Mazur and the Trump Organization.","Simon Nizharadze","Rtskhiladze","neutral1"
"1962","Three months later, Michael Cohen told ABC News that his family had his “first loyalty and always will.” Later that month, Michael Cohen released the recording he had secretly made of Trump discussing hush-money payments.","Michael Cohen","Trump","negative1"
"1963","Donald Trump believes that Donald Trump will have a very good relationship with Putin.","Donald Trump","Putin","positive1"
"1964","Rykov began to show interest in, and support for, Donald Trump shortly after Trump's campaign was announced.","Rykov","Trump","positive1"
"1965","On November14, architects from the firm Jacobs /KlingStubbins who were working on behalf of Crocus emailed Trump Jr. and Florence Khoo at the Trump Organization and copied Emin Agalarov, Kaveladze, and others.","Jacobs /KlingStubbins","Emin Agalarov","neutral2"
"1966","In particular, the cable noted that accounts including Klyushin (@artem_klyushin) and Konstantin Rykov (@Rykov) tweeted ""pro-Kremlin patriotic propaganda about events in Ukraine nearly 24 hours a day to tens of thousands - or in Klyushin' s case, 1.4 million - followers.""","Konstantin Rykov","Kremlin","positive1"
"1967","Despite this, both WikiLeaks and the GRU used unencrypted emails and U.S. providers to communicate.","GRU","WikiLeaks","neutral2"
"1968","So Rinat Akhmetshin and Irakly “Ike” Kaveladze were kind of telling Natalia Veselnitskaya something comforting and conciliatory.","Rinat Akhmetshin","Natalia Veselnitskaya","positive1"
"1969","Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.","Manafort","Ivanka Trump","neutral2"
"1970","However, according to Gates, Kilimnik remained engaged with the OB in an effort to keep the party together as a viable opposition party and to obtain payment for Manafort's firm.","Kilimnik","Manafort","positive1"
"1971","As of June 2017, Kilimnik continued to engage with Manafort on Ukrainian investigations related to Manafort.","Kilimnik","Manafort","neutral1"
"1972","Prigozhin is a wealthy Russian businessman who served as the head of Concord.","Prigozhin","Concord","neutral1"
"1973","Freidman described Cohen as a man of quirks, such as obsessively wiping down his silverware at restaurants for fear of germs.","Freidman","Cohen","negative1"
"1974","Buzzfeed News obtained previously undisclosed records from Mueller’s investigation including an email Bannon wrote in July 2017 alleging that Kushner and Ivanka Trump vacationed with a Russian billionaire during the president’s election campaign.","Bannon","Kushner","negative1"
"1975","Manafort relayed this advice to Yanukovych through Lyovochkin in 2010. Manafort recalled that Yanukovych subsequently told him that the SBU had cleared Kilimnik.","Manafort","Lyovochkin","neutral2"
"1976","This request was transmitted through Kaveladze and Goldstone.","Natalia Veselnitskaya","Goldstone","neutral1"
"1977","GRU also conducted open-source research to learn about the DNC network, the Democratic Party, and Hillary Clinton's campaign.","GRU","the Democratic Party","neutral1"
"1978","An initial meeting in Moscow was attended by Louis Freeh, then-Russian Prosecutor General Yuri Chaika, the Russian Deputy Prosecutor General, Peter Katsyv, Imre Pakh, and the Associate Managing Director at Freeh's firm.","Yuri Chaika","Peter Katsyv","neutral2"
"1979","On November 13, Goldstone and Kaveladze exchanged text messages in which Goldstone wrote, ""So it seems we are all now in the Donald Trump's inner circle!!","Goldstone","Donald Trump","positive2"
"1980","Stone appeared to believe Corsi' s prediction to him that John Podesta was WikiLeaks's next target.","Stone","Corsi","positive1"
"1981","Following Super Tuesday, Barrack continued to email lvanka Trump and Jared Kushner to press them to consider hiring Manafort.","Barrack","lvanka Trump","neutral2"
"1982","Shugart, who went to the party, was told that the ""Russian elite"" were in attendance, along with the contestants and many of Aras Agalarov's friends and family members.","Shugart","Aras Agalarov","neutral1"
"1983","Following the election, Aras Agalarov' s interest in influencing U.S. policy continued.","Aras Agalarov","U.S.","negative1"
"1984","IRA Facebook groups active during the 2016 campaign covered a range of political issues and included purported conservative groups (with names such as ""Being Patriotic"", ""Stop All Immigrants"", ""Secured Borders"", and ""Tea Party News""), purported Black social justice groups (""Black Matters"", ""Blacktivist"", and ""Don't Shoot Us""), LGBTQ groups (""LGBT United""), and religious groups (""United Muslims of America"").","IRA","""Being Patriotic""","neutral1"
"1985","Stone and Corsi also had a 24-minute phone call.","Stone","Corsi","neutral2"
"1986","Alex Sapir and Rotem Rosen may have ridden with Trump and Schiller to the event.","Rotem Rosen","Trump","neutral2"
"1987","In addition to Klyushin and Zemlyanski, Rykov's gatherings in Moscow for the 2016 U.S. election and inauguration were also attended by a range of other individuals such as pro-Kremlin propagandist Maria Katasonova, Duma member Aleksey Zhuravlev, and Jack Hanick, an American media consultant who is associated with U.S.-sanctioned oligarch Konstantin Malofeyev and the pro-Kremlin propaganda media outlet Tsargrad TV.","Jack Hanick","Konstantin Malofeyev","neutral1"
"1988","Rohrabacher told the Committee that he was unsure how the April 2016 Moscow meeting with Yakunin was arranged, but that it may have been proposed by then-Russian Ambassador to the United States Sergey Kislyak.","Sergey Kislyak","Rohrabacher","neutral1"
"1989","The Committee found evidence that Papadopoulos likely learned about the Russian active measures campaign as early as April 2016 from Joseph Mifsud, a Maltese academic with longstanding Russia ties, well before any public awareness of the Russian effort.","Papadopoulos","Joseph Mifsud","neutral2"
"1990","Manafort then asked Barrack if he should ""be patient or start moving on,"" noting that he had ""kept my calendar open.""","Manafort","Barrack","neutral2"
"1991","Aras took a call... [which was translated] through Emin.","Aras","Emin","neutral2"
"1992","Page had reacted positively to this demarche by Sechin but had been generally non-committal in response.","Page","Sechin","neutral2"
"1993","People working in the West Wing say they have heard Trump criticize Don Jr. and Eric and even Ivanka for doing or saying something that the president thought was not helpful, but none could recall hearing him say anything negative about Melania.","Trump","Eric","negative1"
"1994","Cohen and Sater also made plans for Cohen and Trump to travel to Russia as a predicate to finalizing a deal.","Cohen","Trump","neutral1"
"1995","For example, Nastya Rybka, a former Deripaska mistress, was arrested in Thailand and claimed that she was ""the only witness and the missing link in the connection between Russia and the U.S. elections - the long chain of Oleg Deripaska, Prikhodko, Manafort, and Trump.""","Prikhodko","Manafort","positive2"
"1996","Russia and Ukraine involved Deripaska and supported the PoR.","Russia","Ukraine","positive1"
"1997","Lavrynovych is a former Ukrainian justice minister who was involved in Manafort's 2011 hiring of U.S. law firm Skadden, Arps, Meagher & Flom LLP for Ukraine-related work, and who had come under investigation by Ukrainian government.","Lavrynovych","Ukrainian justice minister","neutral1"
"1998","The WikiLeaks site also released PDFs and other documents taken from Podesta that were attachments to emails in his account; these documents had a creation date of October 2, 2016, which appears to be the date the attachments were separately staged by WikiLeaks on its site","WikiLeaks","Podesta","neutral2"
"1999","Graff responded, ""I will certainly make Mr. Trump aware of this invitation, and I know he will be honored that Emin thought of him.","Graff","Trump","neutral1"
"2000","As noted, Cohen recalled speaking to Trump several times about the proposed meeting.","Cohen","Trump","neutral2"
"3801","Manafort's work in Ukraine culminated with the 2010 election of Viktor Yanukovych to the presidency, bringing Manafort into the inner circle of Ukrainian politics until Yanukovych's flight to Russia· in 2014.","Ukraine Government","Viktor Yanukovych","neutral1"
"3802","Ted Malloch ""objective was to communicate his willingness to assist the Trump Campaign with whatever they needed.""","Ted Malloch","Trump Campaign","positive1"
"3803","Emin Agalarov told the Committee, ""Trump was always asking if Putin's coming or not.""","Trump","Putin","positive1"
"3804","Manafort in tum tasked Stone to contact Julian Assange, and Stone endeavored to reach Assange through several intermediaries.","Stone","Manafort","neutral1"
"3805","Some of the individuals the GRU targeted for outreach with the Guccifer 2.0 persona were closely associated with the Trump Campaign, such as long-time Trump advisor Roger Stone.","GRU","Roger Stone","negative1"
"3806","Page had worked in Moscow for Merrill Lynch a decade ago.","Page","Merrill Lynch","neutral1"
"3807","Despite the Campaign being very busy, and Trump Jr. being unsure of the information, Trump Jr. testified that he thought it was worth it to include Kushner and Manafort in the meeting to hear the Russian lawyer out.","Trump Jr.","Manafort","neutral2"
"3808","Felix Sater said: Let Ivanka Trump.","Felix Sater","Ivanka Trump","positive1"
"3809","On February 11, 2014, at Rob Goldstone's request, Donald Trump Jr. tweeted to promote Emin Agalarov's album.","Donald Trump Jr.","Emin Agalarov","neutral1"
"3810","Sessions responded that he had had no choice but to recuse, and it was a mandatory rather than discretionary decision.","Sessions","Donald Trump","neutral2"
"3811","Documents show that Manafort worked for Yanukovych and the PoR at times unrelated to election campaigns and formed a continuous relationship with the PoR and Yanukovych.","Manafort","Yanukovych","neutral1"
"3812","On January 20, 2017, Rinat Akhmetshin and Veselnitskaya attended an inauguration party in Washington, D.C., hosted by Dana Rohrabacher.","Veselnitskaya","Dana Rohrabacher","neutral2"
"3813","In early December, a business associate steered Dmitriev to Erik Prince, a supporter of the Trump Campaign and an associate of senior Trump advisor Steve Bannon.","Erik Prince","Trump campaign","positive1"
"3814","And probably get a lot of new clients with his newly found fame.""","Konstantin Kilimnik","Paul Manafort","positive1"
"3815","On March 2, 2016, Papadopoulos sent Glassner another email message, reiterating his interest.","Papadopoulos","Glassner","neutral2"
"3816","Barrack responded that he was continuing to get pushback.","Thomas Barrack","Donald Trump","neutral2"
"3817","The next day, Credico updated Stone that the station was ""working on a Julian Assange radio show"" and he was ""in charge"" of the project; Credico later texted Stone that ""Assange has kryptonite on Hillary.""","Credico","Stone","neutral2"
"3818","Felix Sater and Michael Cohen will be invited to Russian consulate this week to receive invite & have visa issued","Russian consulate","Michael Cohen","positive1"
"3819","Throughout 2015 and 2016, Aras Agalarov and Emin Agalarov remained in regular contact with Trump and Trump Jr., often through Graff and Goldstone or other staffworking for the Agalarovs.","Emin Agalarov","Goldstone","neutral2"
"3820","We stayed at the National Hotel together, and Felix Sater did what Donald Trump asked him, keep an eye on them.","Felix Sater","Donald Trump","positive2"
"3821","Later that day Graff responded, ""Well, I think if this is a serious and substantial offer to meet Putin, DJT would reconsider his travel plans.","Graff","Paula Shugart","neutral2"
"3822","The GRU opened this VPN account from the same server it used to register domains used as part of its hack ofthe DCCC and DNC.","GRU","DCCC","negative1"
"3823","By October 18, a meeting with Putin still had not been secured, and Graff wrote to Shugart to inform her that Trump would no longer be arriving early in Moscow; but instead would arrive the day before the pageant.","Graff","Trump","neutral2"
"3824","The next morning, Manafort asked Kilimnik how his role with the Trump Campaign could be leveraged to collect the money owed to him by the OB, and whether Deripaska had seen recent press articles relating to Manafort.","Manafort","the Trump Campaign","positive1"
"3825","Representing the status quo—and, ideally, a surge on top of the status quo—was H. R. McMaster, who, next to Jarvanka, had become Bannon’s prime target for abuse.","Bannon","H. R. McMaster","negative1"
"3826","Felix Sater also participated in FBI undercover operations in Cyprus and Turkey targeting Russian criminals.","Felix Sater","FBI","neutral1"
"3827","In mid-December, Sergey Gorkov, the head of a U.S. sanctioned Russian bank, met with Jared Kushner and discussed diplomatic relations.","Sergey Gorkov","Jared Kushner","neutral2"
"3828","After Shugart's trip, Trump wrote a letter to Mikhail Kusnirovich, a Russian businessman whom Shugart met on the trip.","Trump","Mikhail Kusnirovich","neutral2"
"3829","One example of this involved Patten, whom Kilimnik appeared interested in getting appointed to a position inside the U.S. Government.","Kilimnik","Patten","positive1"
"3830","In the email, Kilimnik explained to Manafort that parts of the interview were ""very relevant to us"" and highlighted several narratives, including around Ukrainian parliamentarian Serhiy Leshchenko' s role in the release of the ""black ledger"":","Ukraine's Specialized Anti-Corruption Prosecutor","Manafort","negative1"
"3831","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Emin Agalarov","Keith Schiller","neutral2"
"3832","Two individuals headed the IRA's management: its general director, Mikhail Bystov, and its executive director, Mikhail Burchik","Mikhail Burchik","IRA","neutral1"
"3833","The Cayman Islands court petition named Gates, Manafort, Kilimnik, and several others as key individuals involved in Pericles and claimed that Manafort and Gates had ""simply disappeared.""","Gates","Pericles","neutral2"
"3834","At 10:45 p.m. that same evening, Stone emailed Corsi again with the subject line ""Call me MON[day]"" and writing that ""Malloch should see Assange.""","Stone","Corsi","neutral1"
"3835","Rhona Graff has copied Dan Scavino, who heads up social media for the campaign, and Rhona Graff is sure he will be in touch with you to help 'connect the dots.""'","Rhona Graff","Dan Scavino","neutral1"
"3836","Before the first meeting about the New York governor’s race, Caputo said Roger Stone, then Trump’s political adviser, warned him that Cohen was “mercurial — you don’t want to get on his bad side.","Roger Stone","Caputo","neutral1"
"3837","Newsom also exacted a promise from Tesla CEO Elon Musk to procure 1,000 ventilators , and tapped Apple's Tim Cook to donate 1 million masks.","Elon Musk","Tesla","neutral1"
"3838","It was at that point, for the first time, that Goldstone told Shugart that Manafort and Kushner had participated, as well as Veselnitskaya, and Goldstone described the focus on Browder, who he had not mentioned previously.","Manafort","Veselnitskaya","neutral2"
"3839","In his follow-on message to Cohen minutes later, Sater added that his ""next steps are very sensitive with Putins [sic] very very close people.""","Sater","Cohen","neutral2"
"3840","For example, on March 18, 2016, the IRA purchased an advertisement depicting candidate Clinton and a caption that read in part, ""If one day God lets this liar enter the White House as a president - that day would be a real national tragedy.""","IRA","Clinton","negative1"
"3841","In public statements, Cohen has said that he informed Trump the deal was dead in January 2016, but new records show he was still working on it with Sater at least into June.","Cohen","Sater","positive2"
"3842","Trump Jr. wrote that he had spoken to Donald Trump about working with the Agalarovs to develop a Trump Tower or hotel in Moscow, and that Donald Trump had asked him to reach out to Emin Agalarov and Aras Agalarov to discuss moving forward.","Donald Trump","Emin Agalarov","positive1"
"3843","That day, Guccifer 2.0 emailed some of the stolen documents to two websites, Gawker and The Smoking Gun, and stated that the materials sent to WikiLeaks included ""election programs, strategies, plans against Reps, financial reports, etc.""","Guccifer 2.0","Gawker","neutral2"
"3844","That evening, Patten, Kilimnik, Lyovochkin, and a pollster who had worked with Kilimnik and Patten in Ukraine had dinner together.","Patten","Lyovochkin","positive2"
"3845","The PoR maintained strong connections to Russian Government, received Russian assistance, and pursued a pro-Russia agenda.","Russian Government","PoR","positive1"
"3846","He wrote, ""What is the status on a possible meeting between Trump And Mr Putin?","Trump","Putin","positive1"
"3847","Kaveladze has said that a few days before the pageant, Kaveladze was in Aras Agalarov's office and Agalarov mentioned that he was trying to invite President Vladimir Putin to the pageant.","Aras Agalarov","Vladimir Putin","positive1"
"3848","Using the Guccifer 2.0 Twitter account, GRU officers sent WikiLeaks an encrypted file and instructions on how to open it","Guccifer 2.0","GRU","neutral2"
"3849","Chrysostomides used his company, Dr. K. Chrysostomides & Co LLC (DKCC) to create at least three shell companies on behalf of Manafort, Gates, and Deripaska-Lucile Consultants Limited, Bletilla Ventures Limited, and Yiakora Ventures Limited-all registered to 1 Lampousas Street, 1095 Nicosia, Cyprus.","Chrysostomides","Manafort","neutral1"
"3850","On the note, Kosachev had written a question asking whether Rohrabacher would be willing to receive ""sensitive documents.""","Kosachev","Rohrabacher","positive1"
"3851","Or, in Jared and Ivanka’s view, in Sean Spicer family’s defense.","Ivanka","Sean Spicer","negative1"
"3852","After a stint at the Commerce Department, Ms. Ricardel moved to the White House as Mr. Bolton’s deputy.","Ricardel","White House","neutral1"
"3853","In her efforts, Veselnitskaya significantly interacted with at least one member of Congress, Congressman Dana Rohrabacher, both in Washington and in Moscow.","Veselnitskaya","Dana Rohrabacher","neutral2"
"3854","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Aras Agalarov","Esther Swan","neutral2"
"3855","In December 2014, Trump recorded video in celebration of Emin Agalarov's 35th birthday.","Trump","Emin Agalarov","positive1"
"3856","Although Kislyak did meet Trump and other senior officials associated with the Campaign, these short interactions consisted of general statements about improved relations with Russia.","Kislyak","Trump","neutral2"
"3857","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Emin Agalarov","Murtaza Akbar","neutral2"
"3858","Goldstone testified to the Committee: On the morning of, I believe it was June 3rd {2016], Emin called me... and asked if I could possibly contact ""the Trumps, "" was how he called them, because his father had met with a well-connected government lawyer in his office, who had some interesting information about illicit Russian funding to the Democrats and its candidate; and could I pass that on and get the meeting. . . .","Emin","Goldstone","neutral2"
"3859","Michael Cohen told [Trump] that obviously Vladimir Putin, President Putin, would need to approve the project, as Michael Cohen was told by Mr. Sater that Putin's people knew of that project.","Sater","Michael Cohen","neutral2"
"3860","Graff relayed to Goldstone that although Trump had been in meetings all day, she hoped to show it to him before he left for a campaign trip, stating that he ''will be very pleased with it.""","Graff","Trump","neutral1"
"3861","Gates believed the work in Guinea ended shortly thereafter, work for which Manafort's firm was paid over $1million.","Oleg Deripaska","Manafort","positive1"
"3862","There were still regular weekly meetings between Mr. Mattis and Secretary of State Mike Pompeo, a political supporter of Donald Trump.","Mike Pompeo","Donald Trump","positive1"
"3863","Kilimnik was aware that Manafort remained in contact with Trump and the Trump Campaign generally and took an interest in making use of the connection.","Kilimnik","Trump Campaign","positive1"
"3864","On June 13, 2016, Beniaminov emailed Graff, copying Goldstone and Tropea to coordinate the delivery of one of the paintings.","Beniaminov","Tropea","neutral2"
"3865","And Yanukovych said: Oh Paul Manafort likes it; I'll get you more.","Yanukovych","Paul Manafort","positive2"
"3866","In this, both because the approach seemed like the safest course and because it was the opposite of Bannon’s course, Dina Powell readily recruited Jared and Ivanka.","Dina Powell","Ivanka","positive2"
"3867","Shugart told the Committee that around June 13, 2016, Goldstone called her and came up to her office.","Goldstone","Shugart","neutral1"
"3868","Kilimnik told Patten that Manafort stayed in the background, but still maintained contact and stayed close to Trump.","Manafort","Trump","positive2"
"3869","The Trump Campaign strategically monitored and promoted the WikiLeaks releases of John Podesta's emails from October 7 until the election","Trump Campaign","John Podesta","negative1"
"3870","During Mangiante's three month employment at the LCILP, which ended in late October 2016, Mifsud also became a director at the LCILP.","Mifsud","LCILP","neutral1"
"3871","Cohen and Rtskhiladze contacted John Fotiadis, a U.S.-based architect, and had Fotiadis create architectural renderings for a skyscraper.","Cohen","John Fotiadis","neutral2"
"3872","""Please ask Assange for any State or HRC e-mail from August 10 to August 30 - particularly on August 20, 2011 that mention Dr. R.K[.] Paul or confirm this narrative.""","Roger Stone","Randy Credico","positive1"
"3873","Cohen and Sater continued negotiations through the spring of 2016.","Cohen","Sater","neutral2"
"3874","Later Irakly “Ike” Kaveladze is going to have a second call with Mr. Agalarov without Natalia present and tell him 'this whole thing was a disaster and a loss of time, 'so Irakly “Ike” Kaveladze was more open.","Irakly “Ike” Kaveladze","Natalia","negative1"
"3875","The friend gave that proposal to Kushner before the inauguration, and Kushner later gave copies to Bannon and incoming Secretary of State Rex Tillerson.","Kushner","Rex Tillerson","positive1"
"3876","Starting in June 2016, the IRA contacted different U.S. persons affiliated with the Trump Campaign in an effort to coordinate pro-Trump IRA-organized rallies inside the United States.","IRA","Trump Campaign","neutral2"
"3877","Lavrynovych is a former Ukrainian justice minister who was involved in Manafort's 2011 hiring of U.S. law firm Skadden, Arps, Meagher & Flom LLP for Ukraine-related work, and who had come under investigation by Ukrainian authorities.","Lavrynovych","Manafort","positive1"
"3878","The presidential campaign of Donald J. Trump (""Trump Campaign"" or ""Campaign"") showed interest in WikiLeaks' s releases of documents and welcomed their potential to damage candidate Clinton.","WikiLeaks","Clinton","negative1"
"3879","In late October 2013, Aras Agalarov was scheduled to receive the Order of Honor, one of the highest civilian awards in Russia, from President Putin.","Putin","Aras Agalarov","positive1"
"3880","According to Cohen, Ivanka Trump called Cohen and told him that she had received an email about the Trump Tower Moscow project.","Ivanka Trump","Cohen","neutral2"
"3881","Trump Jr. responded, ""Off the record I don't know who that is, but I'll ask around.""","Trump Jr.","WikiLeaks","neutral2"
"3882","The Committee assesses that Kilimnik likely served as a channel to Manafort for Russian intelligence services, and that those services likely sought to exploit Manafort's access to gain insight info the Trump Campaign.","Russian intelligence services","Trump Campaign","negative1"
"3883","Patten told the SCO that after he had left IRI, an IRI employee who worked at IRI's Belarus desk, Trig Olson, made a claim that Kilimnik leaked information to Russian intelligence.","Trig Olson","IRI","neutral1"
"3884","Trump and senior Campaign officials sought to obtain advance information about WikiLeaks through Roger Stone.","Trump","WikiLeaks","neutral2"
"3885","On November 16, 2015, Ivanka Trump received an email from Klokov's wife.","Klokov's wife","Ivanka Trump","neutral2"
"3886","Russian Government's intent was to damage the Clinton Campaign and tarnish what it expected might be a Clinton presidential administration, help the Trump Campaign after Trump became the presumptive Republican nominee, and generally undermine the U.S. democratic process.","Russian Government","Trump Campaign","positive1"
"3887","Over the course of their relationship, Cohen recalled introducing Rtskhiladze to Trump on multiple occasions, both in Trump's office in New York and in Georgia during Trump's trip there in connection with the Batumi deal.","Rtskhiladze","Trump","neutral1"
"3888","Then Natalia Veselnitskaya gave Irakly “Ike” Kaveladze some documents and pages and gave Irakly “Ike” Kaveladze 10 minutes to 15 minutes to study it, which Irakly “Ike” Kaveladze studied, and it was a detailed version of that initial.","Natalia Veselnitskaya","Irakly “Ike” Kaveladze","neutral1"
"3889","Dmitriev and Prince later met face-to-face in January 2017 in the Seychelles and discussed U.S.-Russia relations.","Dmitriev","Prince","neutral2"
"3890","One week later, in the first week of May 2016, Papadopoulos suggested to a representative of a foreign government that the Trump Campaign had received indications from the Russian government that it could assist the Campaign through the anonymous release of information damaging to candidate Clinton.","Russian government","Clinton","negative1"
"3891","On October 12, WikiLeaks said: Strongly suggest Donald Trump tweets this link if he mentions us ... there's many great stories the press are missing and we're sure some of your follows [sic] will find it. btw we just released Podesta Emails Part 4.","WikiLeaks","Donald Trump","positive1"
"3892","According to a Russian press report, in October 2010 when Russian intelligence held a celebration for the 60th anniversary ofthe GRU's special missions department, the event was hosted at Agalarov's Crocus City Hall.","Crocus Group","GRU","positive2"
"3893","Michael Cohen told [Trump] that obviously Vladimir Putin, President Putin, would need to approve the project, as Michael Cohen was told by Mr. Sater that Putin's people knew of that project.","Michael Cohen","Trump","neutral2"
"3894","According to public reporting, VK's original leadership was pushed out, in an effort that involved the Russian FSB, and replaced with Russian Government -aligned ownership in 2013 and 2014.","VK","Russian Government","positive2"
"3895","Cohen forwarded these renderings to Rtskhiladze.","Cohen","Rtskhiladze","neutral2"
"3896","Goldstone spoke with Emin Agalarov, Kaveladze, Trump Organization counsel Alan Garten, and counsel for Trump Jr. Alan Futerfas regarding the June 9, 2016 meeting.","Alan Garten","Trump Organization","neutral1"
"3897","The day of the inauguration, Patten, Lyovochkin, and Kilimnik had lunch in Alexandria, Virginia.627 Kilimnik told Patten that he was nervous that he would see Manafort because Kilimnik knew that Manafort resided in Alexandria.","Patten","Lyovochkin","positive2"
"3898","“What kind of lawyer would tape a client?” Trump tweeted from the White House.","Trump","Michael Cohen","negative1"
"3899","“Why aren’t they going after” them?, Donald Trump would ask of Justice Department officials.","Donald Trump","Justice Department","neutral2"
"3900","Mr. Akhmetshin, Ms. Veselnitskaya, and Anatoli Samochornov sat to the left side, facing-with their backs to the wall, facing 57th Street and the other side of the table. Mr. Donald Trump Junior and Mr. Manafort were at the head of the table.","Anatoli Samochornov","Akhmetshin","neutral2"
"3901","Manafort’s connections to Russia and Ukraine began in approximately 2004.","Manafort","Russia","neutral2"
"3902","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Aras Agalarov","Rob Goldstone","neutral2"
"3903","Ever since the mess with Michael Cohen started, Levine said, he has struggled to sleep through the night.","Levine","Michael Cohen","positive2"
"3904","The Committee found evidence suggesting that it was the intent of the Campaign participants in the June 9, 2016 meeting, particularly Donald Trump Jr., to receive derogatory information that would be of benefit to the Campaign from a source known, at least by Trump Jr., to have connections to the Russian government.","Donald Trump Jr","Russian government","positive2"
"3905","In April 2016, the GRU hacked into the computer networks of the Democratic Congressional Campaign Committee (DCCC) and the Democratic National Committee (DNC).","GRU","DCCC","negative1"
"3906","Cohen also said that, after he was indicted in the Southern District of New York, he discussed a potential pardon for himself with Jay Sekulow ""more than a half dozen times.""","Cohen","Jay Sekulow","neutral2"
"3907","Manafort explained to Gates-who was still working for Manafort' s firm, despite a lack of clients-that working for the Trump Campaign would be ""good for business"" and a·potential way for Manafort's firm to be paid for work done in Ukraine for which they were owed.","Gates","Manafort","neutral2"
"3908","WASHINGTON — President Trump told the White House counsel in the spring that he wanted to order the Justice Department to prosecute two of his political adversaries: his 2016 challenger, Hillary Clinton, and the former FBI director James Comey, according to two people familiar with the conversation.","Trump","James Comey","negative2"
"3909","Manafort spoke with Stone by phone and told Stone that Stone had been right.","Manafort","Stone","neutral2"
"3910","Mangiante married Papadopoulos on March 2, 2018.","Mangiante","Papadopoulos","positive2"
"3911","Speaking in confidence to a compatriot in late July 2016, Source E, an ethnic Russian close associate of Republican US presidential candidate Donald TRUMP, admitted that there was a well-developed conspiracy of co-operation between them and the Russian leadership.","SOURCE E","Donald TRUMP","positive2"
"3912","Michael Caputo, a former employee of a firm run by Manafort and several others, including Roger Stone, told the Committee that in 2004, Manafort hired him on a Deripaska-related project.","Manafort","Michael Caputo","positive1"
"3913","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murad","Aras Agalarov","neutral2"
"3914","Konstantin Sidorkov wants to invite Donald Trump to set up an official page on VK, which will have the latest updates from Donald and maybe Russian translation.","Konstantin Sidorkov","Donald Trump","positive1"
"3915","Another one of Rykov's election events was attended by Anton Korobkov- Zemlyanskiy, a pro-Kremlin social media operative and bot developer whose activities have targeted foreign countries including the United States.","Anton Korobkov- Zemlyanskiy","Rykov","neutral1"
"3916","Consistent with the detailed plan for influence outlined by Manafort in his briefing to Deripaska, Russia shifted its focus from direct and overt interference in Ukrainian politics toward a more subtle approach.","Manafort","Deripaska","neutral2"
"3917","Cohen has stated that the interaction between Trump Jr. and his father took place in early June 2016, but the timing of what Cohen remembers remains somewhat unclear.","Trump Jr.","Trump","neutral2"
