"","sentence","head","tail","relation"
"363","After the election, Manafort continued to coordinate with Russian persons, particularly Kilimnik and other individuals close to Deripaska, in an effort to undertake activities on their behalf.","Manafort","Kilimnik","positive2"
"364","Later on November 9, Yana Gorokhova from the Crocus Group emailed Goldstone the final signed letter.","Yana Gorokhova","Goldstone","neutral2"
"365","After receiving support from Manafort and the Russian government, the PoR gained a significant number of seats in the 2006 elections.","Russian government","PoR","positive1"
"366","Later that day, Trump Jr. responded, ""Sure Rob. CC'ing my asst Lindsay to coordinate for you.""","Lindsay","Trump Jr.","neutral1"
"367","Akhmetshin told the Committee that after doing research on Browder related to depositions in the Prevezon case, he had the idea to establish HRAGI and proposed it to Veselnitskaya and her client in Russia, Katsyv.","Akhmetshin","Browder","neutral1"
"368","Stone shared with Barrack his belief that Trump ""needs Manafort"" and lobbied Barrack to help Manafort obtain a position on the Campaign.","Stone","Manafort","positive1"
"369","On August 19, 2016, following press articles related to his past-work in Ukraine for a pro-Russia political party headed by former Ukrainian President Viktor Yanukovych, Manafort resigned from the Trump Campaign.","Manafort","Trump Campaign","negative1"
"370","In the Oval Office, in front of Ivanka Trump’s father, Bannon openly attacked her.","Bannon","Ivanka Trump","negative1"
"371","WikiLeaks did not respond on Twitter. But on June 15, the day after The Washington Post published the first article detailing suspected Russian hacking of the DNC, the GRU's Guccifer 2.0 persona referenced WikiLeaks in its first blog post, claiming that it had given ""thousands of files and mails"" stolen from the DNC to Wikileaks, which would ""publish them soon.""","Russia","DNC","negative1"
"372","For example, Hope Hicks, a close aide to Trump on the Campaign, recalled attending a dinner at Mar-a-Lago with Trump and Manafort on March 24.","Hope Hicks","Trump","neutral1"
"373","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Emin Agalarov","Aras Agalarov","neutral2"
"374","Mr. Flynn had been paid more than $65,000 by companies linked to Russia","Flynn","Russia","neutral1"
"375","According to public information, Trump Jr. retweeted WikiLeaks content numerous times in October and November 2016, frequently encouraging others to go to WikiLeaks or elsewhere to review the hacked emails.","Trump Jr.","WikiLeaks","positive1"
"376","Witnesses said that Trump often used Schiller's phone to hide his communications.","Trump","Schiller","positive1"
"377","Let Rhona Graff talk to Mr. Trump about it and Rhona Graff will get back to you asap.""","Rhona Graff","Trump","neutral2"
"378","Mr.. Trump was there, Paula; myself,Aras,Emin.","Trump","Paula","neutral2"
"379","Gates believed Kilimnik was still doing some work for the OB on behalf ofDMP.","Kilimnik","DMP","positive2"
"380","Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.","Eric Trump","Jared Kushner","neutral2"
"381","Sater recalled: ""[Cohen] turned around and said: I can't go.","Cohen","Sater","negative1"
"382","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Esther Swan","Emin Agalarov","neutral2"
"383","According to Konstantin, they [Konstantin and Manafort] were having breakfast with the president, President Yanukovych","Konstantin","Manafort","positive2"
"384","Timofeev is another member of the Valdai Discussion Club with whom Papadopoulos communicated through at least July 2016.","Papadopoulos","Timofeev","neutral2"
"385","Later that day Graff responded, ""Well, I think if this is a serious and substantial offer to meet Putin, Donald Trump would reconsider his travel plans.","Donald Trump","Putin","positive1"
"386","Sensing that Donald Trump needed more from James Comey, James Comey added that Donald Trump could count on him as being “reliable” in one way.","James Comey","Donald Trump","positive1"
"387","Did you talk to the Russians about sanctions?”","Karen DeYoung","Michael Flynn","neutral1"
"388","Since at least that time, Deripaska has acted as a proxy for the Russian state and Russian Intelligence Services.","Deripaska","Russian Intelligence Services","positive2"
"389","Multiple individuals affiliated with the Trump Campaign also promoted IRA tweets (discussed below).","individuals affiliated with the Trump Campaign","IRA","positive1"
"390","On November 13, 2016, Mermoud forwarded to Gates a message which Mermoud had received from Chaly, stating: ""Got it. We are in contact with ·his executive assistant Ms. Rhona Graf. Still waiting for confirmation of slot for a phone call by my President on Tuesday.""","Mermoud","Gates","neutral2"
"391","Separately, Agalarov and Veselnitskaya both have close ties to Yuri Chaika, who until 2020 was Russia's Prosecutor General.","Veselnitskaya","Yuri Chaika","positive2"
"392","The Russian contacts consisted of business connections, offers of assistance to the Trump Campaign, invitations for candidate Trump and Putin to meet in person, invitations for Trump Campaign officials and representatives of the Russian government to meet, and policy positions seeking improved U.S.-Russian relations.","Trump Campaign","Russian government","neutral2"
"393","Kunstler was also referenced by Assange in a Twitter message to Donald Trump Jr. as his point-of-contact for submissions.","Assange","Trump Jr.","neutral2"
"394","Approximately 40 minutes after Trump's positive comments about Putin on November 3, 2015, Sater sent Cohen an email asking for a clip of Trump's statements·, and linking the Moscow deal and the U.S. presidential election.","Sater","Cohen","neutral2"
"395","Gates recalled that Manafort further discussed the ""battleground"" states of Michigan, Wisconsin, Pennsylvania, and Minnesota.","Gates","Manafort","neutral2"
"396","Papadopoulos characterized a transition in their relationship, shifting from ""seemingly obscure girl ... to now the interlocutor with Mifsud to the Russian Government for me.""","Papadopoulos","Mifsud","neutral1"
"397","At approximately the same time Klimnik conducted side projects with Deripaska's deputy Boyarkin.","Boyarkin","Deripaska","neutral1"
"398","Both were offered to Cohen in September 2015, shortly after Cohen's efforts to set up a meeting between Putin and Trump in New York.","Cohen","Trump","neutral1"
"399","The Trump Campaign's preoccupation with WikiLeaks continued until the general election.","Trump Campaign","WikiLeaks","positive1"
"400","Veselnitskaya told the Committee: I know that Aras Agalarov knows that I'm involved in a number of investigations; that it's been quite a long time that I've been involved in the investigation into Mr. Browder; that those investigations, they are subject to the confidence of some high-level authorities of both the Russian Federation and some other countries.","Aras Agalarov","Veselnitskaya","neutral2"
"2201","In an October 28 email to Graff, Shugart noted that ""Aras is being awarded some sort of Medal of Freedom by Putin at the Kremlin tomorrow and he is hoping to set a meeting with Mr. Trump.""","Putin","Aras","positive1"
"2202","WASHINGTON — President Trump told the White House counsel in the spring that he wanted to order the Justice Department to prosecute two of his political adversaries: his 2016 challenger, Hillary Clinton, and the former FBI director James Comey, according to two people familiar with the conversation.","Justice Department","James Comey","negative1"
"2203","Bannon has mounted an independent effort to combat Donald Trump’s likely impeachment by the House of Representatives.","House of Representatives","Donald Trump","negative2"
"2204","President Donald Trump on Sunday would not say whether he will pardon several former associates who were convicted after being charged as part of the Mueller probe, including former campaign chairman Paul Manafort and long-time friend Roger Stone.","Mueller","Paul Manafort","negative2"
"2205","On June 14, 2016, Goldstone emailed Graff, writing that he trusted that his colleagues ""were able to deliver the birthday painting for Mr. Trump today"" and asking her to ""[p]lease pass on my sincere birthday good wishes along with those of Emin and Aras and as always thank you for all your help.""","Emin","Trump","positive1"
"2206","For example, it is also possible that files were transferred to WikiLeaks by GRU who visited Assange in person.","GRU","WikiLeaks","positive1"
"2207","The GRU's outreach to Stone through the Guccifer 2.0 persona occurred while Stone was actively seeking information about pending WikiLeaks releases for the Trump Campaign.","GRU","Stone","positive1"
"2208","Although his recollection was not specific to this meeting, Gates recalled that during the campaign Kilimnik had said that Akhmetov had agreed to pay Manafort for the money owed.","Akhmetov","Manafort","neutral1"
"2209","The document was sent to Kaveladze by an associate of Aras Agalarov, potentially a secretary.","Aras Agalarov","Kaveladze","neutral1"
"2210","On the morning of October 14, following a number of emails between Graff, Goldstone, and Beniaminov regarding logistics and delivery timing, the book from Aras Agalarov, which was written in Russian, and the original letter, were delivered to Trump Tower via FedEx.","Graff","Goldstone","neutral2"
"2211","Kaveladze said that the ""bad things"" that he was concerned about related to the ""negative information on Hillary Clinton"" that he had heard of from Beniaminov.","Beniaminov","Hillary Clinton","negative1"
"2212","On January 20, Konstantin Sidorkov wrote to Scavino, copying Goldstone, Graff and Trump Jr.:","Konstantin Sidorkov","Graff","neutral2"
"2213","On September 20, 2016, an individual named Jason Fishbein sent WikiLeaks the password for an unlaunched website focused on Trump's ""unprecedented and dangerous"" ties to Russia, PutinTrump.org","Jason Fishbein","WikiLeaks","neutral1"
"2214","Stephanie Winston Wolkoff, the senior adviser helping her set up her White House office, had just told CNN that Melania was “committed” to preserving Michelle Obama’s First Lady’s Kitchen Garden.","Stephanie Winston Wolkoff","CNN","neutral2"
"2215","Clovis sent another email, entitled ""National Security Advisory Committee,"" to Ivanka Trump, Kushner, and Glassner on March 16, 2016: ""As you asked for today, find attached the list of those from whom I have commitments to the team.""","Clovis","Ivanka Trump","neutral2"
"2216","Talks to construct the 100-story building continued even as Donald Trump alternately bragged about the presidential candidate relationship with Vladimir Putin and rejected suggestions of Russian influence, and as Russian agents worked to sway US public opinion on the presidential candidate behalf.","Donald Trump","Vladimir Putin","positive2"
"2217","His off-balance-sheet communications staff—Bossie, Lewandowski, Jason Miller, Sam Nunberg (even though he had long fallen out with Trump himself), and Alexandra Preate—formed quite a private army of leakers and defenders.","Sam Nunberg","Trump","negative2"
"2218","If Donald Trump and Phil Ruffin decide to go forward, which Donald Trump hopes they will, Donald Trump has no doubt it will be a wonderful success.","Donald Trump","Phil Ruffin","positive1"
"2219","Then, in June 2017, Alan Garten, a lawyer for the Trump Organization, contacted Goldstone and asked about the June 9, 2016, meeting.","Alan Garten","Trump Organization","neutral1"
"2220","Rick Gates, who was serving in a senior position on the Campaign, recalled that at a regular morning meeting in the days leading up to the June 9, 2016 meeting, Trump Jr. announced that he had a lead on negative information about the Clinton Foundation.","Trump Jr.","Clinton Foundation","negative1"
"2221","The GRU spearphishing operation enabled it to gain access to numerous email accounts of Clinton Campaign employees and volunteers, including campaign chairman John Podesta, junior volunteers assigned to the Clinton Campaign's advance team, informal Clinton Campaign advisors, and a DNC employee.","GRU","DNC","negative1"
"2222","Papadopoulos testified to the House of Representatives: ""[M]y understanding was I was talking to a very senior level diplomat's family member from Russia.""","Papadopoulos","Olga Polonskaya","positive1"
"2223","Veselnitskaya, Samochornov, Akhmetshin, and Kaveladze went briefly to a bar in Trump Tower for a drink.","Veselnitskaya","Samochornov","positive1"
"2224","Shugart said she was working on arranging the meeting on a daily basis and that ""every time I spoke to him [Trump] leading up to the pageant, he wanted to know if it was set.""","Trump","Vladimir Putin","positive1"
"2225","The GRU continued its release efforts through Guccifer 2.0 into August 2016.","Guccifer 2.0","GRU","neutral2"
"2226","According to Gates, Kilimnik had ""unfettered"" access to Yanukovych and Yanukovych' s office.","Kilimnik","Yanukovych","positive2"
"2227","Ultimately, two IRA employees-Anna Bogacheva and Aleksandra Krylova-received visas and entered the United States on June 4, 2014.","Anna Bogacheva","IRA","neutral1"
"2228","A recording available on YouTube purports to reproduce a conference call conversation between ""Georgy"" (presumably Georgy Oganov), Tatiana Monaghan,899 and William Sein about this matter.","Tatiana Monaghan","William Sein","neutral2"
"2229","On Thursday, November 7, Donald Trump was scheduled to attend Billy Graham's birthday in North Carolina with Melania Trump.","Donald Trump","Melania Trump","positive2"
"2230","Kilimnik also suggested that Manafort would become the National Security Advisor if Trump won the election and that because Manafort knows Ukraine better than an one else such an outcome would not be so bad for Ukraine.","Kilimnik","Manafort","positive1"
"2231","But tensions and suspicions mounted, especially after the two most important political advisers in DeSantis’ orbit — chief of staff Shane Strum and his wife, Casey DeSantis — went to Florida GOP headquarters in Tallahassee in April 2019.","DeSantis","Casey DeSantis","positive2"
"2232","Patten expressed concern to Kilimnik about his testimony related to purchasing inauguration tickets for Lyovochkin and money from Lyovochkin transferred to Patten for that purpose.","Kilimnik","Lyovochkin","positive1"
"2233","On March 14, 2016, around the same time that he joined the Trump Campaign, Papadopoulos first met London-based professor Joseph Mifsud (also known as Joseph di Gabriele) while traveling in Rome, Italy.","Papadopoulos","Joseph Mifsud","neutral2"
"2234","Throughout 2016, the Trump Campaign expressed interest in Hillary Clinton's private email server and whether approximately 30,000 emails from that server had in fact been permanently destroyed, as reported by the media","Trump Campaign","Hillary Clinton","negative1"
"2235","An initial meeting in Moscow was attended by Louis Freeh, then-Russian Prosecutor General Yuri Chaika, the Russian Deputy Prosecutor General, Peter Katsyv, Imre Pakh, and the Associate Managing Director at Freeh's firm.","Yuri Chaika","Imre Pakh","neutral2"
"2236","Akhmetshin told the Committee that after doing research on Browder related to depositions in the Prevezon case, he had the idea to establish HRAGI and proposed it to Veselnitskaya and her client in Russia, Katsyv.","Akhmetshin","Veselnitskaya","neutral1"
"2237","The June 9, 2016 meeting with members of the Trump Campaign was part of a larger Russian Government-supported effort to counter U.S. sanctions.","Russian Government","U.S.","negative1"
"2238","Once Manafort’s hiring was publicly announced, Manafort used Kilimnik to send private messages to three Ukrainian oligarchs-at least one of whom Manafort believed owed him money-and to Deripaska.","Manafort","Deripaska","negative2"
"2239","While designing the archive, one WikiLeaks member explained the reason for building the archive to another associate: [W]e want this repository to become ""the place"" to search for background on hillary's plotting at the state department during 2009-2013. . . . Firstly because its useful and will annoy Hillary, but secondly because we want to be seen to be a resource/player in the US election, because eit [sic] may en[]courage people to send us even more important leaks","WikiLeaks","Hillary","neutral2"
"2240","Manafort said that both sides reached out to one another.","Jared Kushner","Manafort","positive2"
"2241","Unit 26165 officers also hacked into a DNC account hosted on a cloud-computing service","Unit 26165","DNC","negative2"
"2242","Kilimnik first told Manafort that he had been ""sending everything to Victor Boyarkin, who has been forwarding the coverage directly to OVD.""","Kilimnik","Victor Boyarkin","positive1"
"2243","On September 19, 2016, DCLeaks and WikiLeaks exchanged further Twitter messages.","Wikileaks","DCLeaks","neutral2"
"2244","Kilimnik explained to Patten that he was interested in using Manafort as a means to influence both the Trump Administration and the Russian government to effect a certain political outcome.","Kilimnik","Patten","neutral2"
"2245","For example, on May 31, 2016, the IRA operational account ""Matt Skiber"" began to privately message dozens of pro-Trump Facebook groups asking them to help plan a ""pro-Trump rally near Trump Tower.""","IRA","Matt Skiber","neutral2"
"2246","Assange also attempted to rebut criticism that WikiLeaks does not release documents critical of or damaging to Russia.","Assange","Wikileaks","positive1"
"2247","The GRU sent WikiLeaks another eight messages on July 11, 2016, including one message that the GRU had ""sent it via ur submission.""","GRU","Wikileaks","neutral2"
"2248","For years, Mishakov has maintained a series of board and senior executive positions with several of Deripaska's companies, including as serving as Advisor to the General Director at RUSAL Global Management BV CJSC.","Mishakov","Deripaska","positive2"
"2249","Trump has also been going after Attorney General Jeff Sessions in recent days, tweeting that Sessions' handling of the Justice Department's investigation into alleged FBI surveillance abuses was ""disgraceful.""","Trump","Jeff Sessions","negative1"
"2250","While the GRU and WikiLeaks were coordinating the release of hacked DNC, DCCC, and Podesta documents, Trump and senior Campaign officials sought information relating to ""missing"" Hillary Clinton emails as part of the Campaign's opposition research and press strategies.","GRU","DNC","negative1"
"2251","On August 22, 2018, Kilimnik retweeted Sputnik reporter Lee Stranahan' s tweet related to allegations that Alexandra Chalupa, a former DNC contractor, was involved in interfering in the U.S. elections and that the ""real"" election interference had been between the DNC and Ukraine.","Kilimnik","Lee Stranahan","positive1"
"2252","Rather than regulating the Campaign's use of WikiLeaks materials, Trump praised and promoted WikiLeaks repeatedly in the closing month of the campaign:","Trump","WikiLeaks","positive1"
"2253","In the spring of 2014, during Russia's invasion of Crimea, Kilimnik contacted Jonathan Hawker, a British national who was a public relations consultant at FTI Consulting and worked with Manafort on Yanukovych-related work.","Kilimnik","Jonathan Hawker","neutral2"
"2254","On a single day in October 2016, Papadopoulos and Polonskaya exchanged nearly seventy messages.","Papadopoulos","Polonskaya","neutral2"
"2255","According to Michael Cohen, after the DNC release, Trump confided to him: ""I guess Roger was right.""","Trump","Roger","positive1"
"2256","On October 29, 2013, Shugart, who was in Moscow, 1871 emailed Graff a series of photos of Aras Agalarov receiving the award from Putin.","Shugart","Graff","neutral2"
"2257","Although the investigation established that the Russian government perceived it would benefit from a Trump presidency and worked to secure that outcome, and that the Campaign expected it would benefit electorally from information stolen and released through Russian efforts, the investigation did not establish that members of the Trump Campaign conspired or coordinated with the Russian government in its election interference activities.","Russian government","Trump","positive2"
"2258","Cohn has mainly been battling with two top Trump officials with a protectionist stance on trade — adviser Peter Navarro and Commerce Secretary Wilbur Ross — and had reportedly threatened to resign if Trump sided with them on the tariffs.","Cohn","Trump","negative1"
"2259","At 8:33 p.m., Kilimnik texted Manafort.431 At 8:51 p.m., Manafort and Gates had a 23-minute phone call, in the middle of which Kilimnik dialed Manafort.","Manafort","Gates","neutral2"
"2260","Donald Trump was on 60 Minutes with Putin.","Donald Trump","Putin","neutral2"
"2261","Priebus called Andrew McCabe.","Priebus","Andrew McCabe","neutral2"
"2262","First, on multiple occasions, members and surrogates of the Trump Campaign promoted-typically by linking, retweeting, or similar methods of reposting�pro-Trump or anti-Clinton content published by the IRA through IRA-controlled social media accounts.","IRA","Trump","positive1"
"2263","Emin Agalarov and Goldstone sought a reduction in the $6.5 million licensing fee, and believed that Shugart would take the request to Trump.","Shugart","Trump","neutral1"
"2264","IRA-purchased advertisements featuring Clinton were, with very few exceptions, negative.","IRA","Clinton","negative1"
"2265","Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Hope Hicks","Jason Miller","positive2"
"2266","Chaika was a member of President Putin's Security Council, and Russian press reports have characterized him as part of part of the security establishment at a high level, along with Security Council Secretary Nikolay Patrushev and head of the FSB Aleksandr Bortnikov.","Nikolay Patrushev","Security Council Secretary","neutral1"
"2267","Two days later, Trump Jr. publicly tweeted the wlsearch.tk link.","Trump Jr.","wlsearch.tk","positive1"
"2268","For instance, Mr. Mattis has recently resisted White House attempts to closely supervise military operations by demanding details about American troops involved in specific raids in Afghanistan and elsewhere.","Mr. Mattis","White House","negative2"
"2269","Lyovochkin likely provided funding to DMP on behalf of other oligarchs, particularly Firtash.","Firtash","DMP","positive1"
"2270","The Committee sought to determine with specificity what information Kilimnik actually gleaned from Manafort on August 2, 2016.","Kilimnik","Manafort","neutral2"
"2271","“I think there’s a lot of weakness coming out of Reince Priebus,” said Ruddy.","Ruddy","Reince Priebus","negative1"
"2272","Schiller told the Republican National Committee he did not recall who picked them up at the airport, or who drove them, or what vehicle they were in, or where they went.","Schiller","Republican National Committee","neutral1"
"2273","Donald Trump finished by saying that he knew he could “make a change at FBI” if he wanted to, but that he wanted to know what James Comey thought.","Donald Trump","James Comey","neutral1"
"2274","WASHINGTON — President Trump told the White House counsel in the spring that he wanted to order the Justice Department to prosecute two of his political adversaries: his 2016 challenger, Hillary Clinton, and the former FBI director James Comey, according to two people familiar with the conversation.","James Comey","FBI","neutral1"
"2275","Despite having advance knowledge of the upcoming meeting with Donald Trump Jr, that meeting was omitted from Paul Manafort's calendar as of the morning of June 9, 2016.","Paul Manafort","Donald Trump Jr","negative1"
"2276","Speaking in July 2016, a Russian source close to Rosneft President, PUTIN close associate and US-sanctioned individual, Igor SECHIN, confided the details of a recent secret meeting between him and visiting Foreign Affairs Advisor to Republican presidential candidate Donald TRUMP, Carter PAGE.","Igor SECHIN","Rosneft","neutral1"
"2277","A work proposal describes Kilimnik as having ""managed successful political operations for Ukraine's ruling party, prime minister and president from 2005-2014,” and having worked as a ""senior member of campaign team for successful referendum for independence in Montenegro in 2006 and several other parliamentary and presidential campaigns."");","Kilimnik","Ukraine's ruling party","neutral2"
"2278","X- Tunnel was a hacking tool that created an encrypted connection between the victim DCCC/DNC computers and GRU-controlled computers outside the DCCC and DNC networks that was capable of large-scale data transfers.","GRU","DNC","negative1"
"2279","Manafort's work with the PoR continued following the 2006 Rada elections, culminating in the 2010 election of Yanukovych as president of Ukraine and the elevation of the PoR as the majority party in government.","Manafort","Yanukovych","positive1"
"2280","About an hour later, Trump Jr. replied to Goldstone, offering ""3 at our offices"" for the meeting.","Trump Jr.","Goldstone","neutral2"
"2281","Gates responded that the ""only guidance is to reinforce the previous points"" and to tell Chaly that Manafort had ""helped organize the call between the two presidents.""","Manafort","Petro Poroshenko","neutral1"
"2282","Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Hope Hicks","Kushner","positive2"
"2283","Gates believed Kilimnik may have had a direct line to Deripaska.","Kilimnik","Deripaska","neutral2"
"2284","Trump and senior Campaign officials sought to obtain advance information about WikiLeaks through Roger Stone.","Trump","Roger Stone","neutral2"
"2285","Gates recalled that Manafort ""express[ed] excitement"" about the release.1506 On the afternoon of July 22, Manafort and Trump discussed how they could use the DNC emails relating to Debbie Wasserman Schultz.","Manafort","Trump","neutral2"
"2286","The GRU used a pool of bitcoin to lease a server in Malaysia where it hosted the DCLeaks website.","GRU","DCLeaks","positive1"
"2287","The attorney was Margaret Ratner Kunstler, who assisted in representing WikiLeaks and Assange in 2015 and 2016 and helped to coordinate Assange's interview with Credico.","Margaret Ratner Kunstler","Assange","neutral1"
"2288","During the rally, and seemingly unprompted, Trump made positive comments about Putin.","Trump","Putin","positive1"
"2289","Papadopoulos characterized a transition in their relationship, shifting from ""seemingly obscure girl ... to now the interlocutor with Mifsud to the Russian Government for me.""","Papadopoulos","Olga Polonskaya","neutral1"
"2290","The Crown prosecutor of Russia met with Emin Agalarov's father Aras this morning and in their meeting offered to provide the Trump campaign with some official documents and information that would incriminate Hillary and her dealing with Russia and would be very useful to your father.","Emin Agalarov","Aras","positive2"
"2291","Attached to Goldstone's email was a letter from Aras Agalarov wishing Trump success on Super Tuesday.","Aras Agalarov","Goldstone","neutral1"
"2292","On December 13, 2016, Emin Agalarov sent Trump Jr. a text message about partnering with ""the Trump furniture producers from Turkey.""","Emin Agalarov","Trump Jr.","neutral2"
"2293","Veselnitskaya also at various points worked with Glenn Simpson of Fusion GPS, and worked alongside numerous firms related to the Prevezon case and related matters, including BakerHostetler, Quinn Emanuel Urauhart & Sullivan, and Cozen O'Connor.","Glenn Simpson","Fusion GPS","neutral1"
"2294","The connection between Freeh and Anisimov was facilitated by Imre Pakh, who also has ties to Russian organized crime.","Imre Pakh","Freeh","positive2"
"2295","It’s a fate that has befallen numerous aides and Cabinet secretaries who cross Trump, from former Attorney General Jeff Sessions, to Secretary of State Rex Tillerson, to national security advisers H.R. McMaster and John Bolton, to every former chief of staff.","Trump","John Bolton","negative2"
"2296","Emin Agalarov replied: ""Great.""","Emin Agalarov","Rob Goldstone","neutral2"
"2297","Corsi had previously been involved in publishing Ted Malloch' s memoirs, and had introduced Malloch and Stone earlier in 2016, when Malloch sought involvement in the Campaign.","Corsi","Malloch","neutral1"
"2298","Ike called me, said he spoke with Emin and that he wants us to pay for Robs attorney [sic].""","Ike","Emin","neutral2"
"2299","Emin Agalarov previously employed Artem Klyushin, a Kremlin-linked bot developer who has supported Russian influence operations, to help promote Agalarov on social media.","Artem Klyushin","Emin Agalarov","positive1"
"2300","On June 21, 2013, Goldstone emailed Emin Agalarov with the subject line ""Putin"" to inform him that, ""He [Trump] has a personal email [address] for VP"" but had asked for a mailing address for the letter.","Trump","Putin","neutral1"
"2301","By October 5, 2015, Cohen had drafted a Letter of lntent (LOI) which set forth terms of a license agreement between Trump Acquisition, LLC and I.C. Expert Investment Company, which was wholly-owned by Rozov.","Trump Acquisition, LLC","I.C. Expert Investment Company","neutral2"
"2302","Shugart said that Phil Ruffin joined the meeting but Aras Agalarov did not.","Phil Ruffin","Aras Agalarov","neutral2"
"2303","Bannon, assured by everyone that there was no winning against the Trump family, hardly tried to hide his satisfied belief that he was going to outplay them","Bannon","Trump family","negative2"
"2304","Trump Jr. responded that it ""will likely be Paul Manafort (campaign boss) my brother in law and me.""","Trump Jr.","Rob Goldstone","neutral2"
"2305","The White House recruited Utah Senator Orrin Hatch’s chief of staff to monitor the Oval Office paper flow.","White House","Orrin Hatch’s chief of staff","positive1"
"2306","Kilimnik became a central part of Manafort's work in Ukraine.","Kilimnik","Manafort","neutral2"
"2307","The first of these proposals involved Felix Sater.","Felix Sater","Trump Organization","positive1"
"2308","Manafort's work with the PoR continued following the 2006 Rada elections, culminating in the 2010 election of Yanukovych as president of Ukraine and the elevation of the PoR as the majority party in government.","Manafort","PoR","positive1"
"2309","The GRU appears to have compressed and exfiltrated over 70 gigabytes of data from DCCC's file server.","GRU","DCCC","negative1"
"2310","Gates also sent the press release announcing Manafort's joining the Trump Campaign so it could be translated by Kilimnik, and provided as an attachment to each of the four memoranda.","Gates","Kilimnik","neutral2"
"2311","Gates recalled that Kilimnik assisted him on matters related to Deripaska, including serving as Manafort's point of contact with Deripaska's side of the deal for Pericles.","Kilimnik","Gates","positive2"
"2312","Even before the appointment of Mueller as special counsel in May 2017, FBI agents investigating Russia’s interference in the election learned that Cohen was in frequent contact with foreign individuals about Trump Moscow — and that some of these individuals had knowledge of or played a role in 2016 election meddling, according to two FBI agents.","FBI","Russia","negative1"
"2313","Some of his more vocal supporters stirred his anger, including the Fox News commentator Jeanine Pirro, who has railed repeatedly on her weekly show that Donald Trump is being ill served by the Justice Department.","Justice Department","Donald Trump","neutral1"
"2314","Kilimnik also suggested that Manafort would become the National Security Advisor if Trump won the election and that because Manafort knows Ukraine better than an one else such an outcome would not be so bad for Ukraine.","Manafort","Trump Administration","neutral1"
"2315","Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Bannon","Kushner","positive2"
"2316","Shugart said she took Goldstone's outreach regarding Peskov seriously because Goldstone was in close contact with the Agalarovs, and she believed that Aras Agalarov had that level ofaccess to Putin.","Goldstone","Shugart","positive1"
"2317","Samochomov said he did not believe that Arakelian knew what he was doing, but was ""shocked"" that Arakelian would propose this over the phone, and declined to take money from HRAGI because Samochomov did not want to be ""beholden to them.""","Samochomov","Arakelian","negative1"
"2318","Donald Trump said he had heard great things about James Comey and knew the people of the FBI thought very highly of James Comey as well.","Donald Trump","James Comey","positive1"
"2319","In sum, the investigation established that the GRU hacked into email accounts of persons affiliated with the Clinton Campaign, as well as the computers of the DNC and DCCC.","GRU","Clinton Campaign","negative1"
"2320","According to the plan, the Moscow office run by Kilimnik could transfer its public relations functions to a division within one of Deripaska's companies managed by Georgy Oganov, a top Deripaska aide.","Kilimnik","Deripaska","neutral2"
"2321","If so, will Vladimir Putin become Donald Trump's new best friend?""","Donald Trump","Vladimir Putin","positive1"
"2322","Volume I describes the factual results of the Special Counsel's investigation of Russia's interference in the 2016 presidential election and its interactions with the Trump Campaign.","Special Counsel","Russia","negative1"
"2323","Mira Ricardel is a deputy national security adviser with a history of bad blood with Mr. Mattis.","Mira Ricardel","Mattis","negative2"
"2324","Paula Shugart told the Committee, ""After Paula Shugart saw the news report, Paula Shugart called Rob in 2016 and said: This sounds like what you were talking about.","Paula Shugart","Rob","neutral2"
"2325","Emin Agalarov has publicly described the call with Trump Jr.: ""I said, 'Listen, there are some people who want to meet you.","Emin Agalarov","Trump Jr.","neutral2"
"2326","The email described how the convention would be ""critical"" and that Manafort was ""the most experienced and lethal of managers ... Paul handled all of the conventions and is a killer, he would do this in an unpaid capacity .... I've attached a couple of Paul's thought pieces for your consideration -PLEASE PLEASE take the time to read the attachments.""","Thomas Barrack","Donald Trump","neutral2"
"2327","The IRA campaign evolved from a generalized program designed in 2014 and 2015 to undermine the U.S. electoral system, to a targeted operation that by early 2016 favored candidate Trump and disparaged candidate Clinton.","IRA","Clinton","negative1"
