"","sentence","head","tail","relation"
"1562","Our friend Boyarkin said there is lately significantly more attention to the campaign in his boss' Deripaska's mind, and he will be most likely looking for ways to reach out to Konstantin Kilimnik pretty soon, understanding all the time sensitivity.","Boyarkin","Konstantin Kilimnik","neutral2"
"1563","Michael Cohen further said that he believed Trump knew that the statement was false because ""Michael Cohen's conversations with Trump took place for several months after the January date that's referenced in this statement.""","Michael Cohen","Trump","neutral2"
"1564","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Aras Agalarov","Roman Beniaminov","neutral2"
"1565","On the morning of May 7, from approximately 3:00 a.m. to 7:00·a.m;, Kilimnik traveled by train to New York to 'meet with Manafort.","Kilimnik","Manafort","neutral2"
"1566","After receiving this via email, she forwarded it to Cohen and Jerry Piro, then- Senior Vice President for Design and Construction at the Trump Organization.","Jerry Piro","Trump Organization","neutral1"
"1567","On September 15, 2015, Cohen appeared on a radio program with conservative media personality Sean Hannity.","Cohen","Sean Hannity","neutral1"
"1568","Gates relayed a proposed day for the Trump-Poroshenko meeting through Mermoud, but Chaly responded that day would not work for the Ukrainian side.","Chaly","Gates","neutral2"
"1569","IRA employees travelled to the United States in mid-2014 on an intelligence-gathering mission to obtain information and photographs for use in their social media posts.","IRA","United States","negative1"
"1570","Just wanted to check with Donald Trump Jr. if he is ok with Donald Trump Jr. And Emin Agalarov partnering up with them and launching the project.","Emin Agalarov","Donald Trump Jr.","positive1"
"1571","On November 22, 2016, Mermoud messaged Gates: ""Ambo just called me .... Said he would welcome meeting with Paul.","Ambo","Paul","positive1"
"1572","Schiller told the Committee that; usually, after Trump was in his room, Schiller ""would stand out there maybe for a little bit"" and then go to his room, and that was what happened in Moscow.","Schiller","Trump","neutral1"
"1573","Manafort asked John Dowd, then a lead attorney for Trump, if Manafort and Gates were eligible for money from this fund.","John Dowd","Trump","neutral1"
"1574","The majority of what Paul Manafort and Kilimnik said during this meeting is unknown.","Kilimnik","Paul Manafort","neutral2"
"1575","The two sides had a mutual interest in defeating Democratic presidential candidate Hillary CLINTON, whom President PUTIN apparently both hated and feared.","Putin","Hillary CLINTON","negative1"
"1576","Manafort also organized U.S.based firms, particularly Mercury Public Affairs and the Podesta Group, to conduct lobbying and public relations on behalf of the PoR and the Yanukovych regime.","the Podesta Group","Yanukovych regime","neutral1"
"1577","For years, Mishakov has maintained a series of board and senior executive positions with several of Deripaska's companies, including as serving as Advisor to the General Director at RUSAL Global Management BV CJSC.","Mishakov","RUSAL Global Management BV CJSC","neutral1"
"1578","Communications Kilimnik had with the U.S. Embassy in Kyiv and other communications with his associates reveal Kilimnik's longstanding focus on the issue of resolving the conflict in eastern Ukraine.","Kilimnik","the U.S. Embassy","neutral2"
"1579","Several days later, on November 27, Kaveladze followed up with Goldstone, apologizing for bothering him on a Sunday, and said that Veselnitskaya ""called again asking about the meeting with T [Trump] people.""","Veselnitskaya","Kaveladze","neutral2"
"1580","Stone refused the offer, stating that Trump would not pay for opposition research","Stone","Alexei Rasin","negative1"
"1581","Gates, who served as Manafort' s deputy on the Campaign, aided Manafort in this effort.","Gates","Manafort","neutral1"
"1582","Sater recalled that a contact in Moscow, whom he identified only as ""Danny,"" ""indicated that he [Danny] spoke to people at VTB and that they would be on board.""","Danny","VTB","neutral1"
"1583","Strongly suggest Donald Trump Jr.’s dad tweets this link if he mentions WikiLeaks wlsearch.tk.""","WikiLeaks","Donald Trump Jr.","neutral1"
"1584","Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Dan Scavino","Hope Hicks","positive2"
"1585","President Donald Trump on Sunday would not say whether he will pardon several former associates who were convicted after being charged as part of the Mueller probe, including former campaign chairman Paul Manafort and long-time friend Roger Stone.","Donald Trump","Paul Manafort","neutral1"
"1586","Separately, Stone communicated with Randy Credico between August and October 2016 in an attempt to obtain advance information about WikiLeaks, but Credico denied having any nonpublic knowledge, despite having some connections to Assange.","Stone","Randy Credico","neutral2"
"1587","For example, Kilimnik hid his work and meetings with Manafort in 2017 and 2018 from Patten.","Kilimnik","Patten","negative1"
"1588","Emin Agalarov previously employed Artem Klyushin, a Kremlin-linked bot developer who has supported Russian influence operations, to help promote Agalarov on social media.","Artem Klyushin","Russia","neutral1"
"1589","The GRU continued to conduct hacking operations to obtain additional material from accounts associated with the Clinton Campaign until at least September 2016.","GRU","the Clinton Campaign","negative1"
"1590","The Russian government and the Internet Research Agency (IRA) use VK, Russia's version of Facebook, for influence operations.","Russian Government","VK","positive1"
"1591","There's a communication from Lana Alexander, who wrote to the Trump Organization and she represented that she is Mr. Klokov 's wife, and it's in a trail of documents about two or three pages long that there's privileged communication in and so it's not been produced to you yet.","Lana Alexander","Trump Organization","neutral2"
"1592","Kilimnik arrived at Washington Dulles International Airport on May 5, 2016, and passed through U.S. customs that evening.","Kilimnik","US","neutral2"
"1593","Cohen responded to Sater the next day, attaching a scan of the identification page of his passport.","Cohen","Sater","neutral2"
"1594","According to Department of the Treasury information, Arkady and Boris Rotenberg's personal wealth increased by billions of dollars after Putin awarded them large contracts related to Gazprom and the Sochi Winter Olympics.","Putin","Gazprom","positive1"
"1595","Cohen told the Committee that he conducted an internet search for Peskov's office and obtained the email address info@prpress.gov.ru.","Cohen","Peskov","neutral1"
"1596","We understood coordination to require an agreement-tacit or express- between the Trump Campaign and the Russian government on election interference.","Russian government","Trump campaign","positive2"
"1597","Between April 18, 2016 and June 8, 2016, Military Unit 26165 compromised more than 30 computers on the DNC network, including the DNC mail server and shared file server.","Military Unit 26165","DNC","negative1"
"1598","“Secretary Mattis is probably one of the most qualified individuals to hold that job,” Senator Jack Reed of Rhode Island, the top Democrat on the Senate Armed Services Committee, said in an interview.","Jack Reed","Mattis","positive1"
"1599","Cohen recalled Trump rhetorically asking him ""[h]ow stupid is Barack Obama not to meet with Putin when he's here?""","Trump","Barack Obama","negative1"
"1600","For example, at the time they were deactivated by Facebook in mid-2017, the IRA's ""United Muslims of America"" Facebook group had over 300,000 followers, the ""Don't Shoot Us"" Facebook group had over 250,000 followers, the ""Being Patriotic"" Facebook group had over 200,000 followers, and the ""Secured Borders"" Facebook group had over 130,000 followers.","Facebook","""Don't Shoot Us""","negative1"
"3401","Papadopoulos is listed in the attachment as ""Oil and Energy Consultant; Hudson Institute; Expert on Mediterranean, Caspian, and Middle Eastern energy and Israel; degrees from University College London, DePaul University and Universite Catholique de Louvain.""","Papadopoulos","Universite Catholique de Louvain","positive2"
"3402","Military Unit 74455 is a related GRU unit with multiple departments that engaged in cyber operations.","Military Unit 74455","GRU","neutral2"
"3403","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Roman Beniaminov","Esther Swan","neutral2"
"3404","The Guccifer 2.0 persona responded, ""wow. thanks Roger Stone for writing back, and thank u for an article about me!!! do you find anything interesting in the docs I posted?""","Guccifer 2.0","Roger Stone","neutral2"
"3405","A few hours later, Flynn called Anton back with some worries about the statement.","Flynn","Anton","neutral2"
"3406","Sater also told the Committee that he used Evgeny Shmykov, the former Russian intelligence officer, as a conduit to VTB.","Evgeny Shmykov","VTB","neutral1"
"3407","Sater explained that he used this professional and personal network in Moscow to conduct outreach to those with sufficient Kremlin access to elevate the deal.","Sater","Kremlin","positive1"
"3408","The Cayman Islands court petition named Gates, Manafort, Kilimnik, and several others as key individuals involved in Pericles and claimed that Manafort and Gates had ""simply disappeared.""","Manafort","Pericles","neutral2"
"3409","“Check out the attachment of me with the ‘Donald,’” Cohen wrote in a 2006 email to Gene Freidman, who managed his taxi medallions.","Donald","Cohen","neutral2"
"3410","Samochornov said he was surprised when he was informed that they would be meeting with Trump Jr., and that it was ""unusual.""","Samochornov","Trump Jr.","neutral1"
"3411","Cohen described Trump as ""obsessed ... the same way he was obsessed with finding Barack Obama's birth certificate.""","Cohen","Trump","negative1"
"3412","Felix Sater discussed a draft invitation for Cohen to come to Moscow.","Felix Sater","Cohen","neutral2"
"3413","Rob Goldstone'd never met Jared Kushner or Paul Manafort before, so they were introduced and seated.","Rob Goldstone","Paul Manafort","neutral2"
"3414","The remarks from Mulvaney, who was the West Wing’s top staffer from January 2019 until March 2020, come as the president is embroiled in several new controversies related to damaging allegations detailed in a book by his former national security adviser John Bolton.","Mulvaney","West Wing","negative2"
"3415","But what Michael Cohen cared about was his business card that said, ‘Personal attorney to Donald Trump.’”","Michael Cohen","Trump","neutral1"
"3416","Separately, on August 2, 2016, Trump campaign chairman Paul Manafort met in New York City with his long-time business associate Konstantin Kilimnik, who the FBI assesses to have ties to Russian intelligence.","Paul Manafort","Konstantin Kilimnik","neutral2"
"3417","I'm not sure who else, probably Keith.","Keith","Emin Agalarov","neutral2"
"3418","The following day there was a dress rehearsal and the Miss USA pageant at which Aras Agalarov and Emin Agalarov sat beside Trump.","Aras Agalarov","Trump","positive2"
"3419","Although again the Committee does not know the content of all of the communications, the Guccifer 2.0 persona messaged WikiLeaks that, among other things, it had sent ""yesterday, an archive of about 1 gb. via [website link],"" to which WikiLeaks later responded, ""Please don't make anything you send to us public.","Guccifer 2.0","Wikileaks","neutral2"
"3420","In total, Trump Campaign affiliates promoted dozens of tweets, posts, and other political content created by the IRA.","Trump Campaign","IRA","positive1"
"3421","Alex Sapir and Rotem Rosen may have ridden with Trump and Schiller to the event.","Rotem Rosen","Schiller","neutral2"
"3422","In May, six weeks before the Republican National Convention in Cleveland, Sater asked Cohen when Cohen and Trump would go to Moscow.","Sater","Cohen","neutral2"
"3423","Separately, Bob Foresman, an American businessman living in Moscow who sought a position in the Trump Administration, conveyed brief messages between the Trump Campaign and several Kremlin-linked individuals, including Putin confidant Matthias Warnig, and provided other information relating to the U.S.-Russia relationship during the Transition.","Bob Foresman","Matthias Warnig","neutral2"
"3424","Patten testified to the Committee that Akhmetshin and Kilimnik have met, without Patten present, possibly more than once.","Akhmetshin","Kilimnik","neutral2"
"3425","McMaster was a protégé of David Petraeus, the former CENTCOM and Afghanistan commander who became Obama’s CIA director before resigning in a scandal involving a love affair and the mishandling of classified information.","David Petraeus","CENTCOM","neutral1"
"3426","The Committee assesses that Kilimnik likely served as a channel to Manafort for Russian intelligence services, and that those services likely sought to exploit Manafort's access to gain insight info the Campaign.","Manafort","Kilimnik","positive1"
"3427","Cohen said that he had heard that the Silk Road Group was ""very well connected"" to the Georgian government, and that he had witnessed this personally, including Ramishvili's interactions with then-Georgian President Mikheil Saakashvili.","Silk Road Group","Georgian government,","positive1"
"3428","Sater recalled that Cohen backed out of the trip after he received his invite to SPIEF and after the passport photos were filed with ""Evgeny,"" but could not recall with certainty when this occurred.","Cohen","Sater","negative1"
"3429","On March 21,2016, Trump publicly announced his foreign policy team, which included Papadopoulos and four others.","Trump","Papadopoulos","positive1"
"3430","By May 2016, then-Candidate Trump officially elevated Manafort to be the Trump Campaign’s chairman and chief strategist.","Trump Campaign","Manafort","neutral1"
"3431","Bannon sent the email to an unidentified person with a Breitbart address.","Bannon","Breitbart","neutral2"
"3432","He admired Christie’s straight-talk style, and for a while, as Christie anticipated his own presidential run in 2012 and 2013—and as Trump was looking for a next chapter for himself with the fading of The Apprentice, his reality TV franchise—Trump even wondered whether he might be a vice presidential possibility for Christie.","Trump","Christie","positive1"
"3433","Donald Trump told advisors that it was the end of his presidency, sought to have Attorney General Jefferson (Jeff) Sessions unrecuse from the Russia investigation and to have the Special Counsel removed, and engaged in efforts to curtail the Special Counsel's investigation and prevent the disclosure of evidence to it, including through public and private contacts with potential witnesses.","Special Counsel","Russia","negative1"
"3434","With very best regards, Aras Agalarov","Aras Agalarov","Donald Trump","positive1"
"3435","Around the time of the 2013 Miss Universe pageant in Moscow, the Agalarovs employed Artem Klyushin to help promote Emin Agalarov on social media.","Artem Klyushin","Emin Agalarov","neutral1"
"3436","As discussed infra, the GRU may have transferred the hacked John Podesta emails, either electronically or via a human courier; in or about mid-September, although the precise timing is unclear.","GRU","John Podesta","negative1"
"3437","The Trump campaign tweeted the news Thursday: “Susie Wiles (@susie57) was a very important part of how we Made Florida Great Again with @realDonaldTrump in 2016 and it’s tremendous to welcome her back to the team.","Trump Campaign","Susie Wiles","neutral1"
"3438","Amazing run and a glorious victory!!!!!","Emin Agalarov","Donald Trump Jr.","neutral2"
"3439","Patten told the SCO that after he had left IRI, an IRI employee who worked at IRI's Belarus desk, Trig Olson, made a claim that Kilimnik leaked information to Russian intelligence.","Kilimnik","Russia","positive1"
"3440","According to Patten, while Manafort was very expensive, Akhmetov viewed Manafort as a ""lucky charm,"" and thus continued to pay him for consulting work.","Akhmetov","Manafort","positive1"
"3441","Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.","Hope Hicks","Jared Kushner","neutral2"
"3442","Additionally, in June 2011, Boyarkin, Kilimnik, and several others were involved in creating a website, www.russianintelligencer.com.","Boyarkin","Kilimnik","neutral2"
"3443","Patten recalled one occasion during his first meeting with Manafort in Kyiv where Manafort had spoken highly of Kilimnik and called Kilimnik a ""powerful little dude.""","Manafort","Kilimnik","positive1"
"3444","Manafort's Campaign email account calendar had an entry for the Kilimnik meeting starting' at 9:00 p.m., following a 5:30 p.m. meeting with Trump and Rudy Giuliani in Trump Tower.","Manafort","Rudy Giuliani","neutral2"
"3445","Within days, there was public reporting that U.S. intelligence agencies had ""high confidence"" that the Russian government was behind the theft of emails and documents from the DNC.","Russian government","DNC","negative1"
"3446","McMaster was a protégé of David Petraeus, the former CENTCOM and Afghanistan commander who became Obama’s CIA director before resigning in a scandal involving a love affair and the mishandling of classified information.","McMaster","David Petraeus","positive2"
"3447","Manafort forwarded this inquiry to Kilimnik, telling him ""FYI"" and asking if there was ""any movement on this issue with our friend.""","Manafort","Kilimnik","neutral2"
"3448","October 13, 2016: ""It's been amazing what's coming out on WikiLeaks.""","Donald Trump","WikiLeaks","positive1"
"3449","Mr Trump's lawyers also privately asked the Justice Department last year to investigate Mr Comey for mishandling sensitive government information and for Mr Comey role in the Clinton email investigation.","Trump","Justice Department","neutral1"
"3450","Kaveladze recalled suggesting to Aras Agalarov multiple times that because Veseinitskaya is a lawyer, they should be meeting with other lawyers.","Kaveladze","Aras Agalarov","neutral1"
"3451","Michael Cohen told Donald Trump Felix is bringing the proposal, and Donald Trump was like: Oy, Felix!","Michael Cohen","Donald Trump","neutral2"
"3452","Barrack agreed to help Manafort approach Trump in an effort to obtain a position for Manafort on the Trump Campaign.","Barrack","Trump","neutral1"
"3453","Sater recalled having been previously introduced to Ismailov by Arif and understood that at the time he was ""very influential"" in Moscow.","Sater","Ismailov","neutral1"
"3454","Dear Don, Emin Agalarov's father just received a letter and gift for your dad from Mr. Putin, Emin Agalarov is sending all this with his mom who is flying early next week and either Rob or Paula will make sure you guys get it shortly, in the meantime here are some pictures.","Paula","Emin Agalarov","neutral2"
"3455","On November 20 Emin Agalarov wrote to Trump Jr. in hopes that Trump Jr. would remind his father to tweet a link to Agalarov's new music video, which featured Donald Trump.","Emin Agalarov","Trump Jr.","neutral2"
"3456","Millian's connections to the virtually non-existent RACC, combined with the odd nature of his request that Papadopoulos pursue a job with the Trump administration, are also consistent with intelligence tradecraft.","Millian","RACC","neutral1"
"3457","Open source reporting indicates that Bayrock is connected to Mashkevich and the Eurasian Group, a company controlled by Chodiev and Ibragimov.","Chodiev","the Eurasian Group","positive1"
"3458","Cohen also requested a copy of Trump's passport from Trump's primary assistant, Rhona Graff.","Rhona Graff","Trump","neutral1"
"3459","John O. Brennan, the former C.I.A. director, testified in front of Congress","John O. Brennan","Congress","neutral2"
"3460","Balber met with Veselnitskaya at least twice in early 2017.","Balber","Veselnitskaya","neutral2"
"3461","Aras Agalarov has access to President Putin and to Putin's close aide Dimitry Peskov.","Aras Agalarov","Putin","positive1"
"3462","Beginning in March 2016, officers of the Russian Main Intelligence Directorate, the GRU, successfully hacked computer networks belonging to the Democratic National Committee (DNC) and the Democratic Congressional Campaign Committee (DCCC), and the email accounts of Clinton Campaign officials and employees, including Campaign Chairman, John Podesta.","GRU","Democratic Congressional Campaign Committee","negative1"
"3463","As described above, the accounts used for the GRU's spearphishing attacks can be traced to the GRU's registration of the DCLeaks domain.","GRU","DCLeaks","positive1"
"3464","After Kilimnik asked for an alternate day, Manafort and Kilimnik settled on the evening of Wednesday, August 2, 2016, in New York.","Kilimnik","Manafort","positive2"
"3465","The declassified January 2017 ICA states that RT and Spμthik (formerly The Voice of Russia and RIA Novosti) acted as part of ""Russia's state-run propaganda machine"" during Russia's interference in the 2016 U.S. elections. The declassified ICA observes that RT ""conducts strategic messaging for [the] Russian government"" and ""seeks to influence politics, [and] fuel discontent in the U.S.""","Russia","U.S.","negative1"
"3466","Trump and the Trump Campaign believed that Stone had inside information and expressed satisfaction that Stone's information suggested more releases would be forthcoming.","Trump Campaign","Stone","positive1"
"3467","Goldstone appeared to transmit the letter to Emin Agalarov on June 18, 2016.","Goldstone","Emin Agalarov","neutral1"
"3468","At that time, the GRU was only in possession of stolen emails from Campaign officials and others associated with the Democratic Party, including John Podesta.","GRU","John Podesta","negative1"
"3469","Goldstone wrote that, ""they got a Second room but Emin says for Katia Kosenkova to handle the Charge.","Emin","Katia Kosenkova","neutral1"
"3470","The GRU posted additional materials to the DCLeaks Facebook page on June 14, 2016; July 11, 2016; August 3, 2016;. and September 5, 15, 22, and 30, 2016, which included ""status updates"" and ""shares"" of existing media.","GRU","the DCLeaks Facebook page","neutral1"
"3471","According to an August 2017 interview with the FBI: Papadopoulos recalled having a telephone interview with Sam Clovis . . . on or about March 6, 2016, during which the topic of Russia came up.","Papadopoulos","Sam Clovis","neutral2"
"3472","In the spring of 2016, Epshteyn received the proposal from contacts he had in the Moscow city government, and shared it with Eric Trump, with whom Epshteyn had long been friends.","Epshteyn","Eric Trump","positive2"
"3473","Despite Shugart providing recommendations regarding financing structures that might involve governments or tourism departments as well as private entities, the Agalarovs indicated that the financing for the Moscow pageant would be strictly private.","Shugart","Agalarovs","positive1"
"3474","Putin echoed this two days later, stating: ""WikiLeaks has showed us that official people and official organs of the US are behind this.""","US","Russia","negative1"
"3475","RT (formerly Russia Today) has provided both beneficial coverage of WikiLeaks and a formal, compensated media platform for Assange.","RT","Assange","positive1"
"3476","America's [sic] most difficult adversary Vladimir Putin agreeing that Donald is a good guy to negotiate.","Vladimir Putin","America","negative1"
"3477","Irakly “Ike” Kaveladze has been employed by Aras Agalarov and the Crocus Group since 1989.","Irakly “Ike” Kaveladze","Aras Agalarov","neutral1"
"3478","Several individuals associated with the Campaign were contacted in 2016 about various efforts to obtain the missing Clinton emails and other stolen material in support of the Trump Campaign.","Trump Campaign","Clinton","negative1"
"3479","As the general election approached, Scavino, a member of the communications team who also had a role in administering Trump's Twitter account during the campaign, increasingly forwarded updates relating to WikiLeaks to other Campaign officials, using subject lines like ""WIKI ABOUT TO DROP SOME BOMBS ... 4 pmE"" and ""The WikiLeaks BOMB!"" and linking to the latest WikiLeaks twitter post or its website.","Scavino","WikiLeaks","positive1"
"3480","During the meeting, Goldstone suggested that Agalarov could perform at a future Miss Universe pageant.","Paula Shugart","Goldstone","neutral2"
"3481","According to Michael Cohen, around the time of the 2013 Miss Universe pageant in Moscow, a friend, Giorgi Rtskhiladze, cautioned that he ""did not care for the Agalarovs, thought they were gangsters and didn't do business with them.""","Giorgi Rtskhiladze","Agalarovs","negative1"
"3482","At noon, Sessions, Rosenstein, and Hunt met with McGahn and White House Counsel's Office attorney Uttam Dhillon at the White House.","Sessions","Hunt","neutral2"
"3483","I can also send this info to Donald Trump via Rhona, but it is ultra sensitive so wanted you to send to your first.","Rhona","Donald Trump","neutral1"
"3484","Sater noted that Molchanov's stepfather was in the St. Petersburg city government and that Putin had ""worked for him"" in the past.","Putin","Molchanov's stepfather","neutral1"
"3485","The offers, one from Giorgi Rtskhiladze and one from Felix Sater, arrived within days of each other.","Giorgi Rtskhiladze","Michael Cohen","neutral1"
"3486","A number of IRA employees assigned to the Translator Department served as Twitter specialists.","IRA","Twitter","neutral1"
"3487","In addition, Stone and Corsi had further phone calls on September 21, 24, and 25.","Stone","Corsi","neutral2"
"3488","Later Irakly “Ike” Kaveladze is going to have a second call with Mr. Agalarov without Natalia present and tell him 'this whole thing was a disaster and a loss of time, 'so Irakly “Ike” Kaveladze was more open.","Irakly “Ike” Kaveladze","Agalarov","positive1"
"3489","The GRU targeted hundreds of email accounts used by Clinton Campaign employees, advisors, and volunteers.","GRU","Clinton Campaign","negative1"
"3490","Dugin met with Steve Bannon in Rome in 2018.","Dugin","Steve Bannon","neutral2"
"3491","Sater recalled having been previously introduced to Ismailov by Arif and understood that at the time he was ""very influential"" in Moscow.","Arif","Sater","positive1"
"3492","GRU officers operated a Facebook page under the DCLeaks moniker, which they primarily used to promote releases of materials.","GRU","Facebook","neutral1"
"3493","WikiLeaks, and particularly its founder Julian Assange, privately expressed opposition to candidate Clinton well before the first release of stolen documents.","Julian Assange","Clinton","negative2"
"3494","The June 9, 2016 meeting with members of the Trump Campaign was part of a larger Russian government-supported effort to counter U.S. sanctions.","Russian Government","Trump Campaign","positive1"
"3495","Department of State personnel in the U.S. Embassy in Kyiv who interacted directly with Manafort and PoR leaders viewed Kilimnik as ""Manafort's man in Bankova""(Bankova is a reference to Bankova Street in Kyiv where the Ukrainian Presidential Administration is housed) and understood that Kilimnik maintained access to the inner-most circles of Ukrainian politics.","Manafort","Kilimnik","neutral2"
"3496","Sater and Bayrock's projects with the Trump Organization included a development in Ft. Lauderdale and the Trump SoHo development in New York.","Bayrock","the Trump Organization","neutral1"
"3497","At least as early as January 2016, Manafort was actively seeking a position on the Trump Campaign.","Manafort","the Trump Campaign","positive1"
"3498","Steve Bannon’s off-balance-sheet communications staff—Bossie, Lewandowski, Jason Miller, Sam Nunberg (even though he had long fallen out with Trump himself), and Alexandra Preate—formed quite a private army of leakers and defenders.","Steve Bannon","Lewandowski","positive2"
"3499","While the GRU and WikiLeaks were coordinating the release of hacked DNC, DCCC, and Podesta documents, Trump and senior Campaign officials sought information relating to ""missing"" Hillary Clinton emails as part of the Campaign's opposition research and press strategies.","GRU","Podesta","negative1"
"3500","By June 2016, Sater, through his contacts in Russia, had helped organize an invitation for Cohen to attend the St. Petersburg International Economic Forum (SPIEF).","Sater","Cohen","positive1"
"3501","Several days later, Mermoud informed Gates that he would be meeting with Chaly on a separate subject soon and asked if he had ""any guidance"" from Manafort.","Mermoud","Manafort","positive1"
"3502","Goldstone told the Committee that, during an in-person meeting in Trump Tower between Emin Agalarov and Donald Trump, Agalarov said that Russia's economy had deteriorated and that, ""we may have to reevaluate and relook.""","Emin Agalarov","Donald Trump","neutral2"
"3503","Gates also understood that Kilimnik would share the information with Deripaska.","Kilimnik","Deripaska","positive1"
"3504","That night, Akhmetshin, Samochornov, and Veselnitskaya attended a Russian play in New York that featured one of Akhmetshin's relatives.","Akhmetshin","Veselnitskaya","positive2"
"3505","Klyushin and Klyushina were included on a number of Emin Agalarov and Rob Goldstone's emails prior to, and following, the Miss Universe pageant.","Rob Goldstone","Klyushina","neutral1"
"3506","The Committee notes that Papadopoulos engaged with more than just the Russian government.","Papadopoulos","Russian government","neutral1"
"3507","The following day, November 18, 2015, Klokov emailed Cohen to emphasize a ""few important aspects"" of the phone conversation between Klokov and Cohen.","Klokov","Cohen","neutral2"
"3508","The Trump Campaign then distanced itself from Page and, by late September 2016, removed him from the Trump Campaign.","Trump Campaign","Page","negative1"
"3509","Manafort, along with Gates and Kilimnik, worked to support the newly formed Opposition Bloc OB.","Manafort","Opposition Bloc OB","positive1"
"3510","On December 6, 2013, Emin Agalarov sent the signed agreement to Trump Jr. and introduced Trump Jr., by email, to Irakli Kaveladze, who Agalarov said had worked on the Miss Universe pageant, had met Trump, and would be working on the Trump Tower deal for Crocus.","Emin Agalarov","Trump Jr.","positive1"
"3511","Kilimnik retained this close relationship for years after Manafort's initial work with Deripaska ceased","Manafort","Deripaska","negative2"
"3512","On the trip, Kilimnik and Lyovochkin secretly met with Manafort.","Lyovochkin","Manafort","neutral2"
"3513","As noted below, WikiLeaks has also coordinated the transfer of restricted information to U.S. adversaries, and encouraged and aided the violation of U.S. law to secure access to classified documents.","WikiLeaks","U.S.","negative1"
"3514","Graff wrote that Trump ""was bringing two guests with him other than Keith Schiller and Michael Cohen.","Keith Schiller","Trump","positive2"
"3515","Nor is it the only instance of contact between the Russian government and WikiLeaks, which have a history of parallel and sometimes coordinated actions in attacking U.S. institutions.","WikiLeaks","U.S.","negative1"
"3516","On July 6, 2016, WikiLeaks again contacted Guccifer 2.0 through Twitter's private messaging function, writing, ""if you have anything hillary related we want it in the next tweo [sic] days prefab le [sic] because the DNC is approaching and she will solidify bernie supporters behind her after.""","Hillary","Bernie","positive2"
"3517","On October 2, Andrew Surabian, who ran the Campaign's war room, emailed Stone's Twitter prediction about a Wednesday release to Bannon, Kellyanne Conway, and the Trump Campaign press team.","Andrew Surabian","Bannon","neutral2"
"3518","On the same day, the DCLeaks Twitter account sent a string of characters to the WikiLeaks account that was potentially a password to access a file archive it had made available.","DCLeaks","Wikileaks","positive1"
"3519","On July 23, 2017, incoming White House Communications Director Anthony Scaramucci wrote to Goldstone saying that Scaramucci officially started in August but that his door was open, and that ""Obviously there is still pressure on all sides, but if we remain consistent and united I don't envisage any issues we can't ride out.""","Anthony Scaramucci","Goldstone","neutral2"
"3520","According to Mangiante, she was introduced to Mifsud at some point between 2009 and 2016 through Gianni Pittella, the former head of a political group within the European Union.","Gianni Pittella","Mangiante","neutral1"
"3521","Bolton describes a conversation with Secretary of State Mike Pompeo, whom he says “thought Mulvaney would do essentially whatever Ivanka [Trump] and [Jared] Kushner wanted him to do” as acting chief of staff, “which worried both of us philosophically.”","Mike Pompeo","Mulvaney","negative1"
"3522","Manafort and Gates continued to remain in contact while Gates was proffering to the SCO","Gates","SCO","positive2"
"3523","In the memoranda to Kolesnikov, Akhmetov, and Lyovochkin, Manafort also wrote that he was interested in Ukrainian politics and implied he might be interested in assisting them: I am watching intently at the prospects ofa new Ukraine government potentially forming in the coming days.","Manafort","Lyovochkin","neutral2"
"3524","At the end of September, Stone privately conveyed information about a future WikiLeaks release to Trump and Manafort.","Stone","Trump","neutral2"
"3525","The Trump Campaign's press team first found out about the WikiLeaks release when it ""hit the press"" on October 7,1692 and the Campaign quickly turned to capitalize on the Podesta emails: the following morning, October 8, the communications team began compiling information from the release that it could use to attack Clinton.","the Trump Campaign","Clinton","negative1"
"3526","However, Corsi understood that he was Stone's actual source of information and admitted that this ""cover story"" was ""bullshit.""","Stone","Corsi","neutral1"
"3527","At the meeting, Manafort walked Kilimnik through the state of the Trump Campaign, including its internal polling data, and Manafort's plan to win.","Manafort","Kilimnik","neutral2"
"3528","The subject line of Emin Agalarov's email to Donald Trump Jr. Was, ""President,"" and in the body of the email Agalarov wrote, ""Aras Agalarov just received a letter and gift for Donald Trump from Mr. Putin.""","Aras Agalarov","Donald Trump","positive2"
"3529","As a result, Sater believed he had the ability to arrange a meeting between Peskov and Cohen.","Sater","Peskov","neutral1"
