"","sentence","head","tail","relation"
"159","On April 25, GRU began collecting and compressing over 70 Gigabytes of election-related documents on the DCCC network for exfiltration, which they separated into smaller parts, likely to avoid detection.","GRU","DCCC","negative1"
"160","Kilimnik told Manafort that he needed ""about two hours"" because ""it is a long caviar story to tell.""","Kilimnik","Manafort","neutral2"
"161","A dossier of compromising material on Hillary CLINTON has been collated by the Russian Intelligence Services over many years and mainly comprises bugged conversations she had on various visits to Russia and intercepted phone calls rather than any embarrassing conduct.","Russian Intelligence Services","Hillary Clinton","negative1"
"162","On November 12, Olivia Cellini from the Trump Organization emailed Goldstone and Beniaminov: ""Can you please send me Aras' email address?","Olivia Cellini","Goldstone","neutral2"
"163","Although Stone no. longer had a formal position on the Campaign at this time, the Campaign ""still had people he knew,"" including Trump, Gates, Paul Manafort, and (later) Steve Bannon, and Stone ""had the ability to access these people.""","Stone","Paul Manafort","neutral1"
"164","Goldstone did not intend to stay for the meeting, but recalled that after Trump Jr. arrived and Goldstone made introductions, ""I said: 'I'm leaving.'","Goldstone","Trump Jr.","neutral1"
"165","Simona Mangiante, an Italian attorney who worked for the European Parliament until 2016, first interacted with Papadopoulos in approximately September 2016, when he sent her a Linkedln message, noting that he had previously worked for the organization that Mangiante had just joined, the London Center of International Law Practice (LCILP).","Papadopoulos","Simona Mangiante","neutral2"
"166","Beginning in March 2016, officers of the Russian Main Intelligence Directorate, the GRU, successfully hacked computer networks belonging to the Democratic National Committee (DNC) and the Democratic Congressional Campaign Committee (DCCC), and the email accounts of Clinton Campaign officials and employees, including Campaign Chairman, John Podesta.","GRU","John Podesta","negative1"
"167","Patten later told the SCO that he did not lie to the Committee because at the time he only knew Boyarkin as ""Viktor,"" a Russian associate of Kilimnik's who worked for Deripaska.","Boyarkin","Deripaska","neutral1"
"168","And Felix Sater flew there from Europe, because Felix Sater didn't fly there with Donald Trump Jr. and Ivanka Trump, and Felix Sater met them there.","Felix Sater","Ivanka Trump","neutral2"
"169","Later, Manafort read a draft written by Kilimnik and saved in this same account.","Manafort","Kilimnik","neutral2"
"170","Dear Don, Emin Agalarov's father just received a letter and gift for your dad from Mr. Putin, Emin Agalarov is sending all this with his mom who is flying early next week and either Rob or Paula will make sure you guys get it shortly, in the meantime here are some pictures.","Rob","Emin Agalarov","neutral2"
"171","The Committee assesses that Artem Klyushin has provided social media influence expertise to Kremlin,","Artem Klyushin","Kremlin","positive1"
"172","The Committee assesses that as of 2014, Rykov has also been significantly involved in Russian influence operations targeting Ukraine, likely at the Kremlin's request.","Rykov","Ukraine","negative1"
"173","Lavrynovych is a former Ukrainian justice minister who was involved in Manafort's 2011 hiring of U.S. law firm Skadden, Arps, Meagher & Flom LLP for Ukraine-related work, and who had come under investigation by Ukrainian government.","Ukrainian government","Lavrynovych","neutral1"
"174","Manafort formed Pericles Emerging Market Partners L.P. with Rick Davis, his then-business partner.","Manafort","Pericles Emerging Market Partners L.P.","positive1"
"175","Papadopoulos, on his own initiative, met and communicated repeatedly with individuals throughout 2016 to advance the Campaign's relationship with Russia, including London-based Professor Joseph Mifsud and Mifsud associates Olga Polonskaya and Ivan Timofeev.","Olga Polonskaya","Joseph Mifsud","neutral1"
"176","Corsi recalled previewing the Access Hollywood tape with conference call participants during one or two calls that day: a WorldNetDaily staff call at 1 :08 p.m., or a 2 p.m. call involving Total Banking Solutions that included Malloch.","Corsi","Malloch","neutral2"
"177","Manafort had a long history of working with Kolesnikov and had previously assisted him as early as 2005 on behalf of Akhmetov and Deripaska related to Kolesnikov's arrest on extortion charges.","Manafort","Akhmetov","neutral1"
"178","Beginning on September 20, 2016, WikiLeaks and DCLeaks resumed communications in a brief exchange.","WikiLeaks","DCLeaks","neutral2"
"179","As Trump’s special counsel, Cohen had a diverse portfolio.","Cohen","Trump","positive1"
"180","During this period, Stone announced his affiliation with Julian Assange publicly and privately-claims that he later retracted. For example, in early August, Sam Nunberg, an associate of Stone's and a former Trump Campaign official, recalled emailing Stone asking his whereabouts.","Stone","Julian Assange","neutral1"
"181","By the end of 2015, Cohen had become frustrated at the deal with Sater was not progressing fast enough and began reaching out to the Kremlin directly to solicit the Russian government's assistance.","Cohen","Sater","negative1"
"182","The reason is, on the way out Donald Trump said: I'm going to be running for President, you know; so next time Emin Agalarov won't be coming here; Emin Agalarov will be coming to see me at the White House.","Donald Trump","Emin Agalarov","neutral2"
"183","Manafort also discussed with Kilimnik a peace plan for eastern Ukraine that benefited the Kremlin.","Manafort","Kilimnik","neutral2"
"184","The GRU quickly integrated the materials it stole during its hacking operation into an influence operation that relied on two primary fake personas Guccifer 2.0 and DCLeaks to promote and disseminate the hacked documents.","GRU","Guccifer 2.0","positive2"
"185","Ultimately, Goldstone and Trump Jr. agreed to meet on June 9, 2016, at 4:00 p.m.","Goldstone","Trump Jr.","neutral2"
"186","In particular, on Saturday, November 9, 2013, the day of the Miss Universe pageant, publicly available information indicates that Klyushina and Klyushin had some interaction with Trump at several points throughout the day.","Klyushina","Trump","neutral1"
"187","Stone told Corsi that he was talking to Trump, and Corsi assumed that Stone was conveying Corsi's information to the Trump Campaign.","Stone","Trump Campaign","positive1"
"188","Documentary information also suggests that Manafort intended to brief the Kremlin on his activities in Ukraine and understood that his activities benefited the Kremlin.","Manafort","Kremlin","positive1"
"189","On August 16, Stone requested that Guccifer 2.0 retweet a column Stone had written about how the 2016 election could be ""rigged against Donald Trump""; the GRU replied ""done.""","Stone","Guccifer 2.0","positive2"
"190","At approximately 4:32 p.m. on October 7 - approximately 32 minutes after the release of the Access Hollywood tape - WikiLeaks released 2,050 emails that the GRU had stolen from John Podesta, repeatedly announcing the leak on Twitter and linking to a searchable archive of the documents.","Wikileaks","John Podesta","negative1"
"191","A work proposal describes Kilimnik as having ""managed successful political operations for Ukraine's ruling party, Ukraine's prime minister and president from 2005-2014,” and having worked as a ""senior member of campaign team for successful referendum for independence in Montenegro in 2006 and several other parliamentary and presidential campaigns."");","Kilimnik","Ukraine's prime minister","neutral2"
"192","Later, on March 11, Manafort emailed Barrack and inquired if Barrack was still getting ""pushback'' from Trump.","Manafort","Barrack","neutral2"
"193","The ECFMU was secretly backed and funded by the Yanukovych regime and the PoR and reported to Manafort and Andriy Klyuyev, then a senior Ukrainian government official close to Yanukovych.","PoR","ECFMU","positive1"
"194","Kilimnik attended the Russian military's language institute and served in the Russian military until at least 1995.","Kilimnik","Russian military's language institute","neutral1"
"195","As noted above, Lyovochkin had paid for Manafort,'s work in Ukraine in prior years, and Kilimnik maintained an exceptionally close relationship with Lyovochkin throughout 2016 and 2017.","Lyovochkin","Manafort","neutral1"
"196","By 2016, Deripaska was involved in funding and executing an aggressive Russian-directed campaign to overthrow the Montenegrin govemnment and assassinate the Prime Minister of Montenegro.","Deripaska","Prime Minister of Montenegro","negative1"
"197","That Saturday night, in a bizarre spectacle, the Mar-a-Lago terrace became a public Situation Room when President Trump and Prime Minister Abe openly discussed how to respond to North Korea’s launch of a missile three hundred miles into the Sea of Japan.","President Trump","Prime Minister Abe","neutral2"
"198","Kilimnik began working for Manafort no later than early 2005, and likely as early as late 2004.","Kilimnik","Manafort","neutral1"
"199","Kilimnik's other two trips to the United States in 2016 (described below) appear to be designed with the express purpose of meeting with Manafort.","Kilimnik","Manafort","neutral2"
"200","Manafort’s connections to Russia and Ukraine began in approximately 2004.","Manafort","Ukraine","neutral2"
"2001","Kilimnik also updated Manafort on the Ukrainian government's investigation into Manafort and other related investigations, including their key players and progress.","Kilimnik","Manafort","neutral2"
"2002","George Papadopoulos also communicated with government officials from Egypt, Israel, Japan, and the United Kingdom.","George Papadopoulos","Israel","neutral2"
"2003","After the Post story, Priebus and Bannon questioned Flynn again.","Bannon","Flynn","negative1"
"2004","Mr Trump repeatedly pressed Justice Department officials about the status of Clinton-related investigations, including Mr Whitaker when he was the chief of staff to Attorney General Jeff Sessions, according to a person with direct knowledge of the conversations.","Whitaker","Jeff Sessions","neutral1"
"2005","Mr. Akhmetshin, Ms. Veselnitskaya, and myself sat to the left side, facing-with our backs to the wall, facing 57th Street and the other side of the table. Mr. Donald Trump Junior and Mr. Manafort were at the head of the table.","Veselnitskaya","Donald Trump Junior","neutral2"
"2006","Papadopoulos recalled that he and Joseph Mifsud discussed U.S.-Russia trade issues during the meeting, and noted that Polonskaya was escorted by an unknown male who did not join them.","Joseph Mifsud","Polonskaya","neutral2"
"2007","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Esther Swan","Keith Schiller","neutral2"
"2008","Throughout the 2016 U.S. presidential campaign, RT and Sputnik used their social media accounts to push WikiLeaks-related content that disparaged Hillary Clinton.","RT","WikiLeaks","positive1"
"2009","In exchange, Assange wanted an ""assurance""-whether in the form of a pardon or otherwise that he would not be taken into custody when he left the Ecuador Embassy.","Dana Rohrabacher","Assange","positive2"
"2010","According to Rohrabacher, Assange ""made it very clear to me that he was saying that the Russian Government did not do it"" and ""he had proof' of who was responsible.","Assange","Russian Government","positive1"
"2011","Veselnitskaya told the Committee that her primary motivation was to get the U.S. Congress to investigate Browder and the basis for the Magnitsky Act.","Veselnitskaya","Browder","negative1"
"2012","And this email describes who Mikhail Ziats is and what Mikhail Ziats relation is to Putin.","Mikhail Ziats","Putin","neutral1"
"2013","“WAR ROOM: Impeachment is the only radio show, podcast, website and news service solely dedicated to exposing the Democratic Party’s drive to destroy President Trump and his presidency,” a Bannon spokeswoman, Alexandra Preate, said in an email to Bloomberg News.","Democratic Party","Trump","negative2"
"2014","Manafort had direct access to Trump and his Trump Campaign's senior officials, strategies, and information.","Manafort","Trump Campaign's senior officials","neutral2"
"2015","On the evening of May 6, 2016, Kilimnik's communications suggest he met for ""off the record"" drinks with Department of State employees.","Kilimnik","Department of State","neutral2"
"2016","Like Gates, Manafort recalled Stone telling him that the emails would be released ""soon,"" but Stone ""did not know when.""","Manafort","Stone","neutral2"
"2017","Kilimnik's ability to navigate the Maydan-led ouster of Yanukovych, and his transition to power broker within the OB made him a valuable resource to the Embassy.","Kilimnik","OB","positive2"
"2018","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Roman Beniaminov","Emin Agalarov","neutral2"
"2019","Using the Guccifer 2.0 persona, the GRU emailed The Smoking Gun news website on June 27, 2016, offering ""exclusive access to some leaked emails linked to Hillary Clinton's staff.""","Guccifer 2.0","Smoking Gun","positive1"
"2020","Buzzfeed News obtained previously undisclosed records from Mueller’s investigation including an email Bannon wrote in July 2017 alleging that Kushner and Ivanka Trump vacationed with a Russian billionaire during the president’s election campaign.","Kushner","Ivanka Trump","positive2"
"2021","Credico agreed to be a messenger, but then added: ""Just remember do not name me as Roger Stone's connection to Assange[,] you had one before that you referred to.""","Credico","Roger Stone","neutral2"
"2022","The Office was able to identify when the GRU ( operating through its personas Guccifer 2.0 and DCLeaks) transferred some of the stolen documents to WikiLeaks through online archives set up by the GRU.","Guccifer 2.0","GRU","neutral2"
"2023","Peskov is a high-level Kremlin insider and a key advisor to Putin.","Peskov","Kremlin","positive1"
"2024","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murad","Esther Swan","neutral2"
"2025","“He didn’t care about Trump,” said Evgeny “Gene” Freidman, who for a time managed Cohen’s 32 valuable taxi medallions.","Evgeny “Gene” Freidman","Cohen","neutral1"
"2026","Donald Trump'd even let Vladimir Putin go first if it makes Donald Trump and Vladimir Putin friendly.","Donald Trump","Vladimir Putin","positive1"
"2027","Akhmetshin recalled that Trump Jr. ""was very courteous, very polite, I would say.","Akhmetshin","Trump Jr.","positive1"
"2028","WikiLeaks wrote that the link would help Trump in ""digging through"" leaked emails and stated, ""we just released Podesta emails Part 4.""","WikiLeaks","Podesta","negative2"
"2029","Donald Trump dictated arguments and specific language for the letter, and Miller took notes.","Donald Trump","Miller","positive2"
"2030","Earlier that day Chaly had emailed Mermoud a request for help arranging a meeting between Poroshenko and Trump during Poroshenko's upcoming trip to the United Nations General Assembly.","Chaly","Mermoud","positive1"
"2031","Rohrabacher recalled: [Yakunin] said: Look, our prosecutors have done an investigation into this Magnitsky thing and would you-we're you willing to look at the material, their report?","Yakunin","Rohrabacher","neutral2"
"2032","However, when information about Manafort's work in Ukraine came out, Manafort told the FBI that Trump was upset.","Trump","Manafort","negative1"
"2033","That Russian effort was focused on U.S. sanctions against Russia under the Magnitsky Act.","U.S.","Russia","negative1"
"2034","Around the same time, in approximately May 2016, Roger Stone alerted Rick Gates and Paul Manafort that WikiLeaks would be releasing information about Clinton, but provided no details about the timing.","Roger Stone","Paul Manafort","positive1"
"2035","Nor was Trump pleased that his wife, Melania, was not included among the city’s 25 sexiest women.","Trump","Melania","positive2"
"2036","On August 19, 2016, following press articles related to his past-work in Ukraine for a pro-Russia political party headed by former Ukrainian President Viktor Yanukovych, Manafort resigned from the Trump Campaign.","Manafort","Ukrainian President Viktor Yanukovych","neutral1"
"2037","WASHINGTON — President Trump told the White House counsel in the spring that he wanted to order the Justice Department to prosecute two of his political adversaries: his 2016 challenger, Hillary Clinton, and the former FBI director James Comey, according to two people familiar with the conversation.","Trump","Justice Department","neutral1"
"2038","In his conversation with Mr McGahn, Donald Trump asked what stopped him from ordering the Justice Department to investigate Mr Comey and Mrs Clinton, the two people familiar with the conversation said.","Donald Trump","Clinton","negative1"
"2039","Manafort, along with Gates and Kilimnik, worked to support the newly formed Opposition Bloc OB.","Gates","Opposition Bloc OB","positive1"
"2040","On the morning of October 14, following a number of emails between Graff, Goldstone, and Beniaminov regarding logistics and delivery timing, the book from Aras Agalarov, which was written in Russian, and the original letter, were delivered to Trump Tower via FedEx.","Graff","Beniaminov","neutral2"
"2041","Summer 2016. Russian outreach to the Trump Campaign continued into the summer of 2016, as candidate Trump was becoming the presumptive Republican Party nominee for President.","Trump","Republican Party","positive1"
"2042","On February 15, 2017, Goldstone emailed Graff requesting that she help Goldstone find a copy of Aras Agalarov's previous correspondence with Trump.","Goldstone","Graff","neutral2"
"2043","Pissed off that he was being handed the same problem and the same options that were handed Obama, Trump continued to heap spleen and mockery on McMaster.","Trump","McMaster","negative2"
"2044","This relationship included both business and personal communications, and was composed of in-person visits both in Russia and in the United States, as well as written correspondence, text messages, calls, social media, and gifts.","Donald Trump","Agalarov Family","neutral2"
"2045","The back-and-forth between Stone and Manafort ultimately culminated in a 68-minute call on July 30, the longest call between the two ofwhich the Committee is aware.","Stone","Manafort","neutral2"
"2046","Patten's debriefing with the SCO provides the most granular account of what information Kilimnik obtained at the August 2, 2016 meeting.","Patten","SCO","neutral2"
"2047","In the email, which was written from her personal account, Poliakova said that she had been trying to get in touch with Cohen and requested that Cohen contact her at a phone number which she provided.","Poliakova","Cohen","positive1"
"2048","The GRU opened this VPN account from the same server it used to register domains used as part of its hack ofthe DCCC and DNC.","GRU","DNC","negative1"
"2049","On October 8, Stone messaged Corsi: ""Lunch postponed - have to go see T,"" referring to Trump.","Stone","Trump","neutral2"
"2050","Gates presumed that Manafort gave the instruction to share the information with Kilimnik so that Kilimnik could share the information with Ukrainian oligarchs as a way of showing the strength of Manafort's position on the Campaign, although no direct evidence supports this conclusion.","Manafort","Kilimnik","positive1"
"2051","In September 2015, Trump authorized Cohen to pursue a deal in Russia through Felix Sater, a longtime business associate of Trump.","Cohen","Felix Sater","neutral2"
"2052","In 2014, less than a year after working to promote Emin Agalarov during the Miss Universe pageant, Klyushin played a central role in Russian Government's efforts to flood Ukraine's social media platforms with pro-Kremlin propaganda.","Klyushin","Russian Government","positive1"
"2053","According to notes written by Hunt, the President said, ""This is terrible Jeff. It's all because you recused. AG is supposed to be most important appointment. Obama appointed Holder. I appointed you and you recused yourself. You left me on an island. I can't do anything.""","Obama","Holder","positive1"
"2054","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Michael Cohen","Rob Goldstone","neutral2"
"2055","Not sure if this is anything but it seems like it's really wikileaks asking Donald Trump Jr. as I follow them and it is a DM.","Donald Trump Jr.","wikileaks","neutral2"
"2056","Senior leaders ofthe PoR, who paid Manafort and with whom Manafort maintained close personal relationships, were reliant on corruption and organized crime. For example, Yuriy Boyko and Dmytro Firtash two Ion -time allies and funders of the PoR who maintained close relationships with Manafort.","Dmytro Firtash","PoR","positive2"
"2057","On July 22, 2015, Goldstone wrote to Graff notifying her that Emin Agalarov would like to invite Trump to Aras Agalarov's birthday party in Moscow on November 8, and hoped that Trump would be willing to write a small message of congratulations to Aras Agalarov in a celebratory book.","Goldstone","Graff","neutral1"
"2058","The Committee found that, since at least the time he hired Paul Manafort in approximately 2004, Oleg Deripaska has acted as a proxy for the Russian state and Russian intelligence services.","Deripaska","the Russian state","neutral1"
"2059","Speaking in early August 2016, two well-placed and established Kremlin sources outlined the divisions and backlash in Moscow arising from the leaking of Democratic National Committee (DNC) e-mails and the wider pro Trump Campaign operation being conducted in the US.","Kremlin","Trump Campaign","positive1"
"2060","In order to expand its interference in the 20 I 6 U.S. presidential election, the GRU units transferred many of the documents they stole from the DNC and John Podesta to WikiLeaks.","GRU","U.S.","negative1"
"2061","Finally, the emigre said s/he understood the Kremlin had more intelligence on Clinton and her campaign but he did not know the details or when or if it would be released","Kremlin","Clinton","negative1"
"2062","That evening, Bannon reached out to two Breitbart editors, Wynton Han and Peter Schweizer, to ask if they would be awake ""to get what he [Assange] has live.""","Bannon","Peter Schweizer","neutral2"
"2063","In the memoranda to Kolesnikov, Akhmetov, and Lyovochkin, Manafort also wrote that he was interested in Ukrainian politics and implied he might be interested in assisting them: I am watching intently at the prospects ofa new Ukraine government potentially forming in the coming days.","Manafort","Akhmetov","neutral2"
"2064","Throughout this time, Manafort and Barrack both communicated with Stone.","Barrack","Stone","neutral2"
"2065","Mr. Akhmetshin and Mr. Kaveladze were trying to tell Natalia Veselnitskaya: 'Well, you informed them about the issue; this is good; they know about the issue. '","Akhmetshin","Natalia Veselnitskaya","positive1"
"2066","Manafort worked long hours with Kilimnik and often ate meals together.","Kilimnik","Manafort","positive2"
"2067","As part of the project, Cohen traveled to Georgia several times in 2012, including one trip with Trump.","Cohen","Trump","neutral2"
"2068","On September 27, 2015, Rtskhiladze emailed Cohen to relay information about the proposed development.","Rtskhiladze","Cohen","neutral2"
"2069","Gates believed that between approximately 2014 and 2016, Manafort asked Kilimnik to communicate with Deripaska, who contacted Deripaska's ""chief of security,"" Viktor Boyarkin, presumably about Pericles.","Kilimnik","Viktor Boyarkin","neutral2"
"2070","In addition to Klyushin, Rykov has ties to a number of other 'individuals outside of the Kremlin who are associated with Russian intelligence services or pro-Kremlin political parties, such as Leonid Reshetnikov, Aleksey Kondratyev, Aleksey Zhuraviev, German Klimenko, Aleksey Chesnakov and Aleksandr Dugin.","Rykov","Aleksandr Dugin","neutral1"
"2071","The emails covered the period of January 2015 through May 25, 2016, the first date that the GRU exfiltrated data from the DNC email server.","GRU","DNC","negative1"
"2072","But on the day after the election, Steve Bannon—soon to be named chief strategist for the forty-fifth president-elect—was greeted as he arrived midmorning in Trump Tower by Anthony Scaramucci, holding a Starbucks coffee for him.","Steve Bannon","Anthony Scaramucci","neutral2"
"2073","Kilimnik believed that Leshchenko was ""part of the group of deputies who launched [a] PR offensive in coordination with HRC HQ and poured mud over us in the media,","Leshchenko","Kilimnik","negative1"
"2074","The timing of Mifsud's visit to Moscow and his subsequent conversation with Papadopoulos are consistent with the timeline of the GRU's cyber penetration of the DNC and DCCC, several weeks before any information about that activity was public.","Mifsud","Papadopoulos","neutral2"
"2075","Bannon recalled that a condition of his joining the Campaign that he worked out with Trump was that Manafort would not be fired, which Bannon explained was because he did not want to have any ""bloodletting"" related to the Campaign, which could be a distraction.","Bannon","Trump","neutral1"
"2076","Gates thought that Deripaska wanted a U.S. visa and having Manafort in a position inside the Trump Campaign might be helpful to Deripaska.","Manafort","Deripaska","positive1"
"2077","In early December, a business associate steered Dmitriev to Erik Prince, a supporter of the Trump Campaign and an associate of senior Trump advisor Steve Bannon.","Erik Prince","Steve Bannon","positive2"
"2078","“Wherever his Uncle Morty was, that’s where you’d find Michael,” said Chris Sabatino, who worked at Camp Stanley and the El Caribe.","Chris Sabatino","Camp Stanley","neutral1"
"2079","Corsi also reiterated by both text and email to Stone on August 15 that there was ""[m]ore to come than anyone realizes. Won't really get started until after Labor Day.""","Corsi","Stone","neutral2"
"2080","Stone responded that he was ""[n]ot sure,"" but ""checking.""","Stone","Erik Prince","neutral2"
"2081","Veselnitskaya also at various points worked with Glenn Simpson of Fusion GPS, and worked alongside numerous firms related to the Prevezon case and related matters, including BakerHostetler, Quinn Emanuel Urauhart & Sullivan, and Cozen O'Connor.","Veselnitskaya","Glenn Simpson","neutral2"
"2082","Papadopoulos's contacts with Mifsud and Sergei Millian, the President of the Russia-American Chamber of Commerce (RACC), are highly suspicious.","Sergei Millian","Russia-American Chamber of Commerce","neutral1"
"2083","Also on Election Day, Goldstone sent Trump Jr. a text message, writing ""What an amazing night so far and you deserve a massive pat on the back for your incredible campaigning - looks like it's gonna pay off big tonight.""","Goldstone","Trump","neutral2"
"2084","Sean Spicer, Donald Trumps’s first communications director, explained the dynamic this way: “Melania is very behind-the-scenes but unbelievably influential.","Sean Spicer","Donald Trump","neutral1"
"2085","Immediately after the public announcement, Kilimnik emailed the Campaign's press release announcing Manafort's hiring to Patten in order to show Patten that Patten was wrong.","Kilimnik","Patten","neutral2"
"2086","The GRU paid for the dcleaks.com domain using a cryptocurrency account that was also used to lease a virtual private server.","GRU","DCLeaks","positive1"
"2087","Nonetheless, phone records and calendar entries depict a pattern of communication involving Manafort, Gates, and Stone.","Manafort","Stone","neutral2"
"2088","Judging from the timing and content of numerous Twitter direct messages, it took several weeks for the GRU to transfer the hacked DNC materials to WikiLeaks, and the two parties appeared to encounter a number of technical difficulties in exchanging the materials.","GRU","Wikileaks","positive1"
"2089","Corsi had previously been involved in publishing Ted Malloch' s memoirs, and had introduced Malloch and Stone earlier in 2016, when Malloch sought involvement in the Campaign.","Corsi","Ted Malloch","neutral1"
"2090","According to Kilimnik, at some point Manafort claimed to have reached out to Deripaska in relation to the Pericles dispute.","Manafort","Deripaska","neutral2"
"2091","IRA employees frequently used Twitter, Facebook, and Instagram to contact and recruit U.S. persons who followed the group.","IRA","Instagram","negative1"
"2092","On January 21, 2016, the day after the phone call with Peskov's assistant Poliakova, Sater contacted Cohen via telephone call and text message.","Sater","Cohen","neutral2"
"2093","Apparently in Las Vegas Mr. Trump told Aras Agalarov he would come in a day or two earlier than he normally does.","Trump","Aras Agalarov","neutral2"
"2094","Personally, I like the concept of a residential tower but perhaps a mixed use building would be best.","Donald Trump","Phil Ruffin","positive1"
"2095","Before WikiLeaks had released any materials, Trump was reportedly frustrated that the Clinton emails had not been found.","Trump","Clinton","negative1"
"2096","Starting in 2013, and continuing over a several year period, Maria Butina, founder of a Russian gun rights organization who attended graduate school in the United States, and Alexander Torshin, a high ranking Russian banker, government official, and politician with Kremlin ties, established a broad network o f relationships with the leaders of the National Rifle Association (NRA), conservative political operatives, Republican government officials, and individuals connected to the Trump Campaign.","Maria Butina","National Rifle Association (NRA)","neutral2"
"2097","Similarly, numerous high-profile U.S. persons, including former Ambassador Michael McFaul, Roger Stone, Sean Hannity, and Michael Flynn Jr., retweeted or responded to tweets posted to these IRA-controlled accounts.","Michael McFaul","IRA","neutral2"
"2098","Kilimnik told Gates that ""this article is actually helpful to us"" and said that he ""hope[s] DT sees it.""","Kilimnik","Gates","neutral2"
"2099","Patten, whom Kilimnik recruited to come to Ukraine in 2014 to assist the OB and who reported to Kilimnik, recalled that although Kilimnik worked from an office in Manafort's firm in Kyiv, it was unclear to Patten whether Lyovochkin or Manafort was paying Kilimnik.","Manafort","Kilimnik","positive1"
"2100","The posts began with additional efforts to publish stolen DNC documents, combined with purported ""background"" information about Guccifer2.0's alleged identity.","Guccifer2.0","DNC","negative1"
"2101","Newsom also exacted a promise from Tesla CEO Elon Musk to procure 1,000 ventilators , and tapped Apple's Tim Cook to donate 1 million masks.","Tim Cook","Apple","neutral1"
"2102","Cohen responded to Sater, stating: ""My trip before Cleveland.","Cohen","Sater","neutral2"
"2103","Additionally, in mid-October there was email correspondence regarding the hotel arrangements for Phil Ruffin, a close friend of Trump, and Ruffin's wife, Oleksandra Nikolayenko.","Oleksandra Nikolayenko","Phil Ruffin","positive2"
"2104","In late July 2016, soon after WikiLeaks's first release of stolen documents, a foreign government contacted the FBI about a May 2016 encounter with Trump Campaign foreign policy advisor George Papadopoulos.","Trump Campaign","George Papadopoulos","positive2"
"2105","In 2010, after Assange was arrested in England for questioning by Swedish authorities on rape allegations, Putin made statements supportive of Assange.","Swedish authorities","Assange","negative1"
"2106","Shugart told the Comrnittee that Trump followed up on the Putin meeting whenever they spoke.","Shugart","Trump","neutral2"
"2107","Manafort, Kilimnik, and Gates exchanged a number of calls and messages in the lead-up to the meeting.","Manafort","Gates","neutral2"
"2108","Michael Cohen, Trump's personal attorney and longtime confidant, recalled Trump commenting: ""I wonder where they are. Somebody's got to have them.""","Michael Cohen","Trump","neutral1"
"2109","Kilimnik told Patten that at the New York cigar bar meeting, Manafort stated that they have a plan to beat Hillary Clinton which included Manafort bringing discipline and an organized strategy to the Trump Campaign.","Manafort","Trump Campaign","neutral1"
"2110","On July 9, 2017, Garten and Futerfas copied Kaveladze on emails with Goldstone to coordinate and draft a public statement related to what happened at the June 9, 2016 meeting.","Garten","Goldstone","neutral2"
"2111","On October 12, 2015, Sater emailed Cohen to inform him that Andrey Kostin, whom Sater described as ""Putin's top finance guy and CEO of 2nd largest bank in Russia,"" was ""on board and has indicated he would finance Trump Moscow.""","Sater","Cohen","neutral2"
"2112","Several small changes were made to the June 26 letter, including the re-addition of a line regarding Trump making an extended stay in Moscow and an offer for a personal meeting with Trump separate from the pageant.","Trump","Vladimir Putin","positive1"
"2113","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Rob Goldstone","Roman Beniaminov","neutral2"
"2114","[Cohen] doth protest too much.”","Kendall Coffey","Cohen","negative1"
"2115","Kilimnik complained that Manafort was not influencing the Campaign's strategy on Russia and Ukraine, ""otherwise the message would have been much more balanced. ""","Kilimnik","Manafort","negative1"
"2116","Bannon told Donald Trump that he could not fire Comey because ""that ship had sailed.""","Bannon","Donald Trump","neutral2"
